	accession	date	region_coarse	strain
803	OP555476	7/13/22	Southern Europe	Monkeypox/PT0380/2022
804	OP415186	6/1/22	Western Europe	MPX_cmjxZM_9000205
805	OP205084	5/30/22	Western Europe	MPXV_UK_2022_9000093
806	OP415230	8/31/22	Western Europe	MPX_dlHLXa_9000261
807	OP415198	7/31/22	Western Europe	MPX_2v76E1_9000222
808	OP415201	7/7/22	Western Europe	MPX_K1dQNt_9000225
809	OP415199	7/7/22	Western Europe	MPX_K1dQNt_9000223
810	OP415222	8/31/22	Western Europe	MPX_12DvO8_9000251
811	OP205097	7/5/22	Western Europe	MPXV_UK_2022_9000130
812	ON720848	5/27/22	Southern Europe	MpxV/Spain/MD-HGUGM-6513479/2022
813	OP450985	6/1/22	North America	MPXV_USA_2022_TX0019
814	OP205110	6/14/22	Western Europe	MPXV_UK_2022_9000147
815	OP215226	8/31/22	Western Europe	MPXV/Germany/2022/RKI241
816	OP531895	7/18/22	North America	B969965re
817	OP382489	7/19/22	Western Europe	hMPXV-IHU00012
818	OQ148472	11/11/22	South America	LBMB-UTP_MP-019_VAC
819	OP431397	8/16/22	South America	ANT-LDSP-ANT-MPX-22607-L
820	OP881936	9/26/22	South America	ANT-LDSP-ANT-MPX-26261O
821	OP881930	9/26/22	South America	ANT-LDSP-ANT-MPX-26237E
822	OP477447	8/22/22	South America	ANT-LDSP-ANT-MPX-23062-L
823	OP295382	7/21/22	South America	INS-MPXV-0015-L1
824	OP881938	9/29/22	South America	ANT-LDSP-ANT-MPX-26318E
825	OP477450	8/23/22	South America	ANT-LDSP-ANT-MPX-23114-C
826	OP477456	8/24/22	South America	ANT-LDSP-ANT-MPX-23315-L
827	OP642386	9/9/22	South America	ANT-LDSP-ANT-MPX-24913-O
828	OP881934	9/26/22	South America	ANT-LDSP-ANT-MPX-26255C
829	OP642388	9/9/22	South America	ANT-LDSP-ANT-MPX-24915-L
830	OP642392	9/7/22	South America	ANT-LDSP-ANT-MPX-24520-O
831	OP477449	8/22/22	South America	ANT-LDSP-ANT-MPX-23110-C
832	OP431395	8/11/22	South America	ANT-LDSP-ANT-MPX-22363-L
833	OP431398	8/17/22	South America	ANT-LDSP-ANT-MPX-22702-C
834	OP431401	8/17/22	South America	ANT-LDSP-ANT-MPX-22769-L
835	OP459216	8/30/22	South America	ANT-LDSP-ANT-MPX-23651-L
836	OP459213	8/30/22	South America	ANT-LDSP-ANT-MPX-23628-C
837	OP642389	9/8/22	South America	ANT-LDSP-ANT-MPX-24709-L
838	OP477444	8/18/22	South America	ANT-LDSP-ANT-MPX-22815-L
839	OP431399	8/17/22	South America	ANT-LDSP-ANT-MPX-22748-C
840	OP477457	8/23/22	South America	ANT-LDSP-ANT-MPX-23266
841	OP642418	9/14/22	South America	ANT-LDSP-ANT-MPX-25458E
842	OP459209	8/29/22	South America	ANT-LDSP-ANT-MPX-23551-O
843	OP881933	9/26/22	South America	ANT-LDSP-ANT-MPX-26252E
844	OP459212	8/29/22	South America	ANT-LDSP-ANT-MPX-23603-O
845	OP459210	8/29/22	South America	ANT-LDSP-ANT-MPX-23553-C
846	OP689664	10/1/22	Western Europe	MPXV/Germany/2022/ON/RKI511
847	OP642398	9/12/22	South America	ANT-LDSP-ANT-MPX-24939C
848	OP959057	11/10/22	South America	SUC-UNIMOL-MPX-293401-L
849	OP819958	10/15/22	South America	QUI_INS_MPX_0967_L
850	OP459218	8/30/22	South America	ANT-LDSP-ANT-MPX-23655-L
851	OP459217	8/30/22	South America	ANT-LDSP-ANT-MPX-23654-O
852	OP693650	8/7/22	South America	ANT_INS_MPX_0024_L
853	OP642381	9/8/22	South America	ANT-LDSP-ANT-MPX-24728-L
854	OP642373	9/8/22	South America	ANT-LDSP-ANT-MPX-24717-L
855	OP642379	9/8/22	South America	ANT-LDSP-ANT-MPX-24713-L
856	OP477455	8/24/22	South America	ANT-LDSP-ANT-MPX-23285-L
857	OP727821	8/27/22	Western Europe	PrEV_case_1
858	OP415270	8/1/22	Western Europe	MPX_LaJWw4_9000332
859	OP414383	5/23/22	Southern Europe	Monkeypox/PT0356/2022
860	OP310065	8/31/22	North America	MpxV/human/USA/WA-UW-088973/2022
861	OP555595	8/18/22	Southern Europe	Monkeypox/PT0524/2022
862	OP555585	8/16/22	Southern Europe	Monkeypox/PT0514/2022
863	ON782055	5/31/22	Southern Europe	MPXV/Spain/HUNSC_ITER_0001b/2022
864	ON755251	6/30/22	Western Europe	MPXV/Germany/2022/RKI045
865	ON754985	6/1/22	Central Europe	MPXV_SI2022_S4
866	ON853661	6/30/22	Western Europe	MPXV/Germany/2022/RKI079
867	OP605568	7/31/22	Central Europe	Slovenia-MPXV-26-2022
868	ON782054	5/31/22	Southern Europe	MPXV/Spain/HUNSC_ITER_0001a/2022
869	ON754984	6/1/22	Central Europe	MPXV_SI2022_S3
870	OP555633	9/1/22	Southern Europe	Monkeypox/PT0562/2022
871	OP392532	8/31/22	North America	MpxV/human/USA/OH-UW-080114/2022
872	OP605564	7/31/22	Central Europe	Slovenia-MPXV-22-2022
873	ON792320	6/1/22	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022
874	OP205067	5/27/22	Western Europe	MPXV_UK_2022_9000061
875	ON622722	5/22/22	Western Europe	MPXV_FR_HCL0001_2022
876	OX248696	7/4/22	Central Europe	RNA_322pyq
877	OP392540	8/31/22	North America	MpxV/human/USA/WA-UW-082770/2022
878	OP205133	6/29/22	Western Europe	MPXV_UK_2022_9000188
879	OP270477	8/31/22	Western Europe	MPXV/Germany/2022/RKI288
880	OP257262	8/31/22	North America	MpxV/human/USA/WA-UW-087619/2022
881	OP355570	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI311
882	ON755248	6/1/22	Western Europe	MPXV/Germany/2022/RKI042
883	OP605551	6/1/22	Central Europe	Slovenia-MPXV-08-2022
884	ON838178	6/1/22	Central Europe	SI2022_S7
885	OP604566	8/28/22	North America	MPXV22/human/USA-NE-230
886	OP605552	6/1/22	Central Europe	Slovenia-MPXV-09-2022
887	ON754986	6/1/22	Central Europe	MPXV_SI2022_S5
888	ON754987	5/23/22	Central Europe	MPXV_SI2022_S1_VEROE6
889	ON609725	5/23/22	Central Europe	SLO
890	OP879760	7/22/22	North America	NJ-MPXV-046
891	OP588945	7/31/22	North America	hMpxV/USA/NY-URMC-2207A101/2022
892	ON950045	5/27/22	Western Europe	MPXV/ITM_pt_31/Belgium/27-May-2022
893	OP144214	6/16/22	Western Europe	MPXV/ITM_pt_25/Belgium/16-Jun-2022
894	OP144212	6/10/22	Western Europe	MPXV/ITM_pt_16/Belgium/10-Jun-2022
895	OP890549	10/7/22	North America	MPXV/Human/USA/CA-LACPHL-MA00291/2022
896	OP539923	8/8/22	North America	MPX/Human/USA/CA-LACPHL-MA00138/2022
897	OP920683	10/31/22	North America	MPXV/Human/USA/CA-LACPHL-MA00345/2022
898	OP748966	10/17/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022
899	OP580596	9/22/22	North America	hMPX/USA/CA-LACPHL-MA00163/2022
900	OP477448	8/22/22	South America	ANT-LDSP-ANT-MPX-23106-L
901	OP605570	7/9/22	Central Europe	Slovenia-MPXV-28-2022
902	OP605578	7/31/22	Central Europe	Slovenia-MPXV-36-2022
903	OP605585	8/1/22	Central Europe	Slovenia-MPXV-44-2022
904	OP605581	8/1/22	Central Europe	Slovenia-MPXV-40-2022
905	OP615330	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI456
906	OP184764	7/1/22	North America	MpxV/human/USA/WA-UW-074932/2022
907	ON792321	6/2/22	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
908	ON813256	6/1/22	Western Europe	MPXV/Germany/2022/RKI059
909	ON694332	5/25/22	Western Europe	MPXV/Germany/2022/RKI023
910	OP555635	9/5/22	Southern Europe	Monkeypox/PT0564/2022
911	ON755238	6/1/22	Western Europe	MPXV/Germany/2022/RKI032
912	OP355564	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI303
913	ON694333	5/1/22	Western Europe	MPXV/Germany/2022/RKI022
914	OP303785	6/1/22	North America	MPXV_USA_2022_IL0042
915	OP355580	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI324
916	OP310054	8/31/22	North America	MpxV/human/USA/WA-UW-088213/2022
917	ON929077	7/1/22	Western Europe	MPXV/Germany/2022/RKI122
918	OP390196	7/8/22	Western Europe	hMpxV/UK/LMO-031a/2022
919	OP434519	7/1/22	North America	MpxV/human/USA/WA-UW-074978/2022
920	ON813265	6/1/22	Western Europe	MPXV/Germany/2022/RKI065
921	ON694338	5/1/22	Western Europe	MPXV/Germany/2022/RKI017
922	ON929087	7/1/22	Western Europe	MPXV/Germany/2022/RKI132
923	ON694340	5/1/22	Western Europe	MPXV/Germany/2022/RKI014
924	ON755250	6/1/22	Western Europe	MPXV/Germany/2022/RKI044
925	OP382479	7/1/22	Western Europe	hMPXV-IHU00002
926	ON694329	5/1/22	Western Europe	MPXV/Germany/2022/RKI025
927	OP382488	7/19/22	Western Europe	hMPXV-IHU00011
928	ON694337	5/25/22	Western Europe	MPXV/Germany/2022/RKI020
929	OP555488	7/13/22	Southern Europe	Monkeypox/PT0392/2022
930	OP494257	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI301
931	OP555659	9/14/22	Southern Europe	Monkeypox/PT0592/2022
932	OP626115	7/8/22	Western Europe	MPXV/Germany/2022/RKI477
933	OP555553	8/8/22	Southern Europe	Monkeypox/PT0474/2022
934	ON929064	7/31/22	Western Europe	MPXV/Germany/2022/RKI106
935	OP484671	9/1/22	Western Europe	MPXV/Germany/2022/RKI350
936	ON694334	5/26/22	Western Europe	MPXV/Germany/2022/RKI021
937	OP215272	8/31/22	Western Europe	MPXV/Germany/2022/RKI253
938	OP415188	6/30/22	Western Europe	MPX_dDDHx_9000207
939	OP594187	9/30/22	Western Europe	MPXV/Germany/2022/RKI423
940	OP523990	9/30/22	Western Europe	MPXV/Germany/2022/RKI388
941	ON694339	5/15/22	Western Europe	MPXV/Germany/2022/RKI016
942	OP764614	6/1/22	Western Europe	MPXV/Germany/2022/RKI556
943	OP019276	6/21/22	Western Europe	hMPXV/Austria/MUW1527495/2022
944	ON755232	6/1/22	Western Europe	MPXV/Germany/2022/RKI026
945	ON808413	5/15/22	Western Europe	CVR_MPXV1a
946	ON694331	5/15/22	Western Europe	MPXV/Germany/2022/RKI015
947	OP689686	7/31/22	Western Europe	MPXV/Germany/2022/RKI532
948	OP626110	7/1/22	Western Europe	MPXV/Germany/2022/RKI472
949	ON637938	5/15/22	Western Europe	MPXV/Germany/2022/RKI01
950	OP390192	6/24/22	Western Europe	hMpxV/UK/LMO-023a/2022
951	OP018599	7/1/22	Western Europe	MPXV/Germany/2022/RKI174
952	ON755240	6/21/22	Western Europe	MPXV/Germany/2022/RKI034
953	OP215255	8/1/22	Western Europe	MPXV/Germany/2022/RKI227
954	OP689684	7/17/22	Western Europe	MPXV/Germany/2022/RKI531
955	OP215212	8/31/22	Western Europe	MPXV/Germany/2022/RKI204
956	OP415276	8/31/22	Western Europe	MPX_KV9qz9_9000349
957	OP245348	7/15/22	Southern Europe	MPX/PT0114/2022
958	OP245321	7/26/22	Southern Europe	MPX/PT0067/2022
959	OP555569	8/15/22	Southern Europe	Monkeypox/PT0494/2022
960	OP555641	9/2/22	Southern Europe	Monkeypox/PT0570/2022
961	OP555627	8/30/22	Southern Europe	Monkeypox/PT0556/2022
962	ON929090	7/31/22	Western Europe	MPXV/Germany/2022/RKI135
963	OP185716	6/1/22	North America	MPXV_USA_2022_CA0005
964	OP415204	7/1/22	Western Europe	MPX_fZLVcc_9000229
965	ON755239	6/30/22	Western Europe	MPXV/Germany/2022/RKI033
966	OP415180	7/1/22	Western Europe	MPX_CJjutN_9000198
967	OP959059	10/27/22	South America	BOL-UNIMOL-MPX-293420-L
968	OP205088	6/9/22	Western Europe	MPXV_UK_2022_9000100
969	ON929079	7/1/22	Western Europe	MPXV/Germany/2022/RKI124
970	OP310046	8/31/22	North America	MpxV/human/USA/WA-UW-083914/2022
971	OP205082	6/15/22	Western Europe	MPXV_UK_2022_9000079
972	OP331334	6/7/22	Western Europe	MPXV_UK_2022_9000060
973	OP205078	6/9/22	Western Europe	MPXV_UK_2022_9000072
974	OP415202	7/1/22	Western Europe	MPX_fZLVcc_9000227
975	OP205138	7/6/22	Western Europe	MPXV_UK_2022_9000195
976	OP150927	5/1/22	North America	MPXV_USA_2022_WA001
977	OP415193	7/1/22	Western Europe	MPX_gOirGi_9000215
978	ON853663	6/1/22	Western Europe	MPXV/Germany/2022/RKI081
979	OP205112	6/14/22	Western Europe	MPXV_UK_2022_9000149
980	OP523982	9/1/22	Western Europe	MPXV/Germany/2022/RKI380
981	OP484668	9/1/22	Western Europe	MPXV/Germany/2022/RKI347
982	ON959167	7/14/22	Western Europe	MPXV/Germany/2022/RKI153
983	OP484665	9/1/22	Western Europe	MPXV/Germany/2022/RKI343
984	ON929074	7/1/22	Western Europe	MPXV/Germany/2022/RKI119
985	OP205089	6/9/22	Western Europe	MPXV_UK_2022_9000101
986	OP390201	7/16/22	Western Europe	hMpxV/UK/LMO-038a/2022
987	OP555557	8/8/22	Southern Europe	Monkeypox/PT0478/2022
988	OP018592	7/31/22	Western Europe	MPXV/Germany/2022/RKI166
989	OP837342	6/30/22	Western Europe	MPXV/Germany/2022/RKI580
990	OP279039	6/28/22	North America	MpxV/human/CAN/UN-NML-4117/2022
991	OP764626	6/30/22	Western Europe	MPXV/Germany/2022/RKI568
992	OP205087	6/9/22	Western Europe	MPXV_UK_2022_9000099
993	OP205080	6/9/22	Western Europe	MPXV_UK_2022_9000076
994	OP205072	6/7/22	Western Europe	MPXV_UK_2022_9000066
995	OP881946	9/30/22	North America	MPXV_USA_2022_FL0027
996	OP536679	7/7/22	North America	MPXV-USA-IL-IDPH-018
997	OP494262	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI312
998	OP881947	9/1/22	North America	MPXV_USA_2022_LA0002
999	OP920680	10/26/22	North America	MPXV/Human/USA/CA-LACPHL-MA00342/2022
1000	OP480417	8/28/22	North America	hMPXV/USA/NC-UNC-0018/2022
1001	OP205083	5/25/22	Western Europe	MPXV_UK_2022_9000092
1002	OP743967	9/1/22	North America	MpxV/human/USA/WA-UW-092798/2022
1003	OP580597	9/22/22	North America	hMPX/USA/CA-LACPHL-MA00164/2022
1004	OP440534	7/21/22	North America	hMPX/Human/USA/CA-LACPHL-MA00041/2022
1005	OP879737	7/1/22	North America	NJ-MPXV-019-rep2
1006	OP539917	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00132/2022
1007	OP920694	10/14/22	North America	MPXV/Human/USA/CA-LACPHL-MA00356/2022
1008	OP205086	6/6/22	Western Europe	MPXV_UK_2022_9000097
1009	OP687947	8/1/22	North America	MPXV_USA_2022_TX0024
1010	OP605583	8/31/22	Central Europe	Slovenia-MPXV-42-2022
1011	OP415234	8/31/22	Western Europe	MPX_L6rBi6_9000265
1012	OP415251	8/31/22	Western Europe	MPX_eobXCZ_9000296
1013	OP881953	9/6/22	North America	MPXV_USA_2022_TX0031
1014	OP890528	11/1/22	North America	MPXV/Human/USA/CA-LACPHL-MA00295/2022
1015	OP539915	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00130/2022
1016	OP539912	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00127/2022
1017	OP743995	10/2/22	North America	MpxV/human/USA/WA-UW-102951/2022
1018	OP743999	10/2/22	North America	MpxV/human/USA/WA-UW-108943/2022
1019	OP743996	10/2/22	North America	MpxV/human/USA/WA-UW-108647/2022
1020	OQ054228	9/30/22	North America	MPXV_USA_2022_NY0027
1021	OP480406	8/2/22	North America	hMPXV/USA/NC-UNC-0005/2022
1022	OP415228	8/1/22	Western Europe	MPX_UBm6ar_9000259
1023	OP440554	7/26/22	North America	hMPX/Human/USA/CA-LACPHL-MA00058/2022
1024	OP355573	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI315
1025	OP536735	7/1/22	North America	MPXV-USA-IL-IDPH-074
1026	OP205073	6/8/22	Western Europe	MPXV_UK_2022_9000067
1027	OP959060	10/29/22	South America	BOL-UNIMOL-MPX-293428-L
1028	OP959058	10/27/22	South America	BOL-UNIMOL-MPX-293419-L
1029	OQ159027	11/30/22	Western Europe	MPXV/Germany/2022/RKI632
1030	OP959061	10/11/22	South America	BOL-UNIMOL-MPX-293613-L
1031	OP890537	9/29/22	North America	MPXV/Human/USA/CA-LACPHL-MA00303/2022
1032	OP555625	8/30/22	Southern Europe	Monkeypox/PT0554/2022
1033	OP378694	6/24/22	North America	MPXV_USA_2022_GA0006
1034	OP650030	9/6/22	North America	MPXV22/human/USA-OK-270
1035	OP935996	11/8/22	North America	B1221119
1036	OP935997	11/9/22	North America	B1221120
1037	OP650032	9/7/22	North America	MPXV22/human/USA-OK-277
1038	OP890546	10/4/22	North America	MPXV/Human/USA/CA-LACPHL-MA00288/2022
1039	OP890548	10/2/22	North America	MPXV/Human/USA/CA-LACPHL-MA00290/2022
