strain	accession	date	date_submitted		clade_membership	host	country	recency	lineage	region	author		GA_CT_fraction	dinuc_context_fraction
MpxV/human/CAN/UN-NML-3607/2022	OP013010	6/9/22	7/19/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I."			
MpxV/human/CAN/UN-NML-3976/2022	OP270024	7/4/22	8/22/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."		1	
MpxV/human/CAN/UN-NML-4014/2022	OP270025	7/5/22	8/22/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."		1	
MpxV/human/CAN/UN-NML-3907/2022	OP062231	6/27/22	7/26/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-3542/2022	OP013006	6/7/22	7/19/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I."			
MpxV/human/CAN/UN-NML-3450/2022	ON880549	6/3/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-3975/2022	OP270023	7/4/22	8/22/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-3934/2022	OP062235	6/30/22	7/26/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-3971/2022	OP270021	7/4/22	8/22/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-4050/2022	OP226139	7/11/22	8/16/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Griffiths,E., Leung,A., MacKenzie,K., Lang,A., Minion,J."			
MPXV/ES0001/HUGTiP/2022	ON622718	5/20/22	5/27/22		IIb	Homo sapiens	Spain	Older		Europe	"Martinez-Puchol,S., Coello,A., Bordoy,A.E., Soler,L., Panisello,D., Gonzalez-Gomez,S., Clara,G., Paris de Leon,A., Not,A., Hernandez,A., Bofill-Mas,S., Saludes,V., Blanco,I., Martro,E., Cardona,P.-J."			
MpxV/Spain/MD-HGUGM-6532064/2022	ON720849	5/27/22	6/9/22		IIb	Homo sapiens	Spain	Older		Europe	"Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D."		1	
MpxV/human/USA/OH-UW-078962/2022	OP442939	7/31/22	9/15/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
MpxV/human/USA/WA-UW-098497/2022	OP681775	9/30/22	10/19/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."			
ANT-LDSP-ANT-MPX-23265-C	OP477452	8/23/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23631-L	OP459214	8/30/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
hMpxV/UK/LMO-026a/2022	OP390194	7/1/22	9/8/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		1	
MPXV/Germany/2022/RKI190	OP215232	8/31/22	8/17/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/ON/RKI644	OQ159039	8/1/22	1/3/23		IIb	Homo sapiens	Germany	One month ago		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/ON/RKI640	OQ159035	8/1/22	1/3/23		IIb	Homo sapiens	Germany	One month ago		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI491	OP626129	7/7/22	10/13/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
Monkeypox/PT0538/2022	OP555609	8/23/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV/Germany/2022/RKI358	OP484679	9/1/22	9/21/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI178	OP018603	7/31/22	7/19/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI585	OP837347	6/19/22	11/16/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI134	ON929089	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/ON/RKI445	OP615321	9/1/22	10/12/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV_IRBA22-11	ON755039	5/19/22	6/14/22		IIb	Homo sapiens	France	Older		Europe	"Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O."			
hMpxV/USA/CA-CDPH-1000066/2022	OQ121020	7/15/22	12/26/22		IIb	Homo sapiens	USA	One month ago		North America	"Probert,W., Espinosa,A., Kath,C., Haw,M., Bell,J., Hacker,J."		1	0.33
ID6821	OP838893	6/21/22	11/16/22		IIb	Homo sapiens	Italy	Older		Europe	"Viscardi,M., Cozzolino,L., De Martinis,C., Cardillo,L., Fusco,G."			
hMPXV-IHU00004	OP382481	7/4/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."		1	
MpxV/human/CAN/UN-NML-4017/2022	OP270026	7/5/22	8/22/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Griffiths,E., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MPXV-1047	OQ172215	6/7/22	1/11/23		IIb	Homo sapiens	France	3-7 days ago		Europe	"Zeggagh,J., Ferraris,O., Salmona,M., Tarantola,A., Molina,J.M., Delaugerre,C."			
hMPXV-IHU00009	OP382486	7/7/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."		1	
Monkeypox/PT0551/2022	OP555622	8/26/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV/Germany/2022/ON/RKI661	OQ159056	9/30/22	1/3/23		IIb	Homo sapiens	Germany	One month ago		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	0.25
Monkeypox/PT0572/2022	OP555643	9/5/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	1
Monkeypox/PT0594/2022	OP555661	9/15/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Monkeypox/PT0452/2022	OP555533	8/4/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV_USA_2022_GA001	OP150925	5/1/22	8/4/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C., Xia,D., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y."			
INMI-Pt4	ON780017	5/21/22	6/16/22		IIb	Homo sapiens	Italy	Older		Europe	"Gramigna,G., Giombini,E., Gruber,C.E.M., Rueca,M., Carletti,F., Cicalini,S., Lapa,D., Puro,V., Marani,A., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Rivano Capparuccia,M., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F."			
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022	ON792322	6/2/22	6/17/22		IIb	Homo sapiens	Switzerland	Older		Europe	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."			
SIC-AOUP-UNIPA_VL_9aug	OP358276	8/9/22	9/2/22		IIb	Homo sapiens	Italy	Older		Europe	"Tramuto,F."		0.8	0.25
Monkeypox/PT0579/2022	OP555650	9/10/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Monkeypox/PT0244/2022	OP414288	6/21/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
hMPXV-CH-38347314/2022	OP783902	6/8/22	11/7/22		IIb	Homo sapiens	Switzerland	Older		Europe	"Laubscher,F., Marques-Melancia,S., Cordey,S., Schibler,M., Kaiser,L., Renzoni,A."			
MPXV/Germany/2022/RKI137	ON959154	7/1/22	7/11/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV_USA_2022_NY0015	OP303796	6/30/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Hughes,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y."		1	
MPXV/Germany/2022/RKI02	ON637939	5/25/22	5/31/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A."			
MPXV_UK_2022_9000106	OP205094	6/14/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV/Germany/2022/RKI140	ON959149	7/31/22	7/11/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."		1	
MPX_lBTTWI_9000279	OP415241	7/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
PatientMPXV	OP204840	6/10/22	8/23/22		IIb	Homo sapiens	France	Older		Europe	"Seang,S., Burrel,S., Todesco,E., Leducq,V., Monsel,G., Le Pluart,D., Cordevant,C., Pourcher,V., Palich,R., Charpentier,C."		1	
Monkeypox/PT0179/2022	OP324494	6/30/22	8/29/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV_UK_2022_9000148	OP205111	6/14/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
Monkeypox/PT0216/2022	OP324526	6/24/22	8/29/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV_UK_2022_9000131	OP205098	7/5/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
SAN_INS_MPX_0971_L	OP819959	10/11/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		1	
CUN_INS_MPX_1053_L	OP837472	10/27/22	11/16/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		0.67	
ANT-LDSP-ANT-MPX-23596-O	OP459211	8/29/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
hMpxV/UK/LMO-029a/2022	OP390195	7/7/22	9/8/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E."		0.25	1
DC_INS_MPX_0719_L	OP693653	8/29/22	10/21/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		1	
CUN_INS_MPX_0649_C	OP693651	8/23/22	10/21/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		1	
DC_INS_MPX_0082_L	OP693647	8/8/22	10/21/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."			
DC_INS_MPX-1119-H	OQ197862	10/24/22	1/14/23		IIb	Homo sapiens	Colombia	3-7 days ago		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Rosales,A., Mercado-Reyes,M.M."			
DC_INS_MPX-1118-H	OQ197861	10/20/22	1/14/23		IIb	Homo sapiens	Colombia	3-7 days ago		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Rosales,A., Mercado-Reyes,M.M."		0.5	
LBMB-UTP_MP-021_VAC	OQ148473	11/11/22	12/30/22		IIb	Homo sapiens	Colombia	One month ago		South America	"Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J.C."		1	
ANT-LDSP-ANT-MPX-24561-E	OP642395	9/7/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24537-E	OP642394	9/7/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
VAC_INS_MPX_0960_L	OP819953	10/15/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
VAC_INS_MPX_0960_C	OP819954	10/15/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
VAC_INS_MPX_1050_E	OP837470	10/26/22	11/16/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
VAC_INS_MPX_1050_C	OP837481	10/26/22	11/16/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
LBMB-UTP_MP-014_VAC	OQ148468	11/11/22	12/30/22		IIb	Homo sapiens	Colombia	One month ago		South America	"Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J."		1	
VAC_INS_MPX_0957_HO	OP819951	10/15/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
VAC_INS_MPX_0962_C	OP819955	10/13/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		1	
VAC_INS_MPX_0955_C	OP819949	10/11/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		1	0.33
DC_INS_MPX-1122-H	OQ197863	10/22/22	1/14/23		IIb	Homo sapiens	Colombia	3-7 days ago		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Rosales,A., Mercado-Reyes,M.M."		1	
ANT-LDSP-ANT-MPX-24910-O	OP642385	9/9/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
LIM-INS-012	OP320552	7/6/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		1	1
DC_INS_MPX_0984_L	OP837476	9/20/22	11/16/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
CUN_INS_MPX_0951_C	OP819947	10/14/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."		1	1
LIM-INS-016	OP320554	7/9/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."		0.5	
LIM-INS-003	OP289783	6/27/22	8/24/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Mestanza,O., Lope,P., Nunez,A."			
LIM-INS-013	OP320553	7/8/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
MPX_3U0idu_9000254	OP415224	8/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
CUN_INS_MPX_0748_L	OP693655	9/3/22	10/21/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		1	1
ANT-LDSP-ANT-MPX-22752-O	OP431402	8/18/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
LIM-INS-021	OP320555	7/9/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
LIM-INS-018	OP320551	7/9/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
LIM-INS008	OP320548	7/1/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
LIM-INS-010	OP320549	7/2/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
LIM-INS-015	OP320550	7/9/22	8/29/22		IIb	Homo sapiens	Peru	Older		South America	"Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G."			
LIM-INS-001	OP289782	6/25/22	8/24/22		IIb	Homo sapiens	Peru	Older		South America	"Silva,I., Jimenez,V., Hurtado,V., Barcena,L."			
ANT-LDSP-ANT-MPX-25258C	OP642404	9/13/22	10/17/22		IIb		Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24947E	OP642401	9/12/22	10/17/22		IIb		Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
