strain_region_coarse_date	accession	date	region_coarse	strain
ANT-LDSP-ANT-MPX-24713-L_SouthAmerica_9/8/22	OP642379	9/8/22	South America	ANT-LDSP-ANT-MPX-24713-L
ANT-LDSP-ANT-MPX-23285-L_SouthAmerica_8/24/22	OP477455	8/24/22	South America	ANT-LDSP-ANT-MPX-23285-L
PrEV_case_1_WesternEurope_8/27/22	OP727821	8/27/22	Western Europe	PrEV_case_1
MPX_LaJWw4_9000332_WesternEurope_8/1/22	OP415270	8/1/22	Western Europe	MPX_LaJWw4_9000332
Monkeypox/PT0356/2022_SouthernEurope_5/23/22	OP414383	5/23/22	Southern Europe	Monkeypox/PT0356/2022
MpxV/human/USA/WA-UW-088973/2022_NorthAmerica_8/31/22	OP310065	8/31/22	North America	MpxV/human/USA/WA-UW-088973/2022
Monkeypox/PT0524/2022_SouthernEurope_8/18/22	OP555595	8/18/22	Southern Europe	Monkeypox/PT0524/2022
Monkeypox/PT0514/2022_SouthernEurope_8/16/22	OP555585	8/16/22	Southern Europe	Monkeypox/PT0514/2022
MPXV/Spain/HUNSC_ITER_0001b/2022_SouthernEurope_5/31/22	ON782055	5/31/22	Southern Europe	MPXV/Spain/HUNSC_ITER_0001b/2022
MPXV/Germany/2022/RKI045_WesternEurope_6/30/22	ON755251	6/30/22	Western Europe	MPXV/Germany/2022/RKI045
MPXV_SI2022_S4_CentralEurope_6/1/22	ON754985	6/1/22	Central Europe	MPXV_SI2022_S4
MPXV/Germany/2022/RKI079_WesternEurope_6/30/22	ON853661	6/30/22	Western Europe	MPXV/Germany/2022/RKI079
Slovenia-MPXV-26-2022_CentralEurope_7/31/22	OP605568	7/31/22	Central Europe	Slovenia-MPXV-26-2022
MPXV/Spain/HUNSC_ITER_0001a/2022_SouthernEurope_5/31/22	ON782054	5/31/22	Southern Europe	MPXV/Spain/HUNSC_ITER_0001a/2022
MPXV_SI2022_S3_CentralEurope_6/1/22	ON754984	6/1/22	Central Europe	MPXV_SI2022_S3
Monkeypox/PT0562/2022_SouthernEurope_9/1/22	OP555633	9/1/22	Southern Europe	Monkeypox/PT0562/2022
MpxV/human/USA/OH-UW-080114/2022_NorthAmerica_8/31/22	OP392532	8/31/22	North America	MpxV/human/USA/OH-UW-080114/2022
Slovenia-MPXV-22-2022_CentralEurope_7/31/22	OP605564	7/31/22	Central Europe	Slovenia-MPXV-22-2022
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022_WesternEurope_6/1/22	ON792320	6/1/22	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022
MPXV_UK_2022_9000061_WesternEurope_5/27/22	OP205067	5/27/22	Western Europe	MPXV_UK_2022_9000061
MPXV_FR_HCL0001_2022_WesternEurope_5/22/22	ON622722	5/22/22	Western Europe	MPXV_FR_HCL0001_2022
RNA_322pyq_CentralEurope_7/4/22	OX248696	7/4/22	Central Europe	RNA_322pyq
MpxV/human/USA/WA-UW-082770/2022_NorthAmerica_8/31/22	OP392540	8/31/22	North America	MpxV/human/USA/WA-UW-082770/2022
MPXV_UK_2022_9000188_WesternEurope_6/29/22	OP205133	6/29/22	Western Europe	MPXV_UK_2022_9000188
MPXV/Germany/2022/RKI288_WesternEurope_8/31/22	OP270477	8/31/22	Western Europe	MPXV/Germany/2022/RKI288
MpxV/human/USA/WA-UW-087619/2022_NorthAmerica_8/31/22	OP257262	8/31/22	North America	MpxV/human/USA/WA-UW-087619/2022
MPXV/Germany/2022/ON/RKI311_WesternEurope_8/1/22	OP355570	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI311
MPXV/Germany/2022/RKI042_WesternEurope_6/1/22	ON755248	6/1/22	Western Europe	MPXV/Germany/2022/RKI042
Slovenia-MPXV-08-2022_CentralEurope_6/1/22	OP605551	6/1/22	Central Europe	Slovenia-MPXV-08-2022
SI2022_S7_CentralEurope_6/1/22	ON838178	6/1/22	Central Europe	SI2022_S7
MPXV22/human/USA-NE-230_NorthAmerica_8/28/22	OP604566	8/28/22	North America	MPXV22/human/USA-NE-230
Slovenia-MPXV-09-2022_CentralEurope_6/1/22	OP605552	6/1/22	Central Europe	Slovenia-MPXV-09-2022
MPXV_SI2022_S5_CentralEurope_6/1/22	ON754986	6/1/22	Central Europe	MPXV_SI2022_S5
MPXV_SI2022_S1_VEROE6_CentralEurope_5/23/22	ON754987	5/23/22	Central Europe	MPXV_SI2022_S1_VEROE6
SLO_CentralEurope_5/23/22	ON609725	5/23/22	Central Europe	SLO
NJ-MPXV-046_NorthAmerica_7/22/22	OP879760	7/22/22	North America	NJ-MPXV-046
hMpxV/USA/NY-URMC-2207A101/2022_NorthAmerica_7/31/22	OP588945	7/31/22	North America	hMpxV/USA/NY-URMC-2207A101/2022
MPXV/ITM_pt_31/Belgium/27-May-2022_WesternEurope_5/27/22	ON950045	5/27/22	Western Europe	MPXV/ITM_pt_31/Belgium/27-May-2022
MPXV/ITM_pt_25/Belgium/16-Jun-2022_WesternEurope_6/16/22	OP144214	6/16/22	Western Europe	MPXV/ITM_pt_25/Belgium/16-Jun-2022
MPXV/ITM_pt_16/Belgium/10-Jun-2022_WesternEurope_6/10/22	OP144212	6/10/22	Western Europe	MPXV/ITM_pt_16/Belgium/10-Jun-2022
MPXV/Human/USA/CA-LACPHL-MA00291/2022_NorthAmerica_10/7/22	OP890549	10/7/22	North America	MPXV/Human/USA/CA-LACPHL-MA00291/2022
MPX/Human/USA/CA-LACPHL-MA00138/2022_NorthAmerica_8/8/22	OP539923	8/8/22	North America	MPX/Human/USA/CA-LACPHL-MA00138/2022
MPXV/Human/USA/CA-LACPHL-MA00345/2022_NorthAmerica_10/31/22	OP920683	10/31/22	North America	MPXV/Human/USA/CA-LACPHL-MA00345/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00280/2022_NorthAmerica_10/17/22	OP748966	10/17/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022
hMPX/USA/CA-LACPHL-MA00163/2022_NorthAmerica_9/22/22	OP580596	9/22/22	North America	hMPX/USA/CA-LACPHL-MA00163/2022
ANT-LDSP-ANT-MPX-23106-L_SouthAmerica_8/22/22	OP477448	8/22/22	South America	ANT-LDSP-ANT-MPX-23106-L
Slovenia-MPXV-28-2022_CentralEurope_7/9/22	OP605570	7/9/22	Central Europe	Slovenia-MPXV-28-2022
Slovenia-MPXV-36-2022_CentralEurope_7/31/22	OP605578	7/31/22	Central Europe	Slovenia-MPXV-36-2022
Slovenia-MPXV-44-2022_CentralEurope_8/1/22	OP605585	8/1/22	Central Europe	Slovenia-MPXV-44-2022
Slovenia-MPXV-40-2022_CentralEurope_8/1/22	OP605581	8/1/22	Central Europe	Slovenia-MPXV-40-2022
MPXV/Germany/2022/ON/RKI456_WesternEurope_9/1/22	OP615330	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI456
MpxV/human/USA/WA-UW-074932/2022_NorthAmerica_7/1/22	OP184764	7/1/22	North America	MpxV/human/USA/WA-UW-074932/2022
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022_WesternEurope_6/2/22	ON792321	6/2/22	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
MPXV/Germany/2022/RKI059_WesternEurope_6/1/22	ON813256	6/1/22	Western Europe	MPXV/Germany/2022/RKI059
MPXV/Germany/2022/RKI023_WesternEurope_5/25/22	ON694332	5/25/22	Western Europe	MPXV/Germany/2022/RKI023
Monkeypox/PT0564/2022_SouthernEurope_9/5/22	OP555635	9/5/22	Southern Europe	Monkeypox/PT0564/2022
MPXV/Germany/2022/RKI032_WesternEurope_6/1/22	ON755238	6/1/22	Western Europe	MPXV/Germany/2022/RKI032
MPXV/Germany/2022/ON/RKI303_WesternEurope_8/1/22	OP355564	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI303
MPXV/Germany/2022/RKI022_WesternEurope_5/1/22	ON694333	5/1/22	Western Europe	MPXV/Germany/2022/RKI022
MPXV_USA_2022_IL0042_NorthAmerica_6/1/22	OP303785	6/1/22	North America	MPXV_USA_2022_IL0042
MPXV/Germany/2022/ON/RKI324_WesternEurope_8/1/22	OP355580	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI324
MpxV/human/USA/WA-UW-088213/2022_NorthAmerica_8/31/22	OP310054	8/31/22	North America	MpxV/human/USA/WA-UW-088213/2022
MPXV/Germany/2022/RKI122_WesternEurope_7/1/22	ON929077	7/1/22	Western Europe	MPXV/Germany/2022/RKI122
hMpxV/UK/LMO-031a/2022_WesternEurope_7/8/22	OP390196	7/8/22	Western Europe	hMpxV/UK/LMO-031a/2022
MpxV/human/USA/WA-UW-074978/2022_NorthAmerica_7/1/22	OP434519	7/1/22	North America	MpxV/human/USA/WA-UW-074978/2022
MPXV/Germany/2022/RKI065_WesternEurope_6/1/22	ON813265	6/1/22	Western Europe	MPXV/Germany/2022/RKI065
MPXV/Germany/2022/RKI017_WesternEurope_5/1/22	ON694338	5/1/22	Western Europe	MPXV/Germany/2022/RKI017
MPXV/Germany/2022/RKI132_WesternEurope_7/1/22	ON929087	7/1/22	Western Europe	MPXV/Germany/2022/RKI132
MPXV/Germany/2022/RKI014_WesternEurope_5/1/22	ON694340	5/1/22	Western Europe	MPXV/Germany/2022/RKI014
MPXV/Germany/2022/RKI044_WesternEurope_6/1/22	ON755250	6/1/22	Western Europe	MPXV/Germany/2022/RKI044
hMPXV-IHU00002_WesternEurope_7/1/22	OP382479	7/1/22	Western Europe	hMPXV-IHU00002
MPXV/Germany/2022/RKI025_WesternEurope_5/1/22	ON694329	5/1/22	Western Europe	MPXV/Germany/2022/RKI025
hMPXV-IHU00011_WesternEurope_7/19/22	OP382488	7/19/22	Western Europe	hMPXV-IHU00011
MPXV/Germany/2022/RKI020_WesternEurope_5/25/22	ON694337	5/25/22	Western Europe	MPXV/Germany/2022/RKI020
Monkeypox/PT0392/2022_SouthernEurope_7/13/22	OP555488	7/13/22	Southern Europe	Monkeypox/PT0392/2022
MPXV/Germany/2022/ON/RKI301_WesternEurope_9/30/22	OP494257	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI301
Monkeypox/PT0592/2022_SouthernEurope_9/14/22	OP555659	9/14/22	Southern Europe	Monkeypox/PT0592/2022
MPXV/Germany/2022/RKI477_WesternEurope_7/8/22	OP626115	7/8/22	Western Europe	MPXV/Germany/2022/RKI477
Monkeypox/PT0474/2022_SouthernEurope_8/8/22	OP555553	8/8/22	Southern Europe	Monkeypox/PT0474/2022
MPXV/Germany/2022/RKI106_WesternEurope_7/31/22	ON929064	7/31/22	Western Europe	MPXV/Germany/2022/RKI106
MPXV/Germany/2022/RKI350_WesternEurope_9/1/22	OP484671	9/1/22	Western Europe	MPXV/Germany/2022/RKI350
MPXV/Germany/2022/RKI021_WesternEurope_5/26/22	ON694334	5/26/22	Western Europe	MPXV/Germany/2022/RKI021
MPXV/Germany/2022/RKI253_WesternEurope_8/31/22	OP215272	8/31/22	Western Europe	MPXV/Germany/2022/RKI253
MPX_dDDHx_9000207_WesternEurope_6/30/22	OP415188	6/30/22	Western Europe	MPX_dDDHx_9000207
MPXV/Germany/2022/RKI423_WesternEurope_9/30/22	OP594187	9/30/22	Western Europe	MPXV/Germany/2022/RKI423
MPXV/Germany/2022/RKI388_WesternEurope_9/30/22	OP523990	9/30/22	Western Europe	MPXV/Germany/2022/RKI388
MPXV/Germany/2022/RKI016_WesternEurope_5/15/22	ON694339	5/15/22	Western Europe	MPXV/Germany/2022/RKI016
MPXV/Germany/2022/RKI556_WesternEurope_6/1/22	OP764614	6/1/22	Western Europe	MPXV/Germany/2022/RKI556
hMPXV/Austria/MUW1527495/2022_WesternEurope_6/21/22	OP019276	6/21/22	Western Europe	hMPXV/Austria/MUW1527495/2022
MPXV/Germany/2022/RKI026_WesternEurope_6/1/22	ON755232	6/1/22	Western Europe	MPXV/Germany/2022/RKI026
CVR_MPXV1a_WesternEurope_5/15/22	ON808413	5/15/22	Western Europe	CVR_MPXV1a
MPXV/Germany/2022/RKI015_WesternEurope_5/15/22	ON694331	5/15/22	Western Europe	MPXV/Germany/2022/RKI015
MPXV/Germany/2022/RKI532_WesternEurope_7/31/22	OP689686	7/31/22	Western Europe	MPXV/Germany/2022/RKI532
MPXV/Germany/2022/RKI472_WesternEurope_7/1/22	OP626110	7/1/22	Western Europe	MPXV/Germany/2022/RKI472
MPXV/Germany/2022/RKI01_WesternEurope_5/15/22	ON637938	5/15/22	Western Europe	MPXV/Germany/2022/RKI01
hMpxV/UK/LMO-023a/2022_WesternEurope_6/24/22	OP390192	6/24/22	Western Europe	hMpxV/UK/LMO-023a/2022
MPXV/Germany/2022/RKI174_WesternEurope_7/1/22	OP018599	7/1/22	Western Europe	MPXV/Germany/2022/RKI174
MPXV/Germany/2022/RKI034_WesternEurope_6/21/22	ON755240	6/21/22	Western Europe	MPXV/Germany/2022/RKI034
MPXV/Germany/2022/RKI227_WesternEurope_8/1/22	OP215255	8/1/22	Western Europe	MPXV/Germany/2022/RKI227
MPXV/Germany/2022/RKI531_WesternEurope_7/17/22	OP689684	7/17/22	Western Europe	MPXV/Germany/2022/RKI531
MPXV/Germany/2022/RKI204_WesternEurope_8/31/22	OP215212	8/31/22	Western Europe	MPXV/Germany/2022/RKI204
MPX_KV9qz9_9000349_WesternEurope_8/31/22	OP415276	8/31/22	Western Europe	MPX_KV9qz9_9000349
MPX/PT0114/2022_SouthernEurope_7/15/22	OP245348	7/15/22	Southern Europe	MPX/PT0114/2022
MPX/PT0067/2022_SouthernEurope_7/26/22	OP245321	7/26/22	Southern Europe	MPX/PT0067/2022
Monkeypox/PT0494/2022_SouthernEurope_8/15/22	OP555569	8/15/22	Southern Europe	Monkeypox/PT0494/2022
Monkeypox/PT0570/2022_SouthernEurope_9/2/22	OP555641	9/2/22	Southern Europe	Monkeypox/PT0570/2022
Monkeypox/PT0556/2022_SouthernEurope_8/30/22	OP555627	8/30/22	Southern Europe	Monkeypox/PT0556/2022
MPXV/Germany/2022/RKI135_WesternEurope_7/31/22	ON929090	7/31/22	Western Europe	MPXV/Germany/2022/RKI135
MPXV_USA_2022_CA0005_NorthAmerica_6/1/22	OP185716	6/1/22	North America	MPXV_USA_2022_CA0005
MPX_fZLVcc_9000229_WesternEurope_7/1/22	OP415204	7/1/22	Western Europe	MPX_fZLVcc_9000229
MPXV/Germany/2022/RKI033_WesternEurope_6/30/22	ON755239	6/30/22	Western Europe	MPXV/Germany/2022/RKI033
MPX_CJjutN_9000198_WesternEurope_7/1/22	OP415180	7/1/22	Western Europe	MPX_CJjutN_9000198
BOL-UNIMOL-MPX-293420-L_SouthAmerica_10/27/22	OP959059	10/27/22	South America	BOL-UNIMOL-MPX-293420-L
MPXV_UK_2022_9000100_WesternEurope_6/9/22	OP205088	6/9/22	Western Europe	MPXV_UK_2022_9000100
MPXV/Germany/2022/RKI124_WesternEurope_7/1/22	ON929079	7/1/22	Western Europe	MPXV/Germany/2022/RKI124
MpxV/human/USA/WA-UW-083914/2022_NorthAmerica_8/31/22	OP310046	8/31/22	North America	MpxV/human/USA/WA-UW-083914/2022
MPXV_UK_2022_9000079_WesternEurope_6/15/22	OP205082	6/15/22	Western Europe	MPXV_UK_2022_9000079
MPXV_UK_2022_9000060_WesternEurope_6/7/22	OP331334	6/7/22	Western Europe	MPXV_UK_2022_9000060
MPXV_UK_2022_9000072_WesternEurope_6/9/22	OP205078	6/9/22	Western Europe	MPXV_UK_2022_9000072
MPX_fZLVcc_9000227_WesternEurope_7/1/22	OP415202	7/1/22	Western Europe	MPX_fZLVcc_9000227
MPXV_UK_2022_9000195_WesternEurope_7/6/22	OP205138	7/6/22	Western Europe	MPXV_UK_2022_9000195
MPXV_USA_2022_WA001_NorthAmerica_5/1/22	OP150927	5/1/22	North America	MPXV_USA_2022_WA001
MPX_gOirGi_9000215_WesternEurope_7/1/22	OP415193	7/1/22	Western Europe	MPX_gOirGi_9000215
MPXV/Germany/2022/RKI081_WesternEurope_6/1/22	ON853663	6/1/22	Western Europe	MPXV/Germany/2022/RKI081
MPXV_UK_2022_9000149_WesternEurope_6/14/22	OP205112	6/14/22	Western Europe	MPXV_UK_2022_9000149
MPXV/Germany/2022/RKI380_WesternEurope_9/1/22	OP523982	9/1/22	Western Europe	MPXV/Germany/2022/RKI380
MPXV/Germany/2022/RKI347_WesternEurope_9/1/22	OP484668	9/1/22	Western Europe	MPXV/Germany/2022/RKI347
MPXV/Germany/2022/RKI153_WesternEurope_7/14/22	ON959167	7/14/22	Western Europe	MPXV/Germany/2022/RKI153
MPXV/Germany/2022/RKI343_WesternEurope_9/1/22	OP484665	9/1/22	Western Europe	MPXV/Germany/2022/RKI343
MPXV/Germany/2022/RKI119_WesternEurope_7/1/22	ON929074	7/1/22	Western Europe	MPXV/Germany/2022/RKI119
MPXV_UK_2022_9000101_WesternEurope_6/9/22	OP205089	6/9/22	Western Europe	MPXV_UK_2022_9000101
hMpxV/UK/LMO-038a/2022_WesternEurope_7/16/22	OP390201	7/16/22	Western Europe	hMpxV/UK/LMO-038a/2022
Monkeypox/PT0478/2022_SouthernEurope_8/8/22	OP555557	8/8/22	Southern Europe	Monkeypox/PT0478/2022
MPXV/Germany/2022/RKI166_WesternEurope_7/31/22	OP018592	7/31/22	Western Europe	MPXV/Germany/2022/RKI166
MPXV/Germany/2022/RKI580_WesternEurope_6/30/22	OP837342	6/30/22	Western Europe	MPXV/Germany/2022/RKI580
MpxV/human/CAN/UN-NML-4117/2022_NorthAmerica_6/28/22	OP279039	6/28/22	North America	MpxV/human/CAN/UN-NML-4117/2022
MPXV/Germany/2022/RKI568_WesternEurope_6/30/22	OP764626	6/30/22	Western Europe	MPXV/Germany/2022/RKI568
MPXV_UK_2022_9000099_WesternEurope_6/9/22	OP205087	6/9/22	Western Europe	MPXV_UK_2022_9000099
MPXV_UK_2022_9000076_WesternEurope_6/9/22	OP205080	6/9/22	Western Europe	MPXV_UK_2022_9000076
MPXV_UK_2022_9000066_WesternEurope_6/7/22	OP205072	6/7/22	Western Europe	MPXV_UK_2022_9000066
MPXV_USA_2022_FL0027_NorthAmerica_9/30/22	OP881946	9/30/22	North America	MPXV_USA_2022_FL0027
MPXV-USA-IL-IDPH-018_NorthAmerica_7/7/22	OP536679	7/7/22	North America	MPXV-USA-IL-IDPH-018
MPXV/Germany/2022/ON/RKI312_WesternEurope_9/30/22	OP494262	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI312
MPXV_USA_2022_LA0002_NorthAmerica_9/1/22	OP881947	9/1/22	North America	MPXV_USA_2022_LA0002
MPXV/Human/USA/CA-LACPHL-MA00342/2022_NorthAmerica_10/26/22	OP920680	10/26/22	North America	MPXV/Human/USA/CA-LACPHL-MA00342/2022
hMPXV/USA/NC-UNC-0018/2022_NorthAmerica_8/28/22	OP480417	8/28/22	North America	hMPXV/USA/NC-UNC-0018/2022
MPXV_UK_2022_9000092_WesternEurope_5/25/22	OP205083	5/25/22	Western Europe	MPXV_UK_2022_9000092
MpxV/human/USA/WA-UW-092798/2022_NorthAmerica_9/1/22	OP743967	9/1/22	North America	MpxV/human/USA/WA-UW-092798/2022
hMPX/USA/CA-LACPHL-MA00164/2022_NorthAmerica_9/22/22	OP580597	9/22/22	North America	hMPX/USA/CA-LACPHL-MA00164/2022
hMPX/Human/USA/CA-LACPHL-MA00041/2022_NorthAmerica_7/21/22	OP440534	7/21/22	North America	hMPX/Human/USA/CA-LACPHL-MA00041/2022
NJ-MPXV-019-rep2_NorthAmerica_7/1/22	OP879737	7/1/22	North America	NJ-MPXV-019-rep2
MPX/Human/USA/CA-LACPHL-MA00132/2022_NorthAmerica_9/9/22	OP539917	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00132/2022
MPXV/Human/USA/CA-LACPHL-MA00356/2022_NorthAmerica_10/14/22	OP920694	10/14/22	North America	MPXV/Human/USA/CA-LACPHL-MA00356/2022
MPXV_UK_2022_9000097_WesternEurope_6/6/22	OP205086	6/6/22	Western Europe	MPXV_UK_2022_9000097
MPXV_USA_2022_TX0024_NorthAmerica_8/1/22	OP687947	8/1/22	North America	MPXV_USA_2022_TX0024
Slovenia-MPXV-42-2022_CentralEurope_8/31/22	OP605583	8/31/22	Central Europe	Slovenia-MPXV-42-2022
MPX_L6rBi6_9000265_WesternEurope_8/31/22	OP415234	8/31/22	Western Europe	MPX_L6rBi6_9000265
MPX_eobXCZ_9000296_WesternEurope_8/31/22	OP415251	8/31/22	Western Europe	MPX_eobXCZ_9000296
MPXV_USA_2022_TX0031_NorthAmerica_9/6/22	OP881953	9/6/22	North America	MPXV_USA_2022_TX0031
MPXV/Human/USA/CA-LACPHL-MA00295/2022_NorthAmerica_11/1/22	OP890528	11/1/22	North America	MPXV/Human/USA/CA-LACPHL-MA00295/2022
MPX/Human/USA/CA-LACPHL-MA00130/2022_NorthAmerica_9/9/22	OP539915	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00130/2022
MPX/Human/USA/CA-LACPHL-MA00127/2022_NorthAmerica_9/9/22	OP539912	9/9/22	North America	MPX/Human/USA/CA-LACPHL-MA00127/2022
MpxV/human/USA/WA-UW-102951/2022_NorthAmerica_10/2/22	OP743995	10/2/22	North America	MpxV/human/USA/WA-UW-102951/2022
MpxV/human/USA/WA-UW-108943/2022_NorthAmerica_10/2/22	OP743999	10/2/22	North America	MpxV/human/USA/WA-UW-108943/2022
MpxV/human/USA/WA-UW-108647/2022_NorthAmerica_10/2/22	OP743996	10/2/22	North America	MpxV/human/USA/WA-UW-108647/2022
MPXV_USA_2022_NY0027_NorthAmerica_9/30/22	OQ054228	9/30/22	North America	MPXV_USA_2022_NY0027
hMPXV/USA/NC-UNC-0005/2022_NorthAmerica_8/2/22	OP480406	8/2/22	North America	hMPXV/USA/NC-UNC-0005/2022
MPX_UBm6ar_9000259_WesternEurope_8/1/22	OP415228	8/1/22	Western Europe	MPX_UBm6ar_9000259
hMPX/Human/USA/CA-LACPHL-MA00058/2022_NorthAmerica_7/26/22	OP440554	7/26/22	North America	hMPX/Human/USA/CA-LACPHL-MA00058/2022
MPXV/Germany/2022/ON/RKI315_WesternEurope_8/1/22	OP355573	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI315
MPXV-USA-IL-IDPH-074_NorthAmerica_7/1/22	OP536735	7/1/22	North America	MPXV-USA-IL-IDPH-074
MPXV_UK_2022_9000067_WesternEurope_6/8/22	OP205073	6/8/22	Western Europe	MPXV_UK_2022_9000067
BOL-UNIMOL-MPX-293428-L_SouthAmerica_10/29/22	OP959060	10/29/22	South America	BOL-UNIMOL-MPX-293428-L
BOL-UNIMOL-MPX-293419-L_SouthAmerica_10/27/22	OP959058	10/27/22	South America	BOL-UNIMOL-MPX-293419-L
MPXV/Germany/2022/RKI632_WesternEurope_11/30/22	OQ159027	11/30/22	Western Europe	MPXV/Germany/2022/RKI632
BOL-UNIMOL-MPX-293613-L_SouthAmerica_10/11/22	OP959061	10/11/22	South America	BOL-UNIMOL-MPX-293613-L
MPXV/Human/USA/CA-LACPHL-MA00303/2022_NorthAmerica_9/29/22	OP890537	9/29/22	North America	MPXV/Human/USA/CA-LACPHL-MA00303/2022
Monkeypox/PT0554/2022_SouthernEurope_8/30/22	OP555625	8/30/22	Southern Europe	Monkeypox/PT0554/2022
MPXV_USA_2022_GA0006_NorthAmerica_6/24/22	OP378694	6/24/22	North America	MPXV_USA_2022_GA0006
MPXV22/human/USA-OK-270_NorthAmerica_9/6/22	OP650030	9/6/22	North America	MPXV22/human/USA-OK-270
B1221119_NorthAmerica_11/8/22	OP935996	11/8/22	North America	B1221119
B1221120_NorthAmerica_11/9/22	OP935997	11/9/22	North America	B1221120
MPXV22/human/USA-OK-277_NorthAmerica_9/7/22	OP650032	9/7/22	North America	MPXV22/human/USA-OK-277
MPXV/Human/USA/CA-LACPHL-MA00288/2022_NorthAmerica_10/4/22	OP890546	10/4/22	North America	MPXV/Human/USA/CA-LACPHL-MA00288/2022
MPXV/Human/USA/CA-LACPHL-MA00290/2022_NorthAmerica_10/2/22	OP890548	10/2/22	North America	MPXV/Human/USA/CA-LACPHL-MA00290/2022
