strain_region_coarse_date	accession	date	region_coarse	country	strain
MpxV/human/CAN/UN-NML-4038/2022_NorthAmerica_2022-07-07	OP270028	2022-07-07	North America	Canada	MpxV/human/CAN/UN-NML-4038/2022
MPXV_USA_2022_IL0029_NorthAmerica_2022-09-01	OQ054223	2022-09-01	North America	USA	MPXV_USA_2022_IL0029
NJ-MPXV-048_NorthAmerica_2022-07-22	OP879762	2022-07-22	North America	USA	NJ-MPXV-048
RNA_4aap5v_CentralEurope_2022-08-09	OX297403	2022-08-09	Central Europe	Slovakia	RNA_4aap5v
RNA_pmik6r_CentralEurope_2022-07-20	OX261749	2022-07-20	Central Europe	Slovakia	RNA_pmik6r
Monkeypox/PT0388/2022_SouthernEurope_2022-07-12	OP555484	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0388/2022
MPX/PT0120/2022_SouthernEurope_2022-07-13	OP245353	2022-07-13	Southern Europe	Portugal	MPX/PT0120/2022
hMPX/Human/USA/CA-LACPHL-MA00031/2022_NorthAmerica_2022-07-26	OP440540	2022-07-26	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00031/2022
hMPX/Human/USA/CA-LACPHL-MA00030/2022_NorthAmerica_2022-07-26	OP440539	2022-07-26	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00030/2022
MPXV/Germany/2022/RKI329_WesternEurope_2022-09-01	OP373387	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI329
MPXV/Germany/2022/RKI231_WesternEurope_2022-08-01	OP215222	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI231
hMPX/USA/CA-LACPHL-MA00180/2022_NorthAmerica_2022-09-21	OP580613	2022-09-21	North America	USA	hMPX/USA/CA-LACPHL-MA00180/2022
hMPXV/USA/NC-UNC-0015/2022_NorthAmerica_2022-08-22	OP480415	2022-08-22	North America	USA	hMPXV/USA/NC-UNC-0015/2022
MPXV/Germany/2022/RKI517_WesternEurope_2022-06-24	OP689670	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI517
MPXV/Germany/2022/RKI516_WesternEurope_2022-06-24	OP689669	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI516
Monkeypox/PT0323/2022_SouthernEurope_2022-06-04	OP414355	2022-06-04	Southern Europe	Portugal	Monkeypox/PT0323/2022
Monkeypox/PT0290/2022_SouthernEurope_2022-06-14	OP414325	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0290/2022
MPXV/Germany/2022/RKI592_WesternEurope_2022-10-01	OP837354	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI592
MPXV/Germany/2022/RKI571_WesternEurope_2022-10-01	OP764629	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI571
MPXV/Germany/2022/RKI100_WesternEurope_2022-06-24	ON853678	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI100
MPXV/Germany/2022/RKI029_WesternEurope_2022-06-24	ON755235	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI029
Monkeypox/PT0303/2022_SouthernEurope_2022-06-07	OP414337	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0303/2022
MPXV/Germany/2022/RKI218_WesternEurope_2022-08-01	OP215217	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI218
MPXV/Germany/2022/ON/RKI643_WesternEurope_2022-08-23	OQ159038	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/ON/RKI643
MPXV/Germany/2022/RKI365_WesternEurope_2022-09-01	OP484686	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI365
Monkeypox/PT0374/2022_SouthernEurope_2022-07-07	OP555470	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0374/2022
Monkeypox/PT0265/2022_SouthernEurope_2022-06-17	OP414305	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0265/2022
Monkeypox/PT0499/2022_SouthernEurope_2022-08-12	OP555573	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0499/2022
MPX_Qjmiyl_9000330_WesternEurope_2022-08-01	OP415268	2022-08-01	Western Europe	United Kingdom	MPX_Qjmiyl_9000330
Monkeypox/PT0194/2022_SouthernEurope_2022-06-27	OP324507	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0194/2022
Monkeypox/PT0201/2022_SouthernEurope_2022-06-27	OP324512	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0201/2022
MpxV/human/USA/WA-UW-074224/2022_NorthAmerica_2022-07-15	OP169340	2022-07-15	North America	USA	MpxV/human/USA/WA-UW-074224/2022
MPXV/Germany/2022/RKI101_WesternEurope_2022-06-21	ON853682	2022-06-21	Western Europe	Germany	MPXV/Germany/2022/RKI101
hMPXV-IHU00001_WesternEurope_2022-06-13	OP382478	2022-06-13	Western Europe	France	hMPXV-IHU00001
hMpxV/USA/ID-IBL-842580/2022_NorthAmerica_2022-08-03	OP381206	2022-08-03	North America	USA	hMpxV/USA/ID-IBL-842580/2022
hMpxV/USA/CA-CDPH-1000072/2022_NorthAmerica_2022-07-12	OQ121026	2022-07-12	North America	USA	hMpxV/USA/CA-CDPH-1000072/2022
MpxV/human/USA/Unknown-UW-102378/2022_NorthAmerica_2022-10-01	OP743998	2022-10-01	North America	USA	MpxV/human/USA/Unknown-UW-102378/2022
MPXV/Germany/2022/RKI150_WesternEurope_2022-07-01	ON959164	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI150
MPXV/Germany/2022/RKI098_WesternEurope_2022-06-30	ON853676	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI098
Monkeypox/PT0421/2022_SouthernEurope_2022-07-28	OP555511	2022-07-28	Southern Europe	Portugal	Monkeypox/PT0421/2022
MPX/PT0053/2022_SouthernEurope_2022-08-01	OP245310	2022-08-01	Southern Europe	Portugal	MPX/PT0053/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00387/2022_NorthAmerica_2022-12-05	OQ330979	2022-12-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00387/2022
MPX/Human/USA/CA-LACPHL-MA00113/2022_NorthAmerica_2022-08-30	OP539898	2022-08-30	North America	USA	MPX/Human/USA/CA-LACPHL-MA00113/2022
Monkeypox/PT0358/2022_SouthernEurope_2022-06-21	OP414385	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0358/2022
Monkeypox/PT0248/2022_SouthernEurope_2022-06-20	OP414289	2022-06-20	Southern Europe	Portugal	Monkeypox/PT0248/2022
MPX/Human/USA/CA-LACPHL-MA00114/2022_NorthAmerica_2022-08-30	OP539899	2022-08-30	North America	USA	MPX/Human/USA/CA-LACPHL-MA00114/2022
hMPX/Human/USA/CA-LACPHL-MA00090/2022_NorthAmerica_2022-07-29	OP442569	2022-07-29	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00090/2022
MPXV_UK_2022_9000137_WesternEurope_2022-07-07	OP205102	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000137
MPXV/Germany/2022/RKI401_WesternEurope_2022-09-30	OP524002	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI401
MPXV_USA_2022_CA0044_NorthAmerica_2022-06-20	OP451015	2022-06-20	North America	USA	MPXV_USA_2022_CA0044
MPXV/Germany/2022/RKI528_WesternEurope_2022-07-25	OP689681	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI528
MPXV/Germany/2022/RKI194_WesternEurope_2022-08-01	OP215236	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI194
MpxV/human/CAN/UN-NML-3611/2022_NorthAmerica_2022-06-09	OP013011	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3611/2022
MpxV/human/CAN/UN-NML-3518/2022_NorthAmerica_2022-06-07	OP013004	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3518/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10007/2022_NorthAmerica_2022-09-08	OP820456	2022-09-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10007/2022
MpxV/human/USA/OH-UW-074058/2022_NorthAmerica_2022-07-31	OP169338	2022-07-31	North America	USA	MpxV/human/USA/OH-UW-074058/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00378/2022_NorthAmerica_2022-10-11	OQ330983	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00378/2022
MPXV/Human/USA/CA-LACPHL-MA00358/2022_NorthAmerica_2022-11-05	OP920696	2022-11-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00358/2022
MPXV/Human/USA/CA-LACPHL-MA00307/2022_NorthAmerica_2022-09-28	OP890541	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00307/2022
MPXV/Human/USA/CA-LACPHL-MA00301/2022_NorthAmerica_2022-09-27	OP890535	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00301/2022
MPXV/Human/USA/CA-LACPHL-MA00287/2022_NorthAmerica_2022-10-04	OP890545	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00287/2022
MPX_Mfh7qh_9000333_WesternEurope_2022-08-15	OP415271	2022-08-15	Western Europe	United Kingdom	MPX_Mfh7qh_9000333
MPXV/Germany/2022/RKI390_WesternEurope_2022-09-01	OP523992	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI390
MPXV/Germany/2022/RKI210_WesternEurope_2022-08-01	OP215246	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI210
LBMB-UTP_MP-009_TOL_SouthAmerica_2022-09-13	OQ148466	2022-09-13	South America	Colombia	LBMB-UTP_MP-009_TOL
MpxV/human/CAN/UN-NML-3273/2022_NorthAmerica_2022-05-31	ON880537	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3273/2022
hMPXV/Austria/MUW1540386/2022_WesternEurope_2022-08-08	OP422343	2022-08-08	Western Europe	Austria	hMPXV/Austria/MUW1540386/2022
hMPXV/Austria/MUW1533948/2022_WesternEurope_2022-07-13	OP422340	2022-07-13	Western Europe	Austria	hMPXV/Austria/MUW1533948/2022
MPXV_UK_2022_9000191_WesternEurope_2022-07-04	OP205136	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000191
MPX_wQMHV0_9000204_WesternEurope_2022-07-01	OP415185	2022-07-01	Western Europe	United Kingdom	MPX_wQMHV0_9000204
Monkeypox/PT0188/2022_SouthernEurope_2022-06-28	OP324502	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0188/2022
MPXV/Germany/2022/RKI389_WesternEurope_2022-09-01	OP523991	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI389
MPXV/Germany/2022/RKI207_WesternEurope_2022-08-01	OP215244	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI207
MPXV/Germany/2022/RKI171_WesternEurope_2022-07-31	OP018596	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI171
MPXV/Germany/2022/RKI432_WesternEurope_2022-09-01	OP594196	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI432
MPXV/Germany/2022/RKI433_WesternEurope_2022-09-01	OP594197	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI433
MPXV/Germany/2022/RKI267_WesternEurope_2022-08-25	OP215286	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI267
MPXV/Human/USA/CA-LACPHL-MA00354/2022_NorthAmerica_2022-10-16	OP920692	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00354/2022
MPXV/Germany/2022/ON/RKI411_WesternEurope_2022-09-01	OP588274	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI411
MPXV/Germany/2022/ON/RKI376_WesternEurope_2022-09-01	OP494259	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI376
MPXV_USA_2022_CA0035_NorthAmerica_2022-06-24	OP604533	2022-06-24	North America	USA	MPXV_USA_2022_CA0035
MPXV/Germany/2022/RKI294_WesternEurope_2022-08-24	OP339851	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI294
MPXV/Germany/2022/RKI295_WesternEurope_2022-08-24	OP339852	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI295
Monkeypox/PT0553/2022_SouthernEurope_2022-08-26	OP555624	2022-08-26	Southern Europe	Portugal	Monkeypox/PT0553/2022
Monkeypox/PT0555/2022_SouthernEurope_2022-08-29	OP555626	2022-08-29	Southern Europe	Portugal	Monkeypox/PT0555/2022
Monkeypox/PT0545/2022_SouthernEurope_2022-08-26	OP555616	2022-08-26	Southern Europe	Portugal	Monkeypox/PT0545/2022
MPX_jW1uT9_9000283_WesternEurope_2022-08-01	OP415245	2022-08-01	Western Europe	United Kingdom	MPX_jW1uT9_9000283
MPXV_UK_2022_9000108_WesternEurope_2022-06-14	OP205096	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000108
MPXV_UK_2022_9000104_WesternEurope_2022-06-12	OP205092	2022-06-12	Western Europe	United Kingdom	MPXV_UK_2022_9000104
MPX/Human/USA/CA-LACPHL-MA00145/2022_NorthAmerica_2022-08-30	OP539930	2022-08-30	North America	USA	MPX/Human/USA/CA-LACPHL-MA00145/2022
MPX_Fap1fz_9000235_WesternEurope_2022-07-24	OP415209	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000235
MPX_Fap1fz_9000234_WesternEurope_2022-07-24	OP415208	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000234
MPX/UZ_REGA_2/Belgium/2022_WesternEurope_2022-05-22	ON622713	2022-05-22	Western Europe	Belgium	MPX/UZ_REGA_2/Belgium/2022
MPXV/Germany/2022/ON/RKI649_WesternEurope_2022-08-24	OQ159044	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI649
MPXV/Germany/2022/RKI369_WesternEurope_2022-09-03	OP484690	2022-09-03	Western Europe	Germany	MPXV/Germany/2022/RKI369
Monkeypox/PT0593/2022_SouthernEurope_2022-09-14	OP555660	2022-09-14	Southern Europe	Portugal	Monkeypox/PT0593/2022
MPXV/Germany/2022/ON/RKI308_WesternEurope_2022-09-10	OP494260	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/ON/RKI308
MPXV/Germany/2022/RKI367_WesternEurope_2022-09-30	OP484688	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI367
MPXV/Germany/2022/RKI299_WesternEurope_2022-08-24	OP339856	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI299
MPXV/Germany/2022/ON/RKI447_WesternEurope_2022-09-01	OP615323	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI447
MPXV/Germany/2022/RKI334_WesternEurope_2022-09-01	OP373392	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI334
Monkeypox/PT0243/2022_SouthernEurope_2022-06-21	OP414287	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0243/2022
Monkeypox/PT0338/2022_SouthernEurope_2022-05-26	OP414367	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0338/2022
Monkeypox/PT0314/2022_SouthernEurope_2022-06-05	OP414347	2022-06-05	Southern Europe	Portugal	Monkeypox/PT0314/2022
MPXV/Germany/2022/RKI224_WesternEurope_2022-08-01	OP215220	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI224
Monkeypox/PT0375/2022_SouthernEurope_2022-07-06	OP555471	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0375/2022
Monkeypox/PT0143/2022_SouthernEurope_2022-07-07	OP324462	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0143/2022
MPX_KMgssq_9000236_WesternEurope_2022-07-23	OP415210	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000236
MPX_KMgssq_9000237_WesternEurope_2022-07-23	OP415211	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000237
MpxV/human/USA/WA-UW-085326/2022_NorthAmerica_2022-08-19	OP743960	2022-08-19	North America	USA	MpxV/human/USA/WA-UW-085326/2022
MpxV/human/USA/WA-UW-088325/2022_NorthAmerica_2022-08-01	OP392552	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088325/2022
MpxV/human/USA/WA-UW-083083/2022_NorthAmerica_2022-08-18	OP328308	2022-08-18	North America	USA	MpxV/human/USA/WA-UW-083083/2022
MPXV/Germany/2022/RKI499_WesternEurope_2022-09-11	OP626138	2022-09-11	Western Europe	Germany	MPXV/Germany/2022/RKI499
MPXV/Germany/2022/ON/RKI450_WesternEurope_2022-09-12	OP615327	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/ON/RKI450
MPXV/Germany/2022/ON/RKI316_WesternEurope_2022-09-12	OP494263	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/ON/RKI316
Monkeypox/PT0278/2022_SouthernEurope_2022-06-14	OP414318	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0278/2022
Monkeypox/PT0257/2022_SouthernEurope_2022-06-18	OP414298	2022-06-18	Southern Europe	Portugal	Monkeypox/PT0257/2022
Monkeypox/PT0220/2022_SouthernEurope_2022-06-23	OP324530	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0220/2022
MPXV_UK_2022_9000157_WesternEurope_2022-07-07	OP205115	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000157
Monkeypox/PT0414/2022_SouthernEurope_2022-07-26	OP555507	2022-07-26	Southern Europe	Portugal	Monkeypox/PT0414/2022
hMpxV/UK/LMO-040a/2022_WesternEurope_2022-07-17	OP390202	2022-07-17	Western Europe	United Kingdom	hMpxV/UK/LMO-040a/2022
MPXV-USA-IL-IDPH-009_NorthAmerica_2022-07-05	OP536670	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-009
MPXV-USA-IL-IDPH-061_NorthAmerica_2022-06-24	OP536722	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-061
MPXV-USA-IL-IDPH-023_NorthAmerica_2022-06-02	OP536684	2022-06-02	North America	USA	MPXV-USA-IL-IDPH-023
MPXV/Germany/2022/RKI056_WesternEurope_2022-06-25	ON813260	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI056
MPXV_UK_2022_9000167_WesternEurope_2022-06-30	OP205123	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000167
MPXV/Germany/2022/RKI037_WesternEurope_2022-06-25	ON755243	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI037
MPXV/Germany/2022/RKI536_WesternEurope_2022-06-30	OP715816	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI536
MPXV/Germany/2022/RKI383_WesternEurope_2022-09-01	OP523985	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI383
MPXV/Germany/2022/RKI131_WesternEurope_2022-07-01	ON929086	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI131
Monkeypox/PT0529/2022_SouthernEurope_2022-08-22	OP555600	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0529/2022
DC_INS_MPX_1011_L_SouthAmerica_2022-09-20	OP837478	2022-09-20	South America	Colombia	DC_INS_MPX_1011_L
INS-MPXV-0016-H1_SouthAmerica_2022-07-29	OP295383	2022-07-29	South America	Colombia	INS-MPXV-0016-H1
MPXV/Germany/2022/RKI430_WesternEurope_2022-09-01	OP594194	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI430
MPXV/Germany/2022/RKI431_WesternEurope_2022-09-01	OP594195	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI431
MPXV/Germany/2022/RKI263_WesternEurope_2022-08-25	OP215282	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI263
Monkeypox/PT0563/2022_SouthernEurope_2022-09-05	OP555634	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0563/2022
Monkeypox/PT0576/2022_SouthernEurope_2022-09-05	OP555647	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0576/2022
Monkeypox/PT0519/2022_SouthernEurope_2022-08-17	OP555590	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0519/2022
MPXV_UK_2022_9000107_WesternEurope_2022-06-13	OP205095	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000107
Monkeypox/PT0402/2022_SouthernEurope_2022-07-19	OP555498	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0402/2022
MPXV_UK_2022_3_WesternEurope_2022-05-31	ON619837	2022-05-31	Western Europe	United Kingdom	MPXV_UK_2022_3
MPXV_USA_2022_MN0004_NorthAmerica_2022-07-01	OP603004	2022-07-01	North America	USA	MPXV_USA_2022_MN0004
MN-MDH-MPXV_0010_NorthAmerica_2022-07-12	OP597784	2022-07-12	North America	USA	MN-MDH-MPXV_0010
MN-MDH-MPXV_0006_NorthAmerica_2022-06-29	OP597780	2022-06-29	North America	USA	MN-MDH-MPXV_0006
hMPX/Human/USA/CA-LACPHL-MA00018/2022_NorthAmerica_2022-07-27	OP440587	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00018/2022
Monkeypox/PT0363/2022_SouthernEurope_2022-06-27	OP414386	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0363/2022
Monkeypox/PT0281/2022_SouthernEurope_2022-06-09	OP414320	2022-06-09	Southern Europe	Portugal	Monkeypox/PT0281/2022
Monkeypox/PT0280/2022_SouthernEurope_2022-06-14	OP414319	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0280/2022
MPX_YhLyQX_9000266_WesternEurope_2022-08-01	OP415235	2022-08-01	Western Europe	United Kingdom	MPX_YhLyQX_9000266
MPXV/Germany/2022/RKI355_WesternEurope_2022-09-01	OP484676	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI355
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00392/2022_NorthAmerica_2022-12-06	OQ331003	2022-12-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022
MPXV/Germany/2022/RKI533_WesternEurope_2022-07-25	OP689685	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI533
Monkeypox/PT0347/2022_SouthernEurope_2022-05-26	OP414376	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0347/2022
hMpxV/UK/LMO-031a/2022_WesternEurope_2022-07-08	OP390196	2022-07-08	Western Europe	United Kingdom	hMpxV/UK/LMO-031a/2022
hMpxV/UK/LMO-004a/2022_WesternEurope_2022-06-20	OP390186	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-004a/2022
hMpxV/UK/LMO-007a/2022_WesternEurope_2022-06-20	OP390188	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-007a/2022
Monkeypox/PT0044/2022_SouthernEurope_2022-05-30	ON843182	2022-05-30	Southern Europe	Portugal	Monkeypox/PT0044/2022
Monkeypox/PT0275/2022_SouthernEurope_2022-06-14	OP414315	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0275/2022
Monkeypox/PT0253/2022_SouthernEurope_2022-06-21	OP414294	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0253/2022
Monkeypox/PT0252/2022_SouthernEurope_2022-06-21	OP414293	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0252/2022
Monkeypox/PT0228/2022_SouthernEurope_2022-06-22	OP324537	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0228/2022
Monkeypox/PT0226/2022_SouthernEurope_2022-06-22	OP324536	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0226/2022
Monkeypox/PT0544/2022_SouthernEurope_2022-08-25	OP555615	2022-08-25	Southern Europe	Portugal	Monkeypox/PT0544/2022
Monkeypox/PT0458/2022_SouthernEurope_2022-08-04	OP555539	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0458/2022
MPXV-USA-IL-IDPH-034_NorthAmerica_2022-06-16	OP536695	2022-06-16	North America	USA	MPXV-USA-IL-IDPH-034
MPXV-USA-IL-IDPH-078_NorthAmerica_2022-06-30	OP536739	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-078
MPXV-USA-IL-IDPH-081_NorthAmerica_2022-07-02	OP536742	2022-07-02	North America	USA	MPXV-USA-IL-IDPH-081
MPXV-USA-IL-IDPH-080_NorthAmerica_2022-07-01	OP536741	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-080
MPX_QfgFmq_9000359_WesternEurope_2022-08-25	OP415283	2022-08-25	Western Europe	United Kingdom	MPX_QfgFmq_9000359
MPX_vBjMTK_9000255_WesternEurope_2022-08-31	OP415225	2022-08-31	Western Europe	United Kingdom	MPX_vBjMTK_9000255
Monkeypox/PT0296/2022_SouthernEurope_2022-06-08	OP414330	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0296/2022
MPXV/Germany/2022/RKI151_WesternEurope_2022-07-01	ON959165	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI151
MPXV/Germany/2022/RKI578_WesternEurope_2022-06-09	OP837340	2022-06-09	Western Europe	Germany	MPXV/Germany/2022/RKI578
MPXV/Germany/2022/RKI579_WesternEurope_2022-06-01	OP837341	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI579
MPXV/Germany/2022/RKI296_WesternEurope_2022-08-31	OP339853	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI296
MPXV/Germany/2022/RKI256_WesternEurope_2022-08-01	OP215275	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI256
MPXV/Germany/2022/ON/RKI601_WesternEurope_2022-08-01	OP863251	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI601
MPXV/Germany/2022/ON/RKI602_WesternEurope_2022-08-01	OP863252	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI602
MPXV/Germany/2022/RKI338_WesternEurope_2022-07-01	OP696841	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI338
MpxV/human/CAN/UN-NML-2883/2022_NorthAmerica_2022-05-20	ON803431	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2883/2022
MPXV_USA_2022_FL0021_NorthAmerica_2022-06-01	OP604530	2022-06-01	North America	USA	MPXV_USA_2022_FL0021
MpxV/human/CAN/UN-NML-2884/2022_NorthAmerica_2022-05-20	ON803432	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2884/2022
MPXV/Germany/2022/ON/RKI657_WesternEurope_2022-08-01	OQ159052	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI657
MPXV/Germany/2022/ON/RKI656_WesternEurope_2022-08-01	OQ159051	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI656
MPXV_USA_2022_CA007_NorthAmerica_2022-06-01	OP150923	2022-06-01	North America	USA	MPXV_USA_2022_CA007
MPXV_USA_2022_CA002_NorthAmerica_2022-05-31	ON954773	2022-05-31	North America	USA	MPXV_USA_2022_CA002
MPXV_USA_2022_NC0012_NorthAmerica_2022-09-22	OQ054227	2022-09-22	North America	USA	MPXV_USA_2022_NC0012
B1118395_NorthAmerica_2022-09-03	OP751214	2022-09-03	North America	USA	B1118395
B1118436_NorthAmerica_2022-10-02	OP935995	2022-10-02	North America	USA	B1118436
B1118394_NorthAmerica_2022-09-04	OP751215	2022-09-04	North America	USA	B1118394
MPXV_USA_2022_CO0002_NorthAmerica_2022-05-29	OP185715	2022-05-29	North America	USA	MPXV_USA_2022_CO0002
hMpxV/USA/CA-CDPH-1000064/2022_NorthAmerica_2022-07-25	OQ121018	2022-07-25	North America	USA	hMpxV/USA/CA-CDPH-1000064/2022
MPX/Human/USA/CA-LACPHL-MA00118/2022_NorthAmerica_2022-08-29	OP539903	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00118/2022
