strain_region_coarse_date	accession	date	region_coarse	country	strain
MPXV_SI2022_S3_CentralEurope_2022-06-01	ON754984	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S3
Monkeypox/PT0518/2022_SouthernEurope_2022-08-17	OP555589	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0518/2022
MPXV_UK_2022_9000188_WesternEurope_2022-06-29	OP205133	2022-06-29	Western Europe	United Kingdom	MPXV_UK_2022_9000188
MPXV_UK_2022_9000061_WesternEurope_2022-05-27	OP205067	2022-05-27	Western Europe	United Kingdom	MPXV_UK_2022_9000061
MpxV/human/USA/WA-UW-080834/2022_NorthAmerica_2022-08-01	OP392537	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-080834/2022
MPXV_FR_HCL0001_2022_WesternEurope_2022-05-22	ON622722	2022-05-22	Western Europe	France	MPXV_FR_HCL0001_2022
MPXV/Germany/2022/ON/RKI311_WesternEurope_2022-08-01	OP355570	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI311
MPXV/Germany/2022/RKI079_WesternEurope_2022-06-12	ON853661	2022-06-12	Western Europe	Germany	MPXV/Germany/2022/RKI079
Monkeypox/PT0488/2022_SouthernEurope_2022-08-11	OP555564	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0488/2022
MPXV_USA_2022_IA0002_NorthAmerica_2022-09-01	OQ054221	2022-09-01	North America	USA	MPXV_USA_2022_IA0002
MPXV/Germany/2022/ON/RKI670_WesternEurope_2022-05-18	OQ274889	2022-05-18	Western Europe	Germany	MPXV/Germany/2022/ON/RKI670
MPXV_USA_2022_IL0030_NorthAmerica_2022-09-01	OQ054224	2022-09-01	North America	USA	MPXV_USA_2022_IL0030
MPXV/Germany/2022/ON/RKI451_WesternEurope_2022-09-01	OP615322	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI451
Monkeypox/PT0525/2022_SouthernEurope_2022-08-18	OP555596	2022-08-18	Southern Europe	Portugal	Monkeypox/PT0525/2022
hMpxV/UK/LMO-043a/2022_WesternEurope_2022-07-20	OP390204	2022-07-20	Western Europe	United Kingdom	hMpxV/UK/LMO-043a/2022
MPXV/Germany/2022/ON/RKI658_WesternEurope_2022-08-31	OQ159053	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/ON/RKI658
NJ-MPXV-001_NorthAmerica_2022-07-26	OP879722	2022-07-26	North America	USA	NJ-MPXV-001
SI2022_S7_CentralEurope_2022-06-01	ON838178	2022-06-01	Central Europe	Slovenia	SI2022_S7
MPXV22/human/USA-NE-230_NorthAmerica_2022-08-28	OP604566	2022-08-28	North America	USA	MPXV22/human/USA-NE-230
MPXV22/human/USA-NE-181_NorthAmerica_2022-08-17	OP431828	2022-08-17	North America	USA	MPXV22/human/USA-NE-181
Slovenia-MPXV-09-2022_CentralEurope_2022-06-01	OP605552	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-09-2022
MpxV/human/USA/WA-UW-073669/2022_NorthAmerica_2022-07-01	OP123049	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-073669/2022
MPXV22/human/USA-NE-152_NorthAmerica_2022-08-11	OP314961	2022-08-11	North America	USA	MPXV22/human/USA-NE-152
MPXV/Germany/2022/RKI042_WesternEurope_2022-06-01	ON755248	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI042
MPXV22/human/USA-NE-176_NorthAmerica_2022-08-15	OP431827	2022-08-15	North America	USA	MPXV22/human/USA-NE-176
MPX_z0MIuQ_9000282_WesternEurope_2022-08-01	OP415244	2022-08-01	Western Europe	United Kingdom	MPX_z0MIuQ_9000282
MPXV22/human/USA-NE-199_NorthAmerica_2022-08-20	OP431829	2022-08-20	North America	USA	MPXV22/human/USA-NE-199
MpxV/human/USA/WA-UW-077466/2022_NorthAmerica_2022-07-01	OP743951	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-077466/2022
MPXV22/human/USA-NE-211_NorthAmerica_2022-08-24	OP604565	2022-08-24	North America	USA	MPXV22/human/USA-NE-211
Slovenia-MPXV-08-2022_CentralEurope_2022-06-01	OP605551	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-08-2022
MPXV_SI2022_S5_CentralEurope_2022-06-01	ON754986	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S5
RNA_734jvr_CentralEurope_2022-07-04	OX248696	2022-07-04	Central Europe	Slovakia	RNA_734jvr
MpxV/human/USA/WA-UW-085850/2022_NorthAmerica_2022-08-01	OP628466	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085850/2022
MpxV/human/USA/WA-UW-082770/2022_NorthAmerica_2022-08-24	OP392540	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-082770/2022
MpxV/human/USA/WA-UW-086040/2022_NorthAmerica_2022-08-24	OP257258	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-086040/2022
MPXV/Germany/2022/RKI392_WesternEurope_2022-09-01	OP523994	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI392
MPXV/Germany/2022/RKI220_WesternEurope_2022-08-23	OP215250	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/RKI220
MPXV_SI2022_S1_VEROE6_CentralEurope_2022-05-23	ON754987	2022-05-23	Central Europe	Slovenia	MPXV_SI2022_S1_VEROE6
SLO_CentralEurope_2022-05-23	ON609725	2022-05-23	Central Europe	Slovenia	SLO
MPXV/Germany/2022/RKI371_WesternEurope_2022-09-11	OP484692	2022-09-11	Western Europe	Germany	MPXV/Germany/2022/RKI371
MPXV/Germany/2022/RKI439_WesternEurope_2022-09-30	OP594203	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI439
MPXV/ITM_pt_31/Belgium/27-May-2022_WesternEurope_2022-05-27	ON950045	2022-05-27	Western Europe	Belgium	MPXV/ITM_pt_31/Belgium/27-May-2022
MPXV/ITM_pt_16/Belgium/10-Jun-2022_WesternEurope_2022-06-10	OP144212	2022-06-10	Western Europe	Belgium	MPXV/ITM_pt_16/Belgium/10-Jun-2022
MPXV/ITM_pt_25/Belgium/16-Jun-2022_WesternEurope_2022-06-16	OP144214	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_25/Belgium/16-Jun-2022
MpxV/human/USA/WA-UW-074949/2022_NorthAmerica_2022-07-25	OP184762	2022-07-25	North America	USA	MpxV/human/USA/WA-UW-074949/2022
MpxV/human/USA/WA-UW-082215/2022_NorthAmerica_2022-08-25	OP392539	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-082215/2022
MpxV/human/USA/WA-UW-088973/2022_NorthAmerica_2022-08-25	OP310065	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-088973/2022
MPXV/Germany/2022/RKI270_WesternEurope_2022-08-31	OP215288	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI270
MPXV/Germany/2022/RKI089_WesternEurope_2022-06-25	ON853669	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI089
MPXV/Germany/2022/RKI405_WesternEurope_2022-09-01	OP524007	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI405
MPXV/Germany/2022/RKI050_WesternEurope_2022-06-25	ON755256	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI050
NJ-MPXV-041_NorthAmerica_2022-07-18	OP879755	2022-07-18	North America	USA	NJ-MPXV-041
hMpxV/USA/NY-URMC-2207A101/2022_NorthAmerica_2022-07-15	OP588945	2022-07-15	North America	USA	hMpxV/USA/NY-URMC-2207A101/2022
NJ-MPXV-046_NorthAmerica_2022-07-22	OP879760	2022-07-22	North America	USA	NJ-MPXV-046
hMpxV/USA/NY-URMC-2207A102/2022_NorthAmerica_2022-07-15	OP588946	2022-07-15	North America	USA	hMpxV/USA/NY-URMC-2207A102/2022
Slovenia-MPXV-28-2022_CentralEurope_2022-07-14	OP605570	2022-07-14	Central Europe	Slovenia	Slovenia-MPXV-28-2022
Slovenia-MPXV-36-2022_CentralEurope_2022-07-31	OP605578	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-36-2022
Slovenia-MPXV-44-2022_CentralEurope_2022-08-01	OP605585	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-44-2022
Slovenia-MPXV-40-2022_CentralEurope_2022-08-01	OP605581	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-40-2022
NJ-MPXV-039_NorthAmerica_2022-07-18	OP879754	2022-07-18	North America	USA	NJ-MPXV-039
MPX/Human/USA/CA-LACPHL-MA00181/2022_NorthAmerica_2022-07-29	OP615254	2022-07-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00181/2022
hMPXV/USA/NC-UNC-0021/2022_NorthAmerica_2022-08-30	OP480420	2022-08-30	North America	USA	hMPXV/USA/NC-UNC-0021/2022
MpxV/human/USA/OH-UW-089384/2022_NorthAmerica_2022-08-25	OP392534	2022-08-25	North America	USA	MpxV/human/USA/OH-UW-089384/2022
MpxV/human/USA/OH-UW-080114/2022_NorthAmerica_2022-08-25	OP392532	2022-08-25	North America	USA	MpxV/human/USA/OH-UW-080114/2022
MPXV_USA_2022_NY0017_NorthAmerica_2022-07-24	OQ099605	2022-07-24	North America	USA	MPXV_USA_2022_NY0017
hMPXV/USA/NC-UNC-0004/2022_NorthAmerica_2022-08-02	OP480405	2022-08-02	North America	USA	hMPXV/USA/NC-UNC-0004/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10009/2022_NorthAmerica_2022-08-19	OP820458	2022-08-19	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10009/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022_NorthAmerica_2022-08-19	OP820453	2022-08-19	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022
MN-MDH-MPXV_0001_NorthAmerica_2022-06-24	OP597775	2022-06-24	North America	USA	MN-MDH-MPXV_0001
MPXV-USA-IL-IDPH-038_NorthAmerica_2022-06-18	OP536699	2022-06-18	North America	USA	MPXV-USA-IL-IDPH-038
hMPX/Human/USA/CA-LACPHL-MA00037/2022_NorthAmerica_2022-07-25	OP440558	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00037/2022
ANT-LDSP-ANT-MPX-28220C_SouthAmerica_2022-10-13	OQ261700	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28220C
hMPX/USA/CA-LACPHL-MA00156/2022_NorthAmerica_2022-06-16	OP580589	2022-06-16	North America	USA	hMPX/USA/CA-LACPHL-MA00156/2022
Monkeypox/PT0466/2022_SouthernEurope_2022-08-05	OP555545	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0466/2022
MPXV-USA-IL-IDPH-052_NorthAmerica_2022-06-25	OP536713	2022-06-25	North America	USA	MPXV-USA-IL-IDPH-052
MPXV-USA-IL-IDPH-050_NorthAmerica_2022-06-24	OP536711	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-050
MPXV-USA-IL-IDPH-017_NorthAmerica_2022-07-06	OP536678	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-017
MPXV-USA-IL-IDPH-075_NorthAmerica_2022-07-01	OP536736	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-075
MPXV-USA-IL-IDPH-064_NorthAmerica_2022-06-27	OP536725	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-064
MPXV-USA-IL-IDPH-048_NorthAmerica_2022-06-23	OP536709	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-048
MN-MDH-MPXV_0012_NorthAmerica_2022-07-13	OP597786	2022-07-13	North America	USA	MN-MDH-MPXV_0012
MpxV/human/USA/OH-UW-086011/2022_NorthAmerica_2022-08-01	OP310038	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-086011/2022
MPXV-USA-IL-IDPH-041_NorthAmerica_2022-06-21	OP536702	2022-06-21	North America	USA	MPXV-USA-IL-IDPH-041
MPXV_USA_2022_IL0026_NorthAmerica_2022-06-11	OQ099608	2022-06-11	North America	USA	MPXV_USA_2022_IL0026
MPXV_USA_2022_CA0034_NorthAmerica_2022-07-01	OP603012	2022-07-01	North America	USA	MPXV_USA_2022_CA0034
MPXV_USA_2022_IL0024_NorthAmerica_2022-06-11	OP225964	2022-06-11	North America	USA	MPXV_USA_2022_IL0024
SAN_INS_MPX_0973_L_SouthAmerica_2022-10-17	OP819960	2022-10-17	South America	Colombia	SAN_INS_MPX_0973_L
MPXV-USA-IL-IDPH-042_NorthAmerica_2022-06-23	OP536703	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-042
LBMB-UTP_MP-003_TOL_SouthAmerica_2022-09-17	OQ148462	2022-09-17	South America	Colombia	LBMB-UTP_MP-003_TOL
MPXV_USA_2022_WI0001_NorthAmerica_2022-07-01	OP603002	2022-07-01	North America	USA	MPXV_USA_2022_WI0001
BOL-UNIMOL-MPX-293633-L_SouthAmerica_2022-11-15	OP959063	2022-11-15	South America	Colombia	BOL-UNIMOL-MPX-293633-L
MPXV-USA-IL-IDPH-010_NorthAmerica_2022-07-05	OP536671	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-010
hMPX/USA/CA-LACPHL-MA00178/2022_NorthAmerica_2022-08-07	OP580611	2022-08-07	North America	USA	hMPX/USA/CA-LACPHL-MA00178/2022
MPXV22/human/USA-NE-99_NorthAmerica_2022-08-01	OP314958	2022-08-01	North America	USA	MPXV22/human/USA-NE-99
MpxV/human/USA/OH-UW-070822/2022_NorthAmerica_2022-07-05	OP123055	2022-07-05	North America	USA	MpxV/human/USA/OH-UW-070822/2022
MPXV-USA-IL-IDPH-062_NorthAmerica_2022-06-22	OP536723	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-062
MPXV_USA_2022_WA0009_NorthAmerica_2022-07-01	OP450987	2022-07-01	North America	USA	MPXV_USA_2022_WA0009
MPXV-USA-IL-IDPH-039_NorthAmerica_2022-06-19	OP536700	2022-06-19	North America	USA	MPXV-USA-IL-IDPH-039
MPXV-USA-IL-IDPH-065_NorthAmerica_2022-06-27	OP536726	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-065
MPXV-USA-IL-IDPH-037_NorthAmerica_2022-06-17	OP536698	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-037
CUN_INS_MPX_0751_C_SouthAmerica_2022-09-10	OP693656	2022-09-10	South America	Colombia	CUN_INS_MPX_0751_C
MPXV_USA_2022_IN0005_NorthAmerica_2022-06-30	OP603011	2022-06-30	North America	USA	MPXV_USA_2022_IN0005
MPXV/Germany/2022/RKI404_WesternEurope_2022-09-01	OP524006	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI404
hMPX/Human/USA/CA-LACPHL-MA00036/2022_NorthAmerica_2022-07-25	OP440557	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00036/2022
MpxV/human/USA/WA-UW-082625/2022_NorthAmerica_2022-08-01	OP310067	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082625/2022
MpxV/human/USA/WA-UW-070499/2022_NorthAmerica_2022-07-01	OP169336	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-070499/2022
NJ-MPXV-033_NorthAmerica_2022-07-12	OP879748	2022-07-12	North America	USA	NJ-MPXV-033
NJ-MPXV-020-rep2_NorthAmerica_2022-07-06	OP879738	2022-07-06	North America	USA	NJ-MPXV-020-rep2
MPXV22/human/USA-NE-127_NorthAmerica_2022-08-07	OP431825	2022-08-07	North America	USA	MPXV22/human/USA-NE-127
ANT-LDSP-ANT-MPX-25510E_SouthAmerica_2022-09-03	OP642421	2022-09-03	South America	Colombia	ANT-LDSP-ANT-MPX-25510E
MPXV-USA-IL-IDPH-058_NorthAmerica_2022-07-05	OP536719	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-058
hMpxV/Human/USA/IL-RIPHL-MPXV_10012/2022_NorthAmerica_2022-08-28	OQ121956	2022-08-28	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10012/2022
MPXV-USA-IL-IDPH-019_NorthAmerica_2022-07-06	OP536680	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-019
MPXV-USA-IL-IDPH-007_NorthAmerica_2022-07-02	OP536668	2022-07-02	North America	USA	MPXV-USA-IL-IDPH-007
MPXV22/human/USA-NE-115_NorthAmerica_2022-08-04	OP314960	2022-08-04	North America	USA	MPXV22/human/USA-NE-115
MPXV_USA_2022_IL0027_NorthAmerica_2022-06-30	OP303782	2022-06-30	North America	USA	MPXV_USA_2022_IL0027
MpxV/human/USA/WA-UW-076082/2022_NorthAmerica_2022-07-05	OP055809	2022-07-05	North America	USA	MpxV/human/USA/WA-UW-076082/2022
LBMB-UTP_MP-013_VAC_SouthAmerica_2022-11-11	OQ148469	2022-11-11	South America	Colombia	LBMB-UTP_MP-013_VAC
MPXV-USA-IL-IDPH-051_NorthAmerica_2022-06-24	OP536712	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-051
MPXV22/human/USA-NE-83_NorthAmerica_2022-07-27	OP314957	2022-07-27	North America	USA	MPXV22/human/USA-NE-83
hMpxV/Human/USA/IL-RIPHL-MPXV_10014/2022_NorthAmerica_2022-08-27	OQ121958	2022-08-27	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10014/2022
MN-MDH-MPXV_0015_NorthAmerica_2022-07-18	OP597789	2022-07-18	North America	USA	MN-MDH-MPXV_0015
MPXV/Human/USA/CA-LACPHL-MA00296/2022_NorthAmerica_2022-10-04	OP890530	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00296/2022
MPXV/Human/USA/CA-LACPHL-MA00297/2022_NorthAmerica_2022-09-30	OP890531	2022-09-30	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00297/2022
hMPX/Human/USA/CA-LACPHL-MA00010/2022_NorthAmerica_2022-07-22	OP440583	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00010/2022
hMPX/Human/USA/CA-LACPHL-MA00009/2022_NorthAmerica_2022-07-22	OP440582	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00009/2022
MPXV-USA-IL-IDPH-063_NorthAmerica_2022-06-27	OP536724	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-063
MPXV-USA-IL-IDPH-031_NorthAmerica_2022-06-14	OP536692	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-031
hMPX/Human/USA/CA-LACPHL-MA00076/2022_NorthAmerica_2022-08-17	OP442561	2022-08-17	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00076/2022
hMPX/Human/USA/CA-LACPHL-MA00022/2022_NorthAmerica_2022-07-25	OP440591	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00022/2022
MPXV_USA_2022_IA0003_NorthAmerica_2022-09-01	OQ054222	2022-09-01	North America	USA	MPXV_USA_2022_IA0003
MPXV_USA_2022_MO0001_NorthAmerica_2022-08-23	OP881950	2022-08-23	North America	USA	MPXV_USA_2022_MO0001
LBMB-UTP_MP-010_TOL_SouthAmerica_2022-09-13	OQ148467	2022-09-13	South America	Colombia	LBMB-UTP_MP-010_TOL
LBMB-UTP_MP-001_QUI_SouthAmerica_2022-09-14	OQ107058	2022-09-14	South America	Colombia	LBMB-UTP_MP-001_QUI
MPXV/Human/USA/CA-LACPHL-MA00344/2022_NorthAmerica_2022-11-09	OP920682	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00344/2022
MPXV/Human/USA/CA-LACPHL-MA00324/2022_NorthAmerica_2022-10-26	OP890529	2022-10-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00324/2022
MPXV-USA-IL-IDPH-015_NorthAmerica_2022-07-06	OP536676	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-015
MPXV_USA_2022_NY0035_NorthAmerica_2022-07-21	OP752113	2022-07-21	North America	USA	MPXV_USA_2022_NY0035
MPXV_USA_2022_IL0053_NorthAmerica_2022-06-20	OP378706	2022-06-20	North America	USA	MPXV_USA_2022_IL0053
MPXV_USA_2022_WA0011_NorthAmerica_2022-07-31	OP752123	2022-07-31	North America	USA	MPXV_USA_2022_WA0011
MpxV/human/USA/WA-UW-085684/2022_NorthAmerica_2022-08-01	OP257259	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085684/2022
MpxV/human/USA/WA-UW-087527/2022_NorthAmerica_2022-08-01	OP257250	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087527/2022
MPXV_USA_2022_NY0493_NorthAmerica_2022-08-01	OP526855	2022-08-01	North America	USA	MPXV_USA_2022_NY0493
hMPX/Human/USA/CA-LACPHL-MA00073/2022_NorthAmerica_2022-08-05	OP442555	2022-08-05	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00073/2022
hMPX/Human/USA/CA-LACPHL-MA00082/2022_NorthAmerica_2022-07-13	OP442570	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00082/2022
MPXV/Human/USA/CA-CDPH-MPX000041/2022_NorthAmerica_2022-07-28	OP587262	2022-07-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000041/2022
MPXV/Human/USA/CA-CDPH-MPX000042/2022_NorthAmerica_2022-07-28	OP587263	2022-07-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000042/2022
hMPX/Human/USA/CA-LACPHL-MA00064/2022_NorthAmerica_2022-08-04	OP440606	2022-08-04	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00064/2022
hMPX/Human/USA/CA-LACPHL-MA00015/2022_NorthAmerica_2022-07-18	OP440595	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00015/2022
hMPX/USA/CA-LACPHL-MA00171/2022_NorthAmerica_2022-08-01	OP580604	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00171/2022
hMPX/Human/USA/CA-LACPHL-MA00075/2022_NorthAmerica_2022-08-16	OP442558	2022-08-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00075/2022
hMPX/Human/USA/CA-LACPHL-MA00074/2022_NorthAmerica_2022-08-19	OP442557	2022-08-19	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00074/2022
MPX/Human/USA/CA-LACPHL-MA00206/2022_NorthAmerica_2022-09-13	OP615279	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00206/2022
hMPX/Human/USA/CA-LACPHL-MA00065/2022_NorthAmerica_2022-08-01	OP440607	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00065/2022
hMPX/Human/USA/CA-LACPHL-MA00062/2022_NorthAmerica_2022-08-08	OP440604	2022-08-08	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00062/2022
hMPX/Human/USA/CA-LACPHL-MA00063/2022_NorthAmerica_2022-08-08	OP440605	2022-08-08	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00063/2022
MpxV/human/USA/WA-UW-087336/2022_NorthAmerica_2022-08-01	OP392550	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087336/2022
MpxV/human/USA/WA-UW-081714/2022_NorthAmerica_2022-08-01	OP392538	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081714/2022
MpxV/human/USA/WA-UW-081935/2022_NorthAmerica_2022-08-09	OP310052	2022-08-09	North America	USA	MpxV/human/USA/WA-UW-081935/2022
MpxV/human/USA/WA-UW-099493/2022_NorthAmerica_2022-09-01	OP743983	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-099493/2022
MpxV/human/USA/WA-UW-090263/2022_NorthAmerica_2022-09-12	OP743965	2022-09-12	North America	USA	MpxV/human/USA/WA-UW-090263/2022
MpxV/human/USA/WA-UW-087628/2022_NorthAmerica_2022-08-01	OP628478	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087628/2022
MpxV/human/USA/WA-UW-090611/2022_NorthAmerica_2022-09-11	OP743989	2022-09-11	North America	USA	MpxV/human/USA/WA-UW-090611/2022
MpxV/human/USA/WA-UW-087577/2022_NorthAmerica_2022-08-31	OP628477	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-087577/2022
MpxV/human/USA/WA-UW-099479/2022_NorthAmerica_2022-09-01	OP743968	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-099479/2022
MpxV/human/USA/WA-UW-081326/2022_NorthAmerica_2022-08-01	OP628441	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081326/2022
MpxV/human/USA/WA-UW-095970/2022_NorthAmerica_2022-09-01	OP747055	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-095970/2022
MpxV/human/USA/WA-UW-095681/2022_NorthAmerica_2022-09-01	OP743988	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-095681/2022
MpxV/human/USA/WA-UW-092407/2022_NorthAmerica_2022-09-01	OP743974	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092407/2022
MpxV/human/USA/WA-UW-093226/2022_NorthAmerica_2022-09-01	OP743981	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-093226/2022
MpxV/human/USA/WA-UW-086901/2022_NorthAmerica_2022-08-01	OP628471	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-086901/2022
MpxV/human/USA/WA-UW-083953/2022_NorthAmerica_2022-08-01	OP328307	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083953/2022
MpxV/human/USA/WA-UW-087818/2022_NorthAmerica_2022-08-01	OP628481	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087818/2022
MpxV/human/USA/WA-UW-080043/2022_NorthAmerica_2022-08-01	OP310045	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-080043/2022
MpxV/human/USA/WA-UW-098297/2022_NorthAmerica_2022-09-12	OP743975	2022-09-12	North America	USA	MpxV/human/USA/WA-UW-098297/2022
MpxV/human/USA/WA-UW-083584/2022_NorthAmerica_2022-08-01	OP392543	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083584/2022
MpxV/human/USA/WA-UW-098408/2022_NorthAmerica_2022-09-01	OP743990	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098408/2022
MpxV/human/USA/WA-UW-091072/2022_NorthAmerica_2022-09-01	OP715788	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091072/2022
MpxV/human/USA/WA-UW-096615/2022_NorthAmerica_2022-09-01	OP747052	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-096615/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00364/2022_NorthAmerica_2022-10-11	OQ330984	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00364/2022
MPX/Human/USA/CA-LACPHL-MA00148/2022_NorthAmerica_2022-09-12	OP539933	2022-09-12	North America	USA	MPX/Human/USA/CA-LACPHL-MA00148/2022
MPX/Human/USA/CA-LACPHL-MA00107/2022_NorthAmerica_2022-08-22	OP539892	2022-08-22	North America	USA	MPX/Human/USA/CA-LACPHL-MA00107/2022
MpxV/human/USA/WA-UW-084263/2022_NorthAmerica_2022-08-08	OP628457	2022-08-08	North America	USA	MpxV/human/USA/WA-UW-084263/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00215/2022_NorthAmerica_2022-07-14	OP680493	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00215/2022
NJ-MPXV-013-rep2_NorthAmerica_2022-08-17	OP879733	2022-08-17	North America	USA	NJ-MPXV-013-rep2
NJ-MPXV-010_NorthAmerica_2022-08-12	OP879730	2022-08-12	North America	USA	NJ-MPXV-010
MpxV/human/USA/WA-UW-094603/2022_NorthAmerica_2022-09-23	OP743993	2022-09-23	North America	USA	MpxV/human/USA/WA-UW-094603/2022
MpxV/human/USA/WA-UW-109000/2022_NorthAmerica_2022-10-01	OP747058	2022-10-01	North America	USA	MpxV/human/USA/WA-UW-109000/2022
