	accession	date	region_coarse	country	strain
1762	OP536718	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-057
1763	OP184761	2022-07-20	North America	USA	MpxV/human/USA/WA-UW-078603/2022
1764	OP743360	2022-07-08	North America	USA	MPXV/Human/USA/UT-UPHL-82200060/2024
1765	OP378708	2022-06-25	North America	USA	MPXV_USA_2022_VA0005
1766	OP451007	2022-06-25	North America	USA	MPXV_USA_2022_GA0009
1767	OP451010	2022-06-25	North America	USA	MPXV_USA_2022_DC0011
1768	OP225968	2022-06-25	North America	USA	MPXV_USA_2022_DC0005
1769	OP751210	2022-07-17	North America	USA	B969963RERE
1770	OP531894	2022-07-17	North America	USA	B969962RERE
1771	OP722494	2022-07-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00235/2022
1772	OP442563	2022-07-12	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00094/2022
1773	OP536716	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-055
1774	OP536715	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-054
1775	OP863247	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI597
1776	OP494264	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI375
1777	OP626108	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI470
1778	ON853664	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI082
1779	ON959133	2022-05-20	North America	USA	MPXV_USA_2022_NY002
1780	OP536674	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-013
1781	ON959135	2022-05-31	North America	USA	MPXV_USA_2022_NY004
1782	OP451009	2022-07-01	North America	USA	MPXV_USA_2022_CT0002
1783	OQ274887	2022-05-20	Western Europe	Germany	MPXV/Germany/2022/ON/RKI668
1784	ON694342	2022-05-20	Western Europe	Germany	MPXV/Germany/2022/RKI011
1785	OP837348	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI586
1786	OP442562	2022-07-11	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00093/2022
1787	ON959169	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI155
1788	ON694330	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI019
1789	OP355563	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI302
1790	OP743966	2022-09-15	North America	USA	MpxV/human/USA/WA-UW-099102/2022
1791	OP743362	2022-07-21	North America	USA	MPXV/Human/USA/UT-UPHL-82200104/2022
1792	OP539922	2022-08-09	North America	USA	MPX/Human/USA/CA-LACPHL-MA00137/2022
1793	OP764620	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI562
1794	OP764616	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI558
1795	ON929060	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI102
1796	OP378704	2022-06-23	North America	USA	MPXV_USA_2022_TX0010
1797	OP484667	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI346
1798	OP523989	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI387
1799	OP018604	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI179
1800	OP215265	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI245
1801	OP837351	2022-06-26	Western Europe	Germany	MPXV/Germany/2022/RKI589
1802	OP837350	2022-06-26	Western Europe	Germany	MPXV/Germany/2022/RKI588
1803	OP355572	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI314
1804	OP355569	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI310
1805	OP605553	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-10-2022
1806	OP555562	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0486/2022
1807	OP689660	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI507
1808	OP494266	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI320
1809	OP555644	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0573/2022
1810	OP555575	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0501/2022
1811	OP382493	2022-07-22	Western Europe	France	hMPXV-IHU00016
1812	OP382492	2022-07-22	Western Europe	France	hMPXV-IHU00015
1813	OP415264	2022-08-31	Western Europe	United Kingdom	MPX_Tga3e9_9000325
1814	OP450985	2022-06-13	North America	USA	MPXV_USA_2022_TX0019
1815	OP205091	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000103
1816	OP205110	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000147
1817	OP484683	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI362
1818	OP245334	2022-07-23	Southern Europe	Portugal	MPX/PT0081/2022
1819	OP594193	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI429
1820	OP215226	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI241
1821	OP382489	2022-07-19	Western Europe	France	hMPXV-IHU00012
1822	OP863256	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI606
1823	OP484694	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI373
1824	OP431398	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22702-C
1825	OP477450	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23114-C
1826	OP431401	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22769-L
1827	OP642414	2022-09-04	South America	Colombia	ANT-LDSP-ANT-MPX-25342E
1828	OP642387	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24914-L
1829	OP431396	2022-08-11	South America	Colombia	ANT-LDSP-ANT-MPX-22395-C
1830	OQ261711	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28772C
1831	OP642386	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24913-O
1832	OP431397	2022-08-16	South America	Colombia	ANT-LDSP-ANT-MPX-22607-L
1833	OQ261704	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28299E
1834	OQ261707	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28354C
1835	OQ261705	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28305C
1836	OQ148461	2022-09-17	South America	Colombia	LBMB-UTP_MP-002_TOL
1837	OP459216	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23651-L
1838	OP295382	2022-07-21	South America	Colombia	INS-MPXV-0015-L1
1839	OQ261697	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28206C
1840	OP477453	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23188-L
1841	OP689664	2022-10-14	Western Europe	Germany	MPXV/Germany/2022/ON/RKI511
1842	OQ261710	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28769E
1843	OQ261699	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28209E
1844	OQ261701	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28290C
1845	OQ261709	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28766E
1846	OQ261698	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28207C
1847	OQ148472	2022-11-11	South America	Colombia	LBMB-UTP_MP-019_VAC
1848	OQ148470	2022-09-11	South America	Colombia	LBMB-UTP_MP-011_VAC
1849	OQ148471	2022-09-11	South America	Colombia	LBMB-UTP_MP-011_VAC_1u17b4
1850	OQ261703	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28297C
1851	OQ261695	2022-10-12	South America	Colombia	ANT-LDSP-ANT-MPX-28157C
1852	OP959057	2022-11-10	South America	Colombia	SUC-UNIMOL-MPX-293401-L
1853	OP819958	2022-10-15	South America	Colombia	QUI_INS_MPX_0967_L
1854	OQ261713	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28830C
1855	OP623593	2022-09-17	South America	Colombia	BOL-UNIMOL-MPX-293264-L
1856	OP459218	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23655-L
1857	OP642381	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24728-L
1858	OP459217	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23654-O
1859	OQ261712	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28828C
1860	OP536665	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-004
1861	OP890571	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00314/2022
1862	OP615259	2022-07-15	North America	USA	MPX/Human/USA/CA-LACPHL-MA00186/2022
1863	OP890562	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00334/2022
1864	OP890557	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00329/2022
1865	OQ054244	2022-09-01	North America	USA	MPXV_USA_2022_CA0029
1866	OP890566	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00309/2022
1867	OP890558	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00330/2022
1868	OP580601	2022-09-19	North America	USA	hMPX/USA/CA-LACPHL-MA00168/2022
1869	OP890561	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00333/2022
1870	OP890547	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00289/2022
1871	OP440533	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00051/2022
1872	OP890573	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00316/2022
1873	OP539905	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00120/2022
1874	OP890564	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00336/2022
1875	OP442539	2022-08-05	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00078/2022
1876	OP440562	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00039/2022
1877	OP440561	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00038/2022
1878	OP539888	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00103/2022
1879	OP442552	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00085/2022
1880	OP890563	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00335/2022
1881	OQ330999	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00391/2022
1882	OQ330981	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00376/2022
1883	OP920686	2022-10-06	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00348/2022
1884	OP890569	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00312/2022
1885	OP748968	2022-10-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00282/2022
1886	OP392544	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083781/2022
1887	OP628456	2022-07-31	North America	USA	MpxV/human/USA/WA-UW-084166/2022
1888	OP392546	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085171/2022
1889	OP890556	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00328/2022
1890	OP890570	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00313/2022
1891	OP890553	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00325/2022
1892	OP442546	2022-08-19	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00070/2022
1893	OP748948	2022-09-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00262/2022
1894	OQ330971	2022-08-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00367/2022
1895	OP580612	2022-09-20	North America	USA	hMPX/USA/CA-LACPHL-MA00179/2022
1896	OP890559	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00331/2022
1897	OP890572	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00315/2022
1898	OP890554	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00326/2022
1899	OP748945	2022-10-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022
1900	OP890560	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00332/2022
1901	OP890565	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00308/2022
1902	OP890575	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00318/2022
1903	OP890568	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00311/2022
1904	OP890555	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00327/2022
1905	OP890576	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00319/2022
1906	OP890574	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00317/2022
1907	OP890577	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00320/2022
1908	OP890567	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00310/2022
1909	OP536663	2022-08-04	North America	USA	MPXV-USA-IL-IDPH-002
1910	OP536675	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-014
1911	OP603009	2022-07-01	North America	USA	MPXV_USA_2022_AZ0003
1912	OP536673	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-012
1913	OP580610	2022-08-10	North America	USA	hMPX/USA/CA-LACPHL-MA00177/2022
1914	OP539904	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00119/2022
1915	OP442560	2022-08-02	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00092/2022
1916	OP748956	2022-07-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00270/2022
1917	OP442564	2022-08-02	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00096/2022
1918	OP748960	2022-07-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00274/2022
1919	OP680511	2022-07-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00233/2022
1920	OP597788	2022-07-17	North America	USA	MN-MDH-MPXV_0014
1921	OP536669	2022-07-04	North America	USA	MPXV-USA-IL-IDPH-008
1922	OP536720	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-059
1923	OP536696	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-035
1924	OP303786	2022-06-01	North America	USA	MPXV_USA_2022_IL0040
1925	OP225962	2022-06-01	North America	USA	MPXV_USA_2022_IL0020
1926	OP536731	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-070
1927	OP536737	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-076
1928	OP270476	2022-08-30	Western Europe	Germany	MPXV/Germany/2022/RKI287
1929	OP351281	2022-07-22	North America	USA	MPXV22/human/USA-OK-66
1930	OP536733	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-072
1931	OP351285	2022-07-27	North America	USA	MPXV22/human/USA-OK-86
1932	OP536672	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-011
1933	OP536734	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-073
1934	OP536732	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-071
1935	OP257254	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-073812/2022
1936	OP536745	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-084
1937	OP536662	2022-07-23	North America	USA	MPXV-USA-IL-IDPH-001
1938	OP597792	2022-07-19	North America	USA	MN-MDH-MPXV_0018
1939	OP536677	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-016
1940	OP169337	2022-07-24	North America	USA	MpxV/human/USA/OH-UW-079847/2022
1941	OP123051	2022-07-24	North America	USA	MpxV/human/USA/OH-UW-070426/2022
1942	OP743957	2022-08-24	North America	USA	MpxV/human/USA/OH-UW-080634/2022
1943	OP310050	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-085701/2022
1944	OP536717	2022-07-09	North America	USA	MPXV-USA-IL-IDPH-056
1945	OP303788	2022-06-30	North America	USA	MPXV_USA_2022_KY0001
1946	OP225966	2022-06-30	North America	USA	MPXV_USA_2022_IL0023
1947	OP603010	2022-07-31	North America	USA	MPXV_USA_2022_MI0002
1948	OP536667	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-006
1949	OP597781	2022-07-05	North America	USA	MN-MDH-MPXV_0007
1950	OP536738	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-077
1951	OP451003	2022-07-01	North America	USA	MPXV_USA_2022_MN0006
1952	OP450988	2022-07-24	North America	USA	MPXV_USA_2022_TN0004
1953	OP390205	2022-07-26	Western Europe	United Kingdom	hMpxV/UK/LMO-046a/2022
1954	OP310053	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082670/2022
1955	OP536701	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-040
1956	OP536666	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-005
1957	OP820455	2022-08-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
1958	OP820451	2022-08-13	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10002/2022
1959	OP536704	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-043
1960	OP303783	2022-06-22	North America	USA	MPXV_USA_2022_IL0028
1961	OP626104	2022-06-13	Western Europe	Germany	MPXV/Germany/2022/RKI466
1962	OP150925	2022-05-21	North America	USA	MPXV_USA_2022_GA001
1963	OQ159033	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI638
1964	OP355562	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI300
1965	OP355582	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI327
1966	OQ274885	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI666
1967	OQ274884	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI665
1968	OP783902	2022-06-08	Western Europe	Switzerland	hMPXV-CH-38347314/2022
1969	ON755233	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI027
1970	OQ274882	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI663
1971	OP555486	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0390/2022
1972	OP523979	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI377
1973	ON755254	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI048
1974	OQ274881	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI662
1975	ON959175	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI162
1976	OP689675	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI522
1977	OP524008	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI406
1978	OP215219	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI223
1979	OP626123	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI485
1980	ON843165	2022-05-24	Southern Europe	Portugal	Monkeypox/PT0033/2022
1981	OP450990	2022-06-30	North America	USA	MPXV_USA_2022_NV0001
1982	OQ274886	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI667
1983	ON792322	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
1984	ON780017	2022-05-21	Southern Europe	Italy	INMI-Pt4
1985	ON853656	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI070
1986	OP414288	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0244/2022
1987	OQ274883	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI664
1988	ON959154	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI137
1989	ON959170	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI156
1990	OP555650	2022-09-10	Southern Europe	Portugal	Monkeypox/PT0579/2022
1991	OP245340	2022-07-21	Southern Europe	Portugal	MPX/PT0090/2022
1992	OP689674	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI521
1993	ON959173	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI159
1994	OP215225	2022-08-12	Western Europe	Germany	MPXV/Germany/2022/RKI240
1995	ON959149	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI140
1996	OP324529	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0219/2022
1997	OP689682	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI529
1998	OP373389	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI331
1999	OP555598	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0527/2022
2000	OP555550	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0471/2022
2001	OP555586	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0515/2022
2002	OP245318	2022-08-01	Southern Europe	Portugal	MPX/PT0064/2022
2003	ON853667	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI085
2004	OP415189	2022-07-01	Western Europe	United Kingdom	MPX_luLfgA_9000208
2005	OP358276	2022-08-09	Southern Europe	Italy	SIC-AOUP-UNIPA_VL_9aug
2006	OP245315	2022-08-01	Southern Europe	Portugal	MPX/PT0061/2022
2007	ON637939	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI02
2008	OP587246	2022-06-22	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000017/2022
2009	OP324458	2022-07-08	Southern Europe	Portugal	Monkeypox/PT0135/2022
2010	OP205094	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000106
2011	OP687937	2022-08-01	North America	USA	MPXV_USA_2022_NJ0004
2012	OP303796	2022-06-30	North America	USA	MPXV_USA_2022_NY0015
2013	OP879727	2022-08-01	North America	USA	NJ-MPXV-006-rpt1
2014	OP650029	2022-07-26	North America	USA	MPXV22/human/USA-OK-81
2015	OP351284	2022-07-22	North America	USA	MPXV22/human/USA-OK-69
2016	OP339854	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI297
2017	OP594204	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI440
2018	OP594205	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI441
2019	OP373391	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI333
2020	OP626139	2022-09-17	Western Europe	Germany	MPXV/Germany/2022/RKI501
2021	OP626134	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/RKI500
2022	ON803417	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2836/2022
2023	OP185714	2022-06-21	North America	USA	MPXV_USA_2022_CO0003
2024	OQ121015	2022-08-01	North America	USA	hMpxV/USA/CA-CDPH-1000061/2022
2025	ON880532	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3253/2022
2026	ON880519	2022-05-13	North America	Canada	MpxV/human/CAN/UN-NML-2833/2022
2027	OP279041	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4125/2022
2028	OP303795	2022-06-30	North America	USA	MPXV_USA_2022_OH0002
2029	OP863226	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000051/2022
2030	OP279049	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4119/2022
2031	OP279044	2022-07-02	North America	Canada	MpxV/human/CAN/UN-NML-4142/2022
2032	OP013008	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3582/2022
2033	ON983160	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3393/2022
2034	ON880511	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3214/2022
2035	OP279042	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-4138/2022
2036	OP279040	2022-07-03	North America	Canada	MpxV/human/CAN/UN-NML-4122/2022
2037	OP279047	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4152/2022
2038	OP279038	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-4114/2022
2039	OP752106	2022-07-25	North America	USA	MPXV_USA_2022_FL0025
2040	OP392553	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088960/2022
2041	OP480407	2022-08-05	North America	USA	hMPXV/USA/NC-UNC-0006/2022
2042	OP484341	2022-08-17	North America	USA	MPXV22/human/USA-OK-180
2043	OP351286	2022-08-08	North America	USA	MPXV22/human/USA-OK-134
2044	OP722506	2022-07-16	North America	USA	MPX/Human/USA/CA-LACPHL-MA00247/2022
2045	OQ121016	2022-07-29	North America	USA	hMpxV/USA/CA-CDPH-1000062/2022
2046	OP863227	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000052/2022
2047	OP881943	2022-09-01	North America	USA	MPXV_USA_2022_CA0011
2048	OP580608	2022-08-04	North America	USA	hMPX/USA/CA-LACPHL-MA00175/2022
2049	OP626135	2022-09-21	Western Europe	Germany	MPXV/Germany/2022/RKI496
