date	location	median_prev	prev_upper_80	prev_lower_80
2022-09-01	Austria	48.51418	48.514816	48.513382
2022-09-02	Austria	47.7613	47.76193	47.760506
2022-09-03	Austria	47.050858	47.05148	47.05007
2022-09-04	Austria	46.35547	46.356087	46.354694
2022-09-05	Austria	45.650337	45.65095	45.649567
2022-09-06	Austria	44.91392	44.914524	44.91316
2022-09-07	Austria	44.128387	44.128986	44.12764
2022-09-08	Austria	43.27996	43.280544	43.27922
2022-09-09	Austria	42.35899	42.359566	42.358265
2022-09-10	Austria	41.35997	41.360542	41.35926
2022-09-11	Austria	40.28132	40.28187	40.28062
2022-09-12	Austria	39.125076	39.125614	39.124397
2022-09-13	Austria	37.89651	37.897026	37.89585
2022-09-14	Austria	36.603622	36.60413	36.602985
2022-09-15	Austria	35.256622	35.257103	35.25601
2022-09-16	Austria	33.867348	33.867813	33.866756
2022-09-17	Austria	32.448734	32.44918	32.44817
2022-09-18	Austria	31.014244	31.01467	31.013702
2022-09-19	Austria	29.57737	29.577778	29.57685
2022-09-20	Austria	28.151184	28.151571	28.15069
2022-09-21	Austria	26.747938	26.74831	26.74747
2022-09-22	Austria	25.37875	25.379105	25.378305
2022-09-23	Austria	24.053337	24.05367	24.052912
2022-09-24	Austria	22.779846	22.780167	22.779442
2022-09-25	Austria	21.564758	21.565063	21.564373
2022-09-26	Austria	20.412846	20.413134	20.41248
2022-09-27	Austria	19.327194	19.327469	19.326845
2022-09-28	Austria	18.309284	18.309544	18.308954
2022-09-29	Austria	17.359112	17.359356	17.358795
2022-09-30	Austria	16.47535	16.475586	16.47505
2022-10-01	Austria	15.655532	15.655755	15.655248
2022-10-02	Austria	14.89625	14.896462	14.895977
2022-10-03	Austria	14.193358	14.193562	14.193094
2022-10-04	Austria	13.542189	13.542383	13.541936
2022-10-05	Austria	12.937742	12.937929	12.9375
2022-10-06	Austria	12.374878	12.375055	12.374647
2022-10-07	Austria	11.848482	11.848655	11.848259
2022-10-08	Austria	11.353613	11.353777	11.353398
2022-10-09	Austria	10.885618	10.8857765	10.885412
2022-10-10	Austria	10.440243	10.440395	10.440046
2022-10-11	Austria	10.013693	10.01384	10.013502
2022-10-12	Austria	9.602682	9.602824	9.602501
2022-10-13	Austria	9.204464	9.204599	9.2042885
2022-10-14	Austria	8.816826	8.816955	8.816658
2022-10-15	Austria	8.438082	8.438206	8.437921
2022-10-16	Austria	8.067036	8.067156	8.066881
2022-10-17	Austria	7.7029448	7.7030582	7.7027974
2022-10-18	Austria	7.3454614	7.3455696	7.3453207
2022-10-19	Austria	6.9945784	6.994681	6.994444
2022-10-20	Austria	6.650564	6.6506624	6.6504374
2022-10-21	Austria	6.313903	6.313997	6.3137817
2022-10-22	Austria	5.985231	5.9853196	5.9851174
2022-10-23	Austria	5.6652784	5.665362	5.6651707
2022-10-24	Austria	5.3548164	5.3548956	5.3547144
2022-10-25	Austria	5.05461	5.0546837	5.0545125
2022-10-26	Austria	4.765374	4.7654443	4.765283
2022-10-27	Austria	4.48775	4.487816	4.4876637
2022-10-28	Austria	4.2222686	4.2223306	4.222188
2022-10-29	Austria	3.969339	3.9693968	3.9692616
2022-10-30	Austria	3.7292333	3.7292879	3.7291615
2022-10-31	Austria	3.5020866	3.5021386	3.5020196
2022-11-01	Austria	3.2878947	3.2879436	3.2878315
2022-11-02	Austria	3.0865197	3.0865648	3.0864604
2022-11-03	Austria	2.8976994	2.897742	2.8976433
2022-11-04	Austria	2.7210643	2.7211046	2.7210116
2022-11-05	Austria	2.5561485	2.5561857	2.556099
2022-11-06	Austria	2.4024074	2.4024432	2.4023612
2022-11-07	Austria	2.2592373	2.2592707	2.2591934
2022-11-08	Austria	2.12599	2.1260214	2.1259482
2022-11-09	Austria	2.001991	2.0020206	2.0019522
2022-11-10	Austria	1.8865554	1.8865832	1.8865184
2022-11-11	Austria	1.7790014	1.7790278	1.7789667
2022-11-12	Austria	1.6786635	1.6786885	1.6786305
2022-11-13	Austria	1.5849025	1.5849261	1.5848712
2022-11-14	Austria	1.4971148	1.4971371	1.4970852
2022-11-15	Austria	1.4147384	1.4147594	1.4147105
2022-11-16	Austria	1.3372579	1.337278	1.3372314
2022-11-17	Austria	1.2642071	1.2642261	1.2641821
2022-11-18	Austria	1.1951704	1.1951883	1.1951468
2022-11-19	Austria	1.1297821	1.1297992	1.1297598
2022-11-20	Austria	1.0677248	1.0677407	1.0677037
2022-11-21	Austria	1.0087272	1.0087422	1.0087072
2022-11-22	Austria	0.95255953	0.95257396	0.95254076
2022-11-23	Austria	0.8990309	0.8990444	0.89901316
2022-11-24	Austria	0.84798336	0.847996	0.84796655
2022-11-25	Austria	0.79928815	0.79930013	0.79927236
2022-11-26	Austria	0.7528409	0.7528521	0.75282604
2022-11-27	Austria	0.7085565	0.7085671	0.7085425
2022-11-28	Austria	0.6663655	0.6663755	0.66635233
2022-11-29	Austria	0.6262096	0.626219	0.6261973
2022-11-30	Austria	0.58803844	0.58804715	0.5880269
2022-12-01	Austria	0.55180603	0.5518143	0.5517952
2022-12-02	Austria	0.51746887	0.5174766	0.51745874
2022-12-03	Austria	0.48498318	0.4849904	0.48497364
2022-12-04	Austria	0.45430332	0.4543101	0.4542944
2022-12-05	Austria	0.42538112	0.42538747	0.42537275
2022-12-06	Austria	0.39816445	0.3981704	0.3981567
2022-12-07	Austria	0.37259728	0.37260294	0.37259004
2022-12-08	Austria	0.34861958	0.34862483	0.3486127
2022-12-09	Austria	0.3261672	0.32617208	0.32616085
2022-12-10	Austria	0.30517268	0.3051772	0.30516672
2022-12-11	Austria	0.2855656	0.28556988	0.28556007
2022-12-12	Austria	0.2672735	0.2672775	0.26726827
2022-12-13	Austria	0.25022244	0.2502262	0.25021756
2022-12-14	Austria	0.23433802	0.23434153	0.23433343
2022-12-15	Austria	0.21954599	0.21954928	0.2195417
2022-12-16	Austria	0.20577322	0.2057763	0.20576917
2022-12-17	Austria	0.19294819	0.19295107	0.1929444
2022-12-18	Austria	0.18100181	0.18100452	0.18099824
2022-12-19	Austria	0.16986795	0.16987054	0.16986461
2022-12-20	Austria	0.15948373	0.15948614	0.15948057
2022-12-21	Austria	0.14979002	0.14979225	0.14978707
2022-12-22	Austria	0.14073157	0.1407337	0.14072879
2022-12-23	Austria	0.13225725	0.13225922	0.13225463
2022-12-24	Austria	0.12431999	0.12432186	0.12431752
2022-12-25	Austria	0.116876855	0.116878614	0.116874546
2022-12-26	Austria	0.10988884	0.1098905	0.10988667
2022-12-27	Austria	0.1033208	0.10332236	0.10331876
2022-12-28	Austria	0.097141184	0.09714265	0.09713925
2022-12-29	Austria	0.09132177	0.09132315	0.09131996
2022-12-30	Austria	0.08583744	0.085838735	0.08583573
2022-12-31	Austria	0.08066583	0.08066704	0.08066424
2023-01-01	Austria	0.0757871	0.07578824	0.075785615
2023-01-02	Austria	0.07118355	0.07118463	0.07118214
2023-01-03	Austria	0.06683941	0.06684041	0.066838086
2023-01-04	Austria	0.062740505	0.06274144	0.062739275
2023-01-05	Austria	0.058874063	0.05887495	0.0588729
2023-01-06	Austria	0.05522842	0.055229258	0.055227328
2023-01-07	Austria	0.05179285	0.05179362	0.051791824
2023-01-08	Austria	0.048557356	0.048558075	0.048556402
2023-01-09	Austria	0.045512572	0.045513254	0.045511678
2023-01-10	Austria	0.042649575	0.042650208	0.04264873
2023-01-11	Austria	0.039959803	0.0399604	0.03995901
2023-01-12	Austria	0.037434984	0.037435547	0.037434246
2023-01-13	Austria	0.035067074	0.035067607	0.03506639
2023-01-14	Austria	0.032848217	0.03284871	0.032847576
2023-01-15	Austria	0.0307707	0.03077116	0.030770093
2023-01-16	Austria	0.028826978	0.02882741	0.02882641
2023-01-17	Austria	0.027009636	0.027010046	0.027009109
2023-01-18	Austria	0.025311444	0.02531182	0.025310948
2023-01-19	Austria	0.023725323	0.023725677	0.023724856
2023-01-20	Austria	0.0222444	0.022244733	0.022243962
2023-01-21	Austria	0.020862004	0.020862317	0.020861594
2023-01-22	Austria	0.019571709	0.019572001	0.019571321
2023-01-23	Austria	0.018367339	0.018367615	0.018366976
2023-01-24	Austria	0.017242983	0.017243244	0.017242646
2023-01-25	Austria	0.016193036	0.01619328	0.01619272
2023-01-26	Austria	0.015212186	0.015212414	0.015211885
2022-05-19	Belgium	29.24446	29.244457	29.24446
2022-05-20	Belgium	28.313711	28.313711	28.313711
2022-05-21	Belgium	27.470947	27.470947	27.470947
2022-05-22	Belgium	26.72185	26.72185	26.72185
2022-05-23	Belgium	26.074247	26.074247	26.074247
2022-05-24	Belgium	25.541391	25.541391	25.541391
2022-05-25	Belgium	25.145954	25.145954	25.145954
2022-05-26	Belgium	24.922302	24.922302	24.922302
2022-05-27	Belgium	24.914967	24.914967	24.914967
2022-05-28	Belgium	25.173197	25.173197	25.173195
2022-05-29	Belgium	25.7437	25.7437	25.743702
2022-05-30	Belgium	26.66413	26.66413	26.66413
2022-05-31	Belgium	27.959084	27.959084	27.959084
2022-06-01	Belgium	29.639456	29.639456	29.639456
2022-06-02	Belgium	31.70446	31.70446	31.70446
2022-06-03	Belgium	34.14533	34.14533	34.14533
2022-06-04	Belgium	36.949413	36.949413	36.949413
2022-06-05	Belgium	40.10374	40.10374	40.103737
2022-06-06	Belgium	43.597332	43.597332	43.597332
2022-06-07	Belgium	47.422024	47.422024	47.422024
2022-06-08	Belgium	51.571568	51.571568	51.571568
2022-06-09	Belgium	56.03935	56.03935	56.039345
2022-06-10	Belgium	60.815	60.815	60.815
2022-06-11	Belgium	65.880424	65.880424	65.880424
2022-06-12	Belgium	71.20591	71.20591	71.20591
2022-06-13	Belgium	76.74778	76.74778	76.74778
2022-06-14	Belgium	82.44714	82.44714	82.44714
2022-06-15	Belgium	88.231155	88.231155	88.231155
2022-06-16	Belgium	94.016716	94.016716	94.016716
2022-06-17	Belgium	99.71621	99.71621	99.71621
2022-06-18	Belgium	105.2451	105.2451	105.2451
2022-06-19	Belgium	110.529816	110.529816	110.529816
2022-06-20	Belgium	115.51567	115.51567	115.51567
2022-06-21	Belgium	120.17331	120.17331	120.17331
2022-06-22	Belgium	124.50322	124.50322	124.50322
2022-06-23	Belgium	128.53796	128.53796	128.53796
2022-06-24	Belgium	132.34158	132.34158	132.34158
2022-06-25	Belgium	136.0072	136.0072	136.0072
2022-06-26	Belgium	139.65219	139.65219	139.65219
2022-06-27	Belgium	143.412	143.412	143.41202
2022-06-28	Belgium	147.43323	147.43323	147.43323
2022-06-29	Belgium	151.8662	151.8662	151.8662
2022-06-30	Belgium	156.85771	156.85771	156.85771
2022-07-01	Belgium	162.54422	162.54422	162.54422
2022-07-02	Belgium	169.04588	169.04588	169.04588
2022-07-03	Belgium	176.46126	176.46126	176.46126
2022-07-04	Belgium	184.86331	184.86331	184.86331
2022-07-05	Belgium	194.29608	194.29608	194.29608
2022-07-06	Belgium	204.77266	204.77266	204.77266
2022-07-07	Belgium	216.27354	216.27353	216.27354
2022-07-08	Belgium	228.7463	228.7463	228.7463
2022-07-09	Belgium	242.10593	242.10593	242.10593
2022-07-10	Belgium	256.23584	256.23584	256.23584
2022-07-11	Belgium	270.99	270.99	270.99
2022-07-12	Belgium	286.19598	286.19598	286.19598
2022-07-13	Belgium	301.659	301.659	301.659
2022-07-14	Belgium	317.1671	317.1671	317.1671
2022-07-15	Belgium	332.4973	332.4973	332.4973
2022-07-16	Belgium	347.42282	347.42282	347.42285
2022-07-17	Belgium	361.72098	361.72098	361.72098
2022-07-18	Belgium	375.18103	375.18103	375.18103
2022-07-19	Belgium	387.6126	387.6126	387.6126
2022-07-20	Belgium	398.85297	398.85297	398.85297
2022-07-21	Belgium	408.7737	408.7737	408.7737
2022-07-22	Belgium	417.28595	417.28595	417.28595
2022-07-23	Belgium	424.3428	424.3428	424.3428
2022-07-24	Belgium	429.94095	429.94092	429.94095
2022-07-25	Belgium	434.11966	434.11966	434.11966
2022-07-26	Belgium	436.95752	436.95752	436.95752
2022-07-27	Belgium	438.56747	438.56747	438.56747
2022-07-28	Belgium	439.09	439.09	439.09
2022-07-29	Belgium	438.68536	438.68536	438.68536
2022-07-30	Belgium	437.5251	437.5251	437.5251
2022-07-31	Belgium	435.78317	435.78317	435.78317
2022-08-01	Belgium	433.6279	433.6279	433.6279
2022-08-02	Belgium	431.21368	431.21368	431.21368
2022-08-03	Belgium	428.67493	428.67493	428.67493
2022-08-04	Belgium	426.12048	426.12048	426.12048
2022-08-05	Belgium	423.63016	423.63016	423.63016
2022-08-06	Belgium	421.25293	421.25293	421.25293
2022-08-07	Belgium	419.00623	419.00623	419.00623
2022-08-08	Belgium	416.87756	416.87756	416.87756
2022-08-09	Belgium	414.8271	414.8271	414.8271
2022-08-10	Belgium	412.7913	412.7913	412.7913
2022-08-11	Belgium	410.6879	410.6879	410.6879
2022-08-12	Belgium	408.42154	408.42154	408.42154
2022-08-13	Belgium	405.8887	405.8887	405.8887
2022-08-14	Belgium	402.98425	402.98425	402.98425
2022-08-15	Belgium	399.60648	399.60648	399.6065
2022-08-16	Belgium	395.66214	395.66214	395.66214
2022-08-17	Belgium	391.07104	391.07104	391.07104
2022-08-18	Belgium	385.76923	385.76923	385.76923
2022-08-19	Belgium	379.71188	379.71188	379.71188
2022-08-20	Belgium	372.8748	372.8748	372.8748
2022-08-21	Belgium	365.25473	365.25473	365.25473
2022-08-22	Belgium	356.86996	356.87	356.86996
2022-08-23	Belgium	347.75818	347.75818	347.75818
2022-08-24	Belgium	337.9752	337.9752	337.9752
2022-08-25	Belgium	327.59222	327.59222	327.59222
2022-08-26	Belgium	316.69333	316.69333	316.69333
2022-08-27	Belgium	305.37158	305.37158	305.37158
2022-08-28	Belgium	293.7266	293.7266	293.7266
2022-08-29	Belgium	281.8604	281.8604	281.8604
2022-08-30	Belgium	269.87485	269.87485	269.87485
2022-08-31	Belgium	257.8685	257.8685	257.8685
2022-09-01	Belgium	245.93428	245.93428	245.93428
2022-09-02	Belgium	234.15732	234.15732	234.15732
2022-09-03	Belgium	222.61325	222.61325	222.61325
2022-09-04	Belgium	211.36732	211.36732	211.36732
2022-09-05	Belgium	200.47368	200.47368	200.47368
2022-09-06	Belgium	189.97496	189.97496	189.97496
2022-09-07	Belgium	179.9028	179.9028	179.9028
2022-09-08	Belgium	170.27823	170.27823	170.27823
2022-09-09	Belgium	161.11249	161.11249	161.11249
2022-09-10	Belgium	152.40822	152.40822	152.40822
2022-09-11	Belgium	144.16043	144.16043	144.16043
2022-09-12	Belgium	136.35803	136.35803	136.35803
2022-09-13	Belgium	128.98491	128.98491	128.98491
2022-09-14	Belgium	122.02135	122.02135	122.02135
2022-09-15	Belgium	115.445076	115.445076	115.44508
2022-09-16	Belgium	109.23244	109.23244	109.23244
2022-09-17	Belgium	103.35929	103.35929	103.35929
2022-09-18	Belgium	97.8018	97.8018	97.8018
2022-09-19	Belgium	92.537094	92.537094	92.537094
2022-09-20	Belgium	87.54373	87.54373	87.54373
2022-09-21	Belgium	82.80201	82.80201	82.80201
2022-09-22	Belgium	78.294136	78.294136	78.294136
2022-09-23	Belgium	74.00415	74.00415	74.00415
2022-09-24	Belgium	69.91806	69.91806	69.91806
2022-09-25	Belgium	66.02363	66.02363	66.02363
2022-09-26	Belgium	62.31046	62.31046	62.310455
2022-09-27	Belgium	58.769684	58.769684	58.769684
2022-09-28	Belgium	55.393845	55.393845	55.393845
2022-09-29	Belgium	52.17659	52.17659	52.17659
2022-09-30	Belgium	49.112564	49.112564	49.112564
2022-10-01	Belgium	46.197132	46.197132	46.197132
2022-10-02	Belgium	43.42617	43.42617	43.42617
2022-10-03	Belgium	40.79593	40.79593	40.79593
2022-10-04	Belgium	38.302887	38.302887	38.302887
2022-10-05	Belgium	35.943565	35.943565	35.943565
2022-10-06	Belgium	33.714478	33.714478	33.714478
2022-10-07	Belgium	31.612036	31.612036	31.612036
2022-10-08	Belgium	29.632484	29.632484	29.632484
2022-10-09	Belgium	27.77187	27.77187	27.77187
2022-10-10	Belgium	26.026016	26.026016	26.026016
2022-10-11	Belgium	24.390518	24.390518	24.390518
2022-10-12	Belgium	22.860788	22.860788	22.860788
2022-10-13	Belgium	21.43202	21.43202	21.43202
2022-10-14	Belgium	20.099277	20.099277	20.099277
2022-10-15	Belgium	18.857498	18.857498	18.857498
2022-10-16	Belgium	17.701574	17.701574	17.701574
2022-10-17	Belgium	16.62636	16.62636	16.62636
2022-10-18	Belgium	15.626744	15.626745	15.626744
2022-10-19	Belgium	14.697692	14.697692	14.697692
2022-10-20	Belgium	13.834282	13.834283	13.834282
2022-10-21	Belgium	13.031747	13.031748	13.031747
2022-10-22	Belgium	12.28551	12.28551	12.28551
2022-10-23	Belgium	11.591206	11.591206	11.591206
2022-10-24	Belgium	10.944711	10.944712	10.944712
2022-10-25	Belgium	10.34215	10.34215	10.34215
2022-10-26	Belgium	9.77991	9.779911	9.77991
2022-10-27	Belgium	9.254654	9.254655	9.254654
2022-10-28	Belgium	8.763303	8.763304	8.763303
2022-10-29	Belgium	8.303047	8.303049	8.303047
2022-10-30	Belgium	7.871334	7.871335	7.871334
2022-10-31	Belgium	7.46585	7.4658504	7.46585
2022-11-01	Belgium	7.084516	7.0845184	7.084516
2022-11-02	Belgium	6.7254705	6.7254715	6.7254705
2022-11-03	Belgium	6.3870487	6.3870497	6.3870487
2022-11-04	Belgium	6.067769	6.0677705	6.067769
2022-11-05	Belgium	5.766315	5.766317	5.7663145
2022-11-06	Belgium	5.481516	5.4815173	5.481516
2022-11-07	Belgium	5.2123327	5.2123337	5.2123327
2022-11-08	Belgium	4.9578366	4.9578385	4.9578366
2022-11-09	Belgium	4.7172017	4.717202	4.7172017
2022-11-10	Belgium	4.48968	4.4896803	4.48968
2022-11-11	Belgium	4.2745976	4.274598	4.2745976
2022-11-12	Belgium	4.071338	4.07134	4.071338
2022-11-13	Belgium	3.8793337	3.8793356	3.8793337
2022-11-14	Belgium	3.6980565	3.6980584	3.6980565
2022-11-15	Belgium	3.5270057	3.5270078	3.5270057
2022-11-16	Belgium	3.3657095	3.3657112	3.3657095
2022-11-17	Belgium	3.213712	3.2137134	3.213712
2022-11-18	Belgium	3.0705726	3.0705745	3.0705726
2022-11-19	Belgium	2.935863	2.935865	2.935863
2022-11-20	Belgium	2.8091643	2.8091662	2.8091643
2022-11-21	Belgium	2.6900644	2.690066	2.6900644
2022-11-22	Belgium	2.5781581	2.5781593	2.5781581
2022-11-23	Belgium	2.4730473	2.4730492	2.4730473
2022-11-24	Belgium	2.3743412	2.374343	2.3743412
2022-11-25	Belgium	2.2816567	2.2816582	2.2816567
2022-11-26	Belgium	2.1946185	2.1946201	2.1946185
2022-11-27	Belgium	2.1128616	2.1128635	2.1128616
2022-11-28	Belgium	2.0360327	2.0360343	2.0360327
2022-11-29	Belgium	1.9637897	1.9637913	1.9637897
2022-11-30	Belgium	1.8958048	1.8958068	1.8958048
2022-12-01	Belgium	1.8317657	1.8317678	1.8317657
2022-12-02	Belgium	1.7713745	1.7713765	1.7713745
2022-12-03	Belgium	1.7143508	1.7143531	1.7143508
2022-12-04	Belgium	1.6604321	1.6604344	1.6604321
2022-12-05	Belgium	1.609373	1.609375	1.609373
2022-12-06	Belgium	1.5609467	1.5609486	1.5609467
2022-12-07	Belgium	1.5149447	1.5149469	1.5149446
2022-12-08	Belgium	1.4711769	1.471179	1.4711769
2022-12-09	Belgium	1.4294707	1.4294728	1.4294708
2022-12-10	Belgium	1.3896705	1.3896726	1.3896704
2022-12-11	Belgium	1.3516377	1.3516401	1.3516377
2022-12-12	Belgium	1.3152487	1.3152514	1.3152487
2022-12-13	Belgium	1.2803953	1.2803977	1.2803953
2022-12-14	Belgium	1.2469815	1.246984	1.2469815
2022-12-15	Belgium	1.2149246	1.2149271	1.2149246
2022-12-16	Belgium	1.1841521	1.1841547	1.1841521
2022-12-17	Belgium	1.1546016	1.1546042	1.1546016
2022-12-18	Belgium	1.1262186	1.1262212	1.1262186
2022-12-19	Belgium	1.0989554	1.0989581	1.0989554
2022-12-20	Belgium	1.0727704	1.0727731	1.0727704
2022-12-21	Belgium	1.0476264	1.047629	1.0476264
2022-12-22	Belgium	1.0234888	1.0234915	1.0234888
2022-12-23	Belgium	1.0003264	1.0003291	1.0003264
2022-12-24	Belgium	0.9781081	0.97811097	0.9781081
2022-12-25	Belgium	0.9568042	0.95680714	0.9568042
2022-12-26	Belgium	0.93638426	0.9363872	0.93638426
2022-12-27	Belgium	0.9168172	0.9168202	0.9168172
2022-12-28	Belgium	0.8980706	0.89807373	0.8980706
2022-12-29	Belgium	0.88011056	0.8801137	0.88011056
2022-12-30	Belgium	0.86290103	0.86290437	0.86290103
2022-12-31	Belgium	0.8464048	0.8464081	0.8464048
2023-01-01	Belgium	0.8305821	0.83058554	0.8305821
2023-01-02	Belgium	0.81539214	0.8153956	0.81539214
2023-01-03	Belgium	0.8007921	0.80079556	0.8007921
2023-01-04	Belgium	0.78673846	0.786742	0.78673846
2023-01-05	Belgium	0.7731867	0.77319026	0.7731867
2023-01-06	Belgium	0.7600919	0.7600956	0.7600919
2023-01-07	Belgium	0.74740934	0.74741304	0.74740934
2023-01-08	Belgium	0.7350947	0.73509854	0.7350947
2023-01-09	Belgium	0.7231048	0.7231086	0.7231048
2023-01-10	Belgium	0.7113974	0.71140146	0.7113974
2023-01-11	Belgium	0.69993263	0.6999366	0.69993263
2023-01-12	Belgium	0.6886725	0.6886765	0.6886725
2023-01-13	Belgium	0.67758125	0.67758536	0.67758125
2023-01-14	Belgium	0.66662633	0.66663045	0.66662633
2023-01-15	Belgium	0.6557777	0.655782	0.6557777
2023-01-16	Belgium	0.6450088	0.6450131	0.6450088
2023-01-17	Belgium	0.63429576	0.6343001	0.63429576
2023-01-18	Belgium	0.62361795	0.6236224	0.62361795
2023-01-19	Belgium	0.6129581	0.6129626	0.6129581
2023-01-20	Belgium	0.6023013	0.60230595	0.6023013
2023-01-21	Belgium	0.59163594	0.59164053	0.59163594
2023-01-22	Belgium	0.58095264	0.5809573	0.58095264
2023-01-23	Belgium	0.602288	0.60229254	0.602288
2023-01-24	Belgium	0.6229694	0.6229738	0.6229694
2023-01-25	Belgium	0.6430533	0.6430577	0.6430533
2023-01-26	Belgium	0.6625915	0.66259587	0.6625915
2022-06-03	Canada	242.06888	258.2374	230.20752
2022-06-04	Canada	234.6731	249.69087	222.54489
2022-06-05	Canada	227.3424	241.10954	215.07732
2022-06-06	Canada	220.39934	233.01509	207.46857
2022-06-07	Canada	213.6576	225.18692	200.30174
