date	location	median_I_smooth	I_smooth_upper_80	I_smooth_lower_80
2022-10-26	Spain	20.298847	22.163242	18.424547
2022-10-27	Spain	20.13094	22.023468	18.236126
2022-10-28	Spain	19.976559	21.901127	18.070265
2022-10-29	Spain	19.851795	21.790375	17.93108
2022-10-30	Spain	19.760221	21.696491	17.837822
2022-10-31	Spain	19.684608	21.615005	17.779467
2022-11-01	Spain	19.636402	21.56935	17.737959
2022-11-02	Spain	19.617329	21.592436	17.690289
2022-11-03	Spain	19.628513	21.61461	17.664787
2022-11-04	Spain	19.655756	21.667858	17.687792
2022-11-05	Spain	19.711708	21.75409	17.732927
2022-11-06	Spain	19.790806	21.88693	17.798582
2022-11-07	Spain	19.892147	22.040382	17.8838
2022-11-08	Spain	20.018194	22.199007	17.987497
2022-11-09	Spain	20.166887	22.37902	18.105564
2022-11-10	Spain	20.33838	22.583458	18.2415
2022-11-11	Spain	20.516499	22.82982	18.392395
2022-11-12	Spain	20.704712	23.093159	18.556814
2022-11-13	Spain	20.905739	23.371145	18.731676
2022-11-14	Spain	21.119003	23.639729	18.900007
2022-11-15	Spain	21.341587	23.905643	19.063951
2022-11-16	Spain	21.571827	24.180298	19.235119
2022-11-17	Spain	21.80811	24.461908	19.41211
2022-11-18	Spain	22.048897	24.748781	19.609436
2022-11-19	Spain	22.292772	25.039322	19.81088
2022-11-20	Spain	22.538418	25.34422	20.014694
2022-11-21	Spain	22.784634	25.65434	20.219791
2022-11-22	Spain	23.016962	25.964617	20.400911
2022-11-23	Spain	23.246574	26.273935	20.580145
2022-11-24	Spain	23.473782	26.581312	20.757437
2022-11-25	Spain	23.706585	26.885862	20.932077
2022-11-26	Spain	23.946783	27.190329	21.10342
2022-11-27	Spain	24.183197	27.501732	21.271137
2022-11-28	Spain	24.415298	27.799429	21.437086
2022-11-29	Spain	24.644014	28.08095	21.606451
2022-11-30	Spain	24.868113	28.356024	21.750656
2022-12-01	Spain	25.079567	28.623838	21.901665
2022-12-02	Spain	25.278015	28.885426	22.074291
2022-12-03	Spain	25.468384	29.14132	22.22883
2022-12-04	Spain	25.64954	29.386013	22.348827
2022-12-05	Spain	25.820137	29.617804	22.459244
2022-12-06	Spain	25.969395	29.83469	22.558819
2022-12-07	Spain	26.101997	30.034374	22.645702
2022-12-08	Spain	26.218418	30.213022	22.71819
2022-12-09	Spain	26.31636	30.367466	22.774412
2022-12-10	Spain	26.395184	30.495983	22.812328
2022-12-11	Spain	26.460232	30.595175	22.829731
2022-12-12	Spain	26.485147	30.66146	22.824722
2022-12-13	Spain	26.481972	30.69116	22.801315
2022-12-14	Spain	26.458416	30.680521	22.750076
2022-12-15	Spain	26.398617	30.625835	22.66855
2022-12-16	Spain	26.299568	30.523502	22.554361
2022-12-17	Spain	26.159113	30.370153	22.405281
2022-12-18	Spain	25.98168	30.16272	22.219286
2022-12-19	Spain	25.757301	29.898542	21.994606
2022-12-20	Spain	25.484066	29.575436	21.729786
2022-12-21	Spain	25.160526	29.191793	21.42378
2022-12-22	Spain	24.779652	28.746645	21.07594
2022-12-23	Spain	24.34128	28.239674	20.686073
2022-12-24	Spain	23.851555	27.67132	20.254484
2022-12-25	Spain	23.31144	27.042742	19.781963
2022-12-26	Spain	22.722523	26.355865	19.269817
2022-12-27	Spain	22.087082	25.61332	18.71983
2022-12-28	Spain	21.416504	24.81842	18.13426
2022-12-29	Spain	20.705132	23.975151	17.515823
2022-12-30	Spain	19.951399	23.11282	16.867626
2022-12-31	Spain	19.15308	22.213629	16.193127
2023-01-01	Spain	18.337852	21.280172	15.496083
2023-01-02	Spain	17.502205	20.318052	14.7804985
2023-01-03	Spain	16.64432	19.317585	14.050647
2023-01-04	Spain	15.766804	18.291079	13.310738
2023-01-05	Spain	14.882038	17.255709	12.565103
2023-01-06	Spain	13.995298	16.217785	11.818089
2023-01-07	Spain	13.111759	15.183519	11.073975
2023-01-08	Spain	12.241381	14.158024	10.336926
2023-01-09	Spain	11.3852825	13.146352	9.610936
2023-01-10	Spain	10.540752	12.155873	8.899784
2023-01-11	Spain	9.727198	11.191673	8.206992
2023-01-12	Spain	8.933998	10.267764	7.5357957
2023-01-13	Spain	8.1688795	9.402952	6.8890953
2023-01-14	Spain	7.4352713	8.571706	6.269452
2023-01-15	Spain	6.7358494	7.7650223	5.6790524
2023-01-16	Spain	6.0728264	6.987995	5.119697
2023-01-17	Spain	5.4479475	6.256912	4.59279
2023-01-18	Spain	4.8630753	5.576078	4.0993414
2023-01-19	Spain	4.317544	4.9552174	3.6399639
2023-01-20	Spain	3.8146257	4.379771	3.2148838
2023-01-21	Spain	3.3518996	3.8483632	2.8239577
2023-01-22	Spain	2.9287226	3.3614886	2.4666932
2023-01-23	Spain	2.545558	2.9206417	2.143767
2023-01-24	Spain	3.2392015	3.7076495	2.7472243
2023-01-25	Spain	10.791494	12.441586	9.182197
2023-01-26	Spain	19.12572	22.138489	16.284403
2022-05-21	Switzerland	0.7943861	0.7943898	0.79437697
2022-05-22	Switzerland	0.8220267	0.8220304	0.8220173
2022-05-23	Switzerland	0.93295753	0.93296176	0.9329468
2022-05-24	Switzerland	1.6006304	1.600638	1.600612
2022-05-25	Switzerland	2.3603	2.360311	2.360273
2022-05-26	Switzerland	2.7270837	2.727096	2.7270517
2022-05-27	Switzerland	2.870797	2.87081	2.8707635
2022-05-28	Switzerland	2.9403913	2.9404051	2.9403574
2022-05-29	Switzerland	2.9821134	2.9821267	2.982079
2022-05-30	Switzerland	3.007451	3.0074644	3.0074162
2022-05-31	Switzerland	3.0202966	3.0203104	3.0202618
2022-06-01	Switzerland	3.0233302	3.0233443	3.023295
2022-06-02	Switzerland	3.018752	3.018766	3.0187168
2022-06-03	Switzerland	3.0086365	3.00865	3.0086012
2022-06-04	Switzerland	2.994919	2.994933	2.9948843
2022-06-05	Switzerland	2.9793937	2.9794073	2.9793591
2022-06-06	Switzerland	2.9637165	2.9637296	2.9636817
2022-06-07	Switzerland	2.9494133	2.9494264	2.9493792
2022-06-08	Switzerland	2.9379048	2.9379182	2.937871
2022-06-09	Switzerland	2.930548	2.9305613	2.9305146
2022-06-10	Switzerland	2.9287388	2.9287524	2.9287052
2022-06-11	Switzerland	2.9340878	2.9341006	2.934054
2022-06-12	Switzerland	2.9486754	2.9486885	2.9486413
2022-06-13	Switzerland	2.975368	2.9753814	2.975334
2022-06-14	Switzerland	3.0181172	3.0181305	3.0180824
2022-06-15	Switzerland	3.0821424	3.0821564	3.0821068
2022-06-16	Switzerland	3.1738813	3.1738958	3.1738448
2022-06-17	Switzerland	3.3006039	3.3006186	3.3005652
2022-06-18	Switzerland	3.469737	3.4697533	3.469697
2022-06-19	Switzerland	3.68787	3.6878872	3.6878276
2022-06-20	Switzerland	3.9595976	3.9596157	3.9595518
2022-06-21	Switzerland	4.286493	4.286512	4.286443
2022-06-22	Switzerland	4.666355	4.666377	4.6663013
2022-06-23	Switzerland	5.0929065	5.09293	5.0928473
2022-06-24	Switzerland	5.555992	5.556018	5.5559273
2022-06-25	Switzerland	6.042289	6.0423164	6.0422187
2022-06-26	Switzerland	6.5363827	6.5364122	6.5363073
2022-06-27	Switzerland	7.0220704	7.0221024	7.021989
2022-06-28	Switzerland	7.4836802	7.483715	7.483594
2022-06-29	Switzerland	7.907252	7.9072876	7.9071603
2022-06-30	Switzerland	8.281433	8.281471	8.281338
2022-07-01	Switzerland	8.598066	8.5981045	8.597967
2022-07-02	Switzerland	8.85239	8.85243	8.852287
2022-07-03	Switzerland	9.042958	9.043	9.042852
2022-07-04	Switzerland	9.171319	9.171359	9.171212
2022-07-05	Switzerland	9.24152	9.241561	9.241411
2022-07-06	Switzerland	9.259567	9.259608	9.259459
2022-07-07	Switzerland	9.232865	9.232906	9.2327585
2022-07-08	Switzerland	9.169727	9.169768	9.16962
2022-07-09	Switzerland	9.078948	9.078989	9.078843
2022-07-10	Switzerland	8.969492	8.969533	8.969389
2022-07-11	Switzerland	8.850254	8.850293	8.850152
2022-07-12	Switzerland	8.729895	8.729935	8.7297945
2022-07-13	Switzerland	8.616722	8.616759	8.616622
2022-07-14	Switzerland	8.518579	8.518617	8.518479
2022-07-15	Switzerland	8.44274	8.442777	8.442642
2022-07-16	Switzerland	8.395773	8.395809	8.395676
2022-07-17	Switzerland	8.383366	8.383404	8.383269
2022-07-18	Switzerland	8.410132	8.4101715	8.410036
2022-07-19	Switzerland	8.479397	8.479435	8.4793
2022-07-20	Switzerland	8.592979	8.593018	8.59288
2022-07-21	Switzerland	8.751012	8.751052	8.750912
2022-07-22	Switzerland	8.95182	8.951859	8.951716
2022-07-23	Switzerland	9.191864	9.191906	9.191758
2022-07-24	Switzerland	9.465799	9.465841	9.465689
2022-07-25	Switzerland	9.766622	9.766666	9.766509
2022-07-26	Switzerland	10.085928	10.085974	10.085813
2022-07-27	Switzerland	10.414249	10.414295	10.414127
2022-07-28	Switzerland	10.741518	10.741567	10.741394
2022-07-29	Switzerland	11.057537	11.057587	11.057408
2022-07-30	Switzerland	11.352386	11.352438	11.352255
2022-07-31	Switzerland	11.616895	11.616946	11.616761
2022-08-01	Switzerland	11.843042	11.843095	11.842906
2022-08-02	Switzerland	12.024286	12.024342	12.024146
2022-08-03	Switzerland	12.155797	12.155851	12.155656
2022-08-04	Switzerland	12.234594	12.234651	12.234452
2022-08-05	Switzerland	12.2595825	12.259637	12.2594385
2022-08-06	Switzerland	12.231486	12.231541	12.231343
2022-08-07	Switzerland	12.152726	12.152781	12.152585
2022-08-08	Switzerland	12.027208	12.027264	12.027069
2022-08-09	Switzerland	11.860077	11.86013	11.859941
2022-08-10	Switzerland	11.657431	11.657483	11.657296
2022-08-11	Switzerland	11.426032	11.426083	11.4258995
2022-08-12	Switzerland	11.17302	11.173069	11.172892
2022-08-13	Switzerland	10.905619	10.905667	10.905493
2022-08-14	Switzerland	10.630882	10.63093	10.630761
2022-08-15	Switzerland	10.3554735	10.355521	10.355354
2022-08-16	Switzerland	10.085461	10.085508	10.085344
2022-08-17	Switzerland	9.826155	9.826201	9.826043
2022-08-18	Switzerland	9.581993	9.582038	9.581883
2022-08-19	Switzerland	9.356447	9.356491	9.35634
2022-08-20	Switzerland	9.151978	9.152018	9.151873
2022-08-21	Switzerland	8.970018	8.97006	8.969917
2022-08-22	Switzerland	8.811008	8.8110485	8.810906
2022-08-23	Switzerland	8.674429	8.674467	8.674327
2022-08-24	Switzerland	8.558901	8.558939	8.558801
2022-08-25	Switzerland	8.462282	8.46232	8.462185
2022-08-26	Switzerland	8.381805	8.381844	8.381709
2022-08-27	Switzerland	8.3142185	8.314257	8.314122
2022-08-28	Switzerland	8.255937	8.255974	8.25584
2022-08-29	Switzerland	8.203203	8.2032385	8.203107
2022-08-30	Switzerland	8.152236	8.152272	8.15214
2022-08-31	Switzerland	8.099395	8.099431	8.099299
2022-09-01	Switzerland	8.041291	8.041327	8.041198
2022-09-02	Switzerland	7.974919	7.9749546	7.974826
2022-09-03	Switzerland	7.8977356	7.8977723	7.8976455
2022-09-04	Switzerland	7.807739	7.8077755	7.8076496
2022-09-05	Switzerland	7.703505	7.7035403	7.7034163
2022-09-06	Switzerland	7.584204	7.5842385	7.5841155
2022-09-07	Switzerland	7.4495916	7.4496245	7.449505
2022-09-08	Switzerland	7.299983	7.3000154	7.299898
2022-09-09	Switzerland	7.136199	7.1362324	7.136117
2022-09-10	Switzerland	6.9595065	6.9595385	6.959426
2022-09-11	Switzerland	6.771538	6.771568	6.7714586
2022-09-12	Switzerland	6.5742083	6.574238	6.574131
2022-09-13	Switzerland	6.3696313	6.36966	6.3695574
2022-09-14	Switzerland	6.1600323	6.1600595	6.159961
2022-09-15	Switzerland	5.9476643	5.947691	5.947595
2022-09-16	Switzerland	5.7347326	5.734759	5.7346663
2022-09-17	Switzerland	5.5233297	5.5233555	5.523266
2022-09-18	Switzerland	5.3153763	5.3154	5.3153157
2022-09-19	Switzerland	5.112574	5.1125975	5.1125164
2022-09-20	Switzerland	4.9163775	4.916399	4.916321
2022-09-21	Switzerland	4.7279644	4.727986	4.727911
2022-09-22	Switzerland	4.5482335	4.5482545	4.548182
2022-09-23	Switzerland	4.377796	4.3778167	4.3777466
2022-09-24	Switzerland	4.216992	4.2170105	4.2169437
2022-09-25	Switzerland	4.065901	4.06592	4.0658545
2022-09-26	Switzerland	3.9243722	3.9243903	3.9243271
2022-09-27	Switzerland	3.7920396	3.7920573	3.7919962
2022-09-28	Switzerland	3.6683514	3.6683683	3.6683095
2022-09-29	Switzerland	3.5526118	3.552628	3.5525703
2022-09-30	Switzerland	3.4440227	3.4440384	3.4439826
2022-10-01	Switzerland	3.3417253	3.34174	3.3416862
2022-10-02	Switzerland	3.2448335	3.2448483	3.2447958
2022-10-03	Switzerland	3.152464	3.152478	3.1524277
2022-10-04	Switzerland	3.0637643	3.063778	3.0637288
2022-10-05	Switzerland	2.9779382	2.9779515	2.9779034
2022-10-06	Switzerland	2.8942633	2.8942761	2.8942294
2022-10-07	Switzerland	2.812107	2.8121197	2.8120747
2022-10-08	Switzerland	2.7309365	2.730949	2.7309053
2022-10-09	Switzerland	2.6503274	2.6503394	2.650297
2022-10-10	Switzerland	2.5699625	2.569974	2.5699327
2022-10-11	Switzerland	2.4896314	2.4896424	2.4896026
2022-10-12	Switzerland	2.4092255	2.4092367	2.4091978
2022-10-13	Switzerland	2.3287294	2.3287396	2.3287024
2022-10-14	Switzerland	2.2482107	2.2482207	2.2481847
2022-10-15	Switzerland	2.1678069	2.1678164	2.1677818
2022-10-16	Switzerland	2.0877135	2.0877225	2.087689
2022-10-17	Switzerland	2.0081687	2.0081778	2.0081453
2022-10-18	Switzerland	1.9294418	1.9294506	1.9294196
2022-10-19	Switzerland	1.8518177	1.851826	1.8517964
2022-10-20	Switzerland	1.7755846	1.7755926	1.7755642
2022-10-21	Switzerland	1.7010242	1.7010318	1.7010045
2022-10-22	Switzerland	1.6284004	1.6284078	1.6283817
2022-10-23	Switzerland	1.5579522	1.5579591	1.557934
2022-10-24	Switzerland	1.4898857	1.4898925	1.4898688
2022-10-25	Switzerland	1.4243708	1.4243772	1.4243544
2022-10-26	Switzerland	1.361537	1.3615433	1.3615212
2022-10-27	Switzerland	1.3014734	1.3014792	1.3014584
2022-10-28	Switzerland	1.2442267	1.2442324	1.2442125
2022-10-29	Switzerland	1.189805	1.1898103	1.1897914
2022-10-30	Switzerland	1.1381786	1.1381836	1.1381656
2022-10-31	Switzerland	1.0892842	1.0892891	1.0892715
2022-11-01	Switzerland	1.0430288	1.0430335	1.0430167
2022-11-02	Switzerland	0.9992949	0.9992994	0.99928343
2022-11-03	Switzerland	0.95794547	0.9579498	0.9579345
2022-11-04	Switzerland	0.9188289	0.9188331	0.9188183
2022-11-05	Switzerland	0.8817836	0.88178754	0.88177335
2022-11-06	Switzerland	0.8466437	0.84664744	0.8466339
2022-11-07	Switzerland	0.8132428	0.8132465	0.8132333
2022-11-08	Switzerland	0.7814185	0.781422	0.7814094
2022-11-09	Switzerland	0.75101537	0.7510187	0.75100666
2022-11-10	Switzerland	0.7218881	0.72189134	0.7218798
2022-11-11	Switzerland	0.6939037	0.6939068	0.6938956
2022-11-12	Switzerland	0.66694295	0.666946	0.66693527
2022-11-13	Switzerland	0.6409019	0.64090484	0.6408944
2022-11-14	Switzerland	0.61569154	0.6156943	0.61568433
2022-11-15	Switzerland	0.5912384	0.591241	0.5912315
2022-11-16	Switzerland	0.56748384	0.5674864	0.5674772
2022-11-17	Switzerland	0.54438317	0.5443856	0.5443769
2022-11-18	Switzerland	0.5219043	0.5219067	0.5218983
2022-11-19	Switzerland	0.50002676	0.50002897	0.5000209
2022-11-20	Switzerland	0.47873923	0.4787414	0.47873375
2022-11-21	Switzerland	0.45803863	0.45804068	0.45803335
2022-11-22	Switzerland	0.43792802	0.43793	0.437923
2022-11-23	Switzerland	0.41841513	0.41841704	0.4184104
2022-11-24	Switzerland	0.39951035	0.39951214	0.3995058
2022-11-25	Switzerland	0.3812256	0.3812273	0.38122123
2022-11-26	Switzerland	0.36357272	0.36357436	0.36356854
2022-11-27	Switzerland	0.34656247	0.34656402	0.34655848
2022-11-28	Switzerland	0.33020353	0.33020502	0.33019978
2022-11-29	Switzerland	0.3145017	0.3145031	0.31449807
2022-11-30	Switzerland	0.29945928	0.2994606	0.2994558
2022-12-01	Switzerland	0.2850747	0.28507602	0.28507146
2022-12-02	Switzerland	0.2713428	0.27134407	0.27133968
2022-12-03	Switzerland	0.2582541	0.25825527	0.25825113
2022-12-04	Switzerland	0.24579537	0.24579646	0.24579257
2022-12-05	Switzerland	0.2339499	0.23395096	0.2339472
2022-12-06	Switzerland	0.22269775	0.22269875	0.22269519
2022-12-07	Switzerland	0.21201633	0.21201728	0.21201387
2022-12-08	Switzerland	0.20188078	0.20188168	0.20187846
2022-12-09	Switzerland	0.19226463	0.19226548	0.19226241
2022-12-10	Switzerland	0.18314022	0.18314107	0.1831381
2022-12-11	Switzerland	0.17447928	0.17448008	0.17447725
2022-12-12	Switzerland	0.16625354	0.16625431	0.16625161
2022-12-13	Switzerland	0.15843506	0.15843578	0.15843323
2022-12-14	Switzerland	0.15099666	0.15099734	0.1509949
2022-12-15	Switzerland	0.14391233	0.14391297	0.14391066
2022-12-16	Switzerland	0.13715756	0.13715817	0.13715596
2022-12-17	Switzerland	0.13070938	0.13070998	0.13070786
2022-12-18	Switzerland	0.12454681	0.12454738	0.124545366
2022-12-19	Switzerland	0.118650615	0.11865115	0.11864923
2022-12-20	Switzerland	0.1130036	0.11300411	0.11300228
2022-12-21	Switzerland	0.107590504	0.10759099	0.10758927
2022-12-22	Switzerland	0.10239789	0.10239834	0.10239671
2022-12-23	Switzerland	0.097414106	0.09741452	0.09741297
2022-12-24	Switzerland	0.09262908	0.0926295	0.09262801
2022-12-25	Switzerland	0.08803422	0.08803462	0.08803319
2022-12-26	Switzerland	0.083622195	0.08362257	0.083621226
2022-12-27	Switzerland	0.079386756	0.07938711	0.07938584
2022-12-28	Switzerland	0.075322576	0.07532291	0.075321704
2022-12-29	Switzerland	0.07142498	0.071425304	0.071424164
2022-12-30	Switzerland	0.06768988	0.06769018	0.067689106
2022-12-31	Switzerland	0.06411354	0.06411383	0.0641128
2023-01-01	Switzerland	0.06069248	0.060692754	0.060691766
2023-01-02	Switzerland	0.05742327	0.057423525	0.057422604
2023-01-03	Switzerland	0.05430253	0.054302774	0.0543019
2023-01-04	Switzerland	0.05132676	0.051326998	0.051326163
2023-01-05	Switzerland	0.04849235	0.048492566	0.04849179
2023-01-06	Switzerland	0.04579547	0.045795675	0.04579495
2023-01-07	Switzerland	0.043232113	0.043232314	0.043231618
2023-01-08	Switzerland	0.040798027	0.040798217	0.040797558
2023-01-09	Switzerland	0.03848877	0.038488954	0.038488332
2023-01-10	Switzerland	0.03629972	0.036299888	0.0362993
2023-01-11	Switzerland	0.034226082	0.034226235	0.034225687
2023-01-12	Switzerland	0.03226295	0.0322631	0.032262582
2023-01-13	Switzerland	0.030405357	0.030405495	0.030405011
2023-01-14	Switzerland	0.02864829	0.02864842	0.028647961
2023-01-15	Switzerland	0.026986752	0.026986875	0.02698644
2023-01-16	Switzerland	0.025415812	0.025415922	0.025415516
2023-01-17	Switzerland	0.023930635	0.023930745	0.023930358
2023-01-18	Switzerland	0.022526527	0.022526631	0.022526268
2023-01-19	Switzerland	0.021198954	0.021199053	0.021198712
2023-01-20	Switzerland	0.019943584	0.019943677	0.019943355
2023-01-21	Switzerland	0.018756296	0.018756382	0.01875608
2023-01-22	Switzerland	0.017633198	0.01763328	0.017632995
2023-01-23	Switzerland	0.016570635	0.016570712	0.016570443
2023-01-24	Switzerland	0.01556519	0.015565259	0.01556501
2023-01-25	Switzerland	0.014613687	0.014613751	0.0146135185
2023-01-26	Switzerland	0.013718148	0.013718208	0.01371799
2022-05-07	United Kingdom	2.709377	2.9335861	2.3389826
2022-05-08	United Kingdom	2.8041196	3.0361817	2.420846
2022-05-09	United Kingdom	3.5451465	3.8780584	3.143795
2022-05-10	United Kingdom	8.651253	9.728838	8.079144
2022-05-11	United Kingdom	14.599199	16.484884	13.727602
2022-05-12	United Kingdom	17.477077	19.720211	16.452864
2022-05-13	United Kingdom	18.645092	20.95732	17.52684
2022-05-14	United Kingdom	19.257605	21.544102	18.063776
2022-05-15	United Kingdom	19.662457	21.89916	18.38691
2022-05-16	United Kingdom	19.950525	22.117521	18.590754
2022-05-17	United Kingdom	20.12614	22.248913	18.708754
2022-05-18	United Kingdom	20.24693	22.302305	18.7652
2022-05-19	United Kingdom	20.280405	22.256079	18.763935
2022-05-20	United Kingdom	20.267757	22.162037	18.71578
2022-05-21	United Kingdom	20.255152	22.066933	18.639254
2022-05-22	United Kingdom	20.209911	21.928188	18.548187
2022-05-23	United Kingdom	20.136059	21.810627	18.435276
2022-05-24	United Kingdom	20.075108	21.654684	18.324247
2022-05-25	United Kingdom	20.022135	21.533173	18.226864
2022-05-26	United Kingdom	19.971382	21.449982	18.142452
2022-05-27	United Kingdom	19.954071	21.389112	18.091354
2022-05-28	United Kingdom	19.982733	21.364943	18.094234
2022-05-29	United Kingdom	20.107918	21.432003	18.172415
2022-05-30	United Kingdom	20.354755	21.656204	18.370876
2022-05-31	United Kingdom	20.76419	22.06943	18.752546
2022-06-01	United Kingdom	21.443274	22.781862	19.402233
2022-06-02	United Kingdom	22.51615	23.91482	20.410397
2022-06-03	United Kingdom	24.067595	25.553036	21.895395
2022-06-04	United Kingdom	26.246117	27.847097	23.973959
2022-06-05	United Kingdom	29.078957	30.926899	26.71965
2022-06-06	United Kingdom	32.77344	34.829964	30.26454
2022-06-07	United Kingdom	37.283054	39.64032	34.59549
2022-06-08	United Kingdom	42.622887	45.278435	39.659195
2022-06-09	United Kingdom	48.60271	51.640404	45.35472
2022-06-10	United Kingdom	55.065704	58.5458	51.528534
2022-06-11	United Kingdom	61.869003	65.73241	57.963734
2022-06-12	United Kingdom	68.73399	72.97067	64.43831
2022-06-13	United Kingdom	75.46025	79.97451	70.73133
2022-06-14	United Kingdom	81.723114	86.4951	76.62716
2022-06-15	United Kingdom	87.38031	92.31913	81.90942
2022-06-16	United Kingdom	92.22676	97.31135	86.46661
2022-06-17	United Kingdom	96.170715	101.39588	90.20598
2022-06-18	United Kingdom	99.2624	104.43525	93.061005
2022-06-19	United Kingdom	101.41989	106.42264	94.98761
2022-06-20	United Kingdom	102.5262	107.47293	96.13154
2022-06-21	United Kingdom	103.0262	107.7159	96.45053
2022-06-22	United Kingdom	102.77991	107.300865	96.06428
2022-06-23	United Kingdom	101.869225	106.17394	95.16307
2022-06-24	United Kingdom	100.46748	104.59565	93.81462
2022-06-25	United Kingdom	98.72284	102.57796	92.10201
2022-06-26	United Kingdom	96.79808	100.42981	90.19934
2022-06-27	United Kingdom	94.80521	98.191185	88.25722
2022-06-28	United Kingdom	92.820755	96.174416	86.40941
2022-06-29	United Kingdom	91.168365	94.30748	84.77647
2022-06-30	United Kingdom	89.81407	92.842865	83.49561
2022-07-01	United Kingdom	88.91784	91.84318	82.66959
2022-07-02	United Kingdom	88.50499	91.40221	82.40223
2022-07-03	United Kingdom	88.766716	91.656075	82.77577
2022-07-04	United Kingdom	89.754745	92.71409	83.63718
2022-07-05	United Kingdom	91.500275	94.563614	85.34955
2022-07-06	United Kingdom	93.969475	97.25176	87.88489
2022-07-07	United Kingdom	97.18222	100.57015	91.11091
2022-07-08	United Kingdom	101.08658	104.44684	94.980576
2022-07-09	United Kingdom	105.51085	108.91152	99.414505
2022-07-10	United Kingdom	110.39804	113.87854	104.28591
2022-07-11	United Kingdom	115.64255	119.22389	109.418495
2022-07-12	United Kingdom	120.900085	124.79828	114.65136
2022-07-13	United Kingdom	126.04622	130.30295	119.81919
2022-07-14	United Kingdom	130.95245	135.49554	124.640656
2022-07-15	United Kingdom	135.44046	140.22258	128.91382
2022-07-16	United Kingdom	139.3353	144.50317	132.85149
2022-07-17	United Kingdom	142.57918	148.03712	135.95242
2022-07-18	United Kingdom	144.96678	150.69699	138.18912
2022-07-19	United Kingdom	146.54013	152.34918	139.5811
2022-07-20	United Kingdom	147.19446	153.02211	140.18886
2022-07-21	United Kingdom	146.87842	152.70547	140.0007
2022-07-22	United Kingdom	145.74313	151.48807	138.80934
2022-07-23	United Kingdom	143.68593	149.51836	136.8465
2022-07-24	United Kingdom	141.00494	146.80719	134.35075
2022-07-25	United Kingdom	137.71185	143.3742	131.32217
2022-07-26	United Kingdom	133.97415	139.47386	127.73629
2022-07-27	United Kingdom	129.84473	135.26001	123.74623
2022-07-28	United Kingdom	125.26404	130.68819	119.57787
2022-07-29	United Kingdom	120.64345	125.961426	115.27891
2022-07-30	United Kingdom	115.95801	121.24194	110.78502
2022-07-31	United Kingdom	111.43729	116.59422	106.27356
2022-08-01	United Kingdom	107.03462	112.18373	102.07824
2022-08-02	United Kingdom	102.93576	107.960236	98.18752
2022-08-03	United Kingdom	99.1859	104.02969	94.50981
2022-08-04	United Kingdom	95.77007	100.465485	91.200195
2022-08-05	United Kingdom	92.69096	97.292915	88.13511
2022-08-06	United Kingdom	90.00609	94.51944	85.476715
2022-08-07	United Kingdom	87.757416	92.143555	83.277664
2022-08-08	United Kingdom	85.75777	90.14346	81.395294
2022-08-09	United Kingdom	84.13962	88.5433	79.85427
2022-08-10	United Kingdom	82.786194	87.14483	78.52156
2022-08-11	United Kingdom	81.686714	86.0197	77.49289
2022-08-12	United Kingdom	80.7896	85.09	76.57822
2022-08-13	United Kingdom	80.01404	84.288635	75.88531
2022-08-14	United Kingdom	79.30677	83.556694	75.29984
2022-08-15	United Kingdom	78.68724	82.782524	74.732956
2022-08-16	United Kingdom	78.04277	81.979675	74.12984
2022-08-17	United Kingdom	77.282135	81.14295	73.44842
2022-08-18	United Kingdom	76.370865	80.18523	72.62749
2022-08-19	United Kingdom	75.30331	79.101456	71.57676
2022-08-20	United Kingdom	74.05324	77.82195	70.36232
2022-08-21	United Kingdom	72.678024	76.35991	69.01705
2022-08-22	United Kingdom	71.14064	74.71455	67.50723
2022-08-23	United Kingdom	69.381546	72.88978	65.84497
2022-08-24	United Kingdom	67.44925	70.87741	64.077614
2022-08-25	United Kingdom	65.40327	68.70946	62.178925
2022-08-26	United Kingdom	63.228355	66.41089	60.155632
2022-08-27	United Kingdom	60.964672	64.01252	57.994843
2022-08-28	United Kingdom	58.631847	61.54437	55.74101
2022-08-29	United Kingdom	56.242836	59.029266	53.444275
2022-08-30	United Kingdom	53.841526	56.514946	51.131237
2022-08-31	United Kingdom	51.427486	54.05199	48.82769
2022-09-01	United Kingdom	49.0506	51.622322	46.557823
2022-09-02	United Kingdom	46.745922	49.229897	44.34363
2022-09-03	United Kingdom	44.506355	46.896996	42.204376
2022-09-04	United Kingdom	42.34674	44.69054	40.15632
2022-09-05	United Kingdom	40.298416	42.575687	38.213326
2022-09-06	United Kingdom	38.394646	40.55647	36.38531
2022-09-07	United Kingdom	36.62288	38.67092	34.677666
2022-09-08	United Kingdom	34.982525	36.922462	33.10839
2022-09-09	United Kingdom	33.478523	35.31133	31.662611
2022-09-10	United Kingdom	32.12105	33.836884	30.314829
2022-09-11	United Kingdom	30.855537	32.52655	29.088186
2022-09-12	United Kingdom	29.681313	31.350624	28.00885
2022-09-13	United Kingdom	28.610073	30.28525	27.029732
2022-09-14	United Kingdom	27.671597	29.268784	26.123413
2022-09-15	United Kingdom	26.827042	28.401047	25.281223
2022-09-16	United Kingdom	26.026802	27.608604	24.513168
2022-09-17	United Kingdom	25.296253	26.82212	23.808384
2022-09-18	United Kingdom	24.611858	26.098547	23.158163
2022-09-19	United Kingdom	23.965876	25.437782	22.551476
2022-09-20	United Kingdom	23.360447	24.797972	21.982368
2022-09-21	United Kingdom	22.783197	24.214327	21.46044
