Month,Orig Country,Dest Country,Total Market Pax
12,Spain,Germany,558871
12,Spain,Italy,406971
12,Spain,Peru,19240
12,Spain,Portugal,168748
12,Spain,Slovakia,1358
12,Spain,Slovenia,617
12,Spain,Spain,2497420
12,Spain,Switzerland,164275
12,Spain,United Kingdom,950427
12,Spain,United States,129966
12,Switzerland,Austria,30423
12,Switzerland,Belgium,25955
12,Switzerland,Canada,7849
12,Switzerland,Colombia,2351
12,Switzerland,France,108025
12,Switzerland,Germany,98038
12,Switzerland,Italy,71432
12,Switzerland,Peru,1178
12,Switzerland,Portugal,107258
12,Switzerland,Slovakia,536
12,Switzerland,Slovenia,1433
12,Switzerland,Spain,167166
12,Switzerland,Switzerland,2697
12,Switzerland,United Kingdom,266196
12,Switzerland,United States,69943
12,United Kingdom,Austria,118104
12,United Kingdom,Belgium,41759
12,United Kingdom,Canada,71396
12,United Kingdom,Colombia,7888
12,United Kingdom,France,336700
12,United Kingdom,Germany,349796
12,United Kingdom,Italy,456070
12,United Kingdom,Peru,2381
12,United Kingdom,Portugal,248188
12,United Kingdom,Slovakia,22224
12,United Kingdom,Slovenia,4931
12,United Kingdom,Spain,962404
12,United Kingdom,Switzerland,288038
12,United Kingdom,United Kingdom,977189
12,United Kingdom,United States,493598
12,United States,Austria,26824
12,United States,Belgium,32791
12,United States,Canada,940581
12,United States,Colombia,222208
12,United States,France,230112
12,United States,Germany,326240
12,United States,Italy,146527
12,United States,Peru,59072
12,United States,Portugal,40129
12,United States,Slovakia,299
12,United States,Slovenia,621
12,United States,Spain,146366
12,United States,Switzerland,72800
12,United States,United Kingdom,528837
12,United States,United States,48085118
