	accession	date	region_coarse	country	strain
684	OP331337	2022-06-29	Western Europe	United Kingdom	MPXV_UK_2022_9000183
685	OP215232	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI190
686	OP215216	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI217
687	OQ159045	2022-08-23	Western Europe	Germany	MPXV/Germany/2022/ON/RKI650
688	OP215215	2022-08-18	Western Europe	Germany	MPXV/Germany/2022/RKI213
689	OP689674	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI521
690	OP215219	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI223
691	ON792322	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
692	OQ274883	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI664
693	OQ159033	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI638
694	OQ274882	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI663
695	OQ274884	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI665
696	OQ274881	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI662
697	OQ274886	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI667
698	OQ274885	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI666
699	OP783902	2022-06-08	Western Europe	Switzerland	hMPXV-CH-38347314/2022
700	ON780017	2022-05-21	Southern Europe	Italy	INMI-Pt4
701	OP150925	2022-05-19	North America	USA	MPXV_USA_2022_GA001
702	OP555650	2022-09-10	Southern Europe	Portugal	Monkeypox/PT0579/2022
703	OP594204	2022-09-09	Western Europe	Germany	MPXV/Germany/2022/RKI440
704	OP689682	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI529
705	OP555474	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0378/2022
706	OP555598	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0527/2022
707	OP555586	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0515/2022
708	OP555550	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0471/2022
709	OP358276	2022-08-09	Southern Europe	Italy	SIC-AOUP-UNIPA_VL_9aug
710	OP245315	2022-08-01	Southern Europe	Portugal	MPX/PT0061/2022
711	OQ261700	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28220C
712	OP959063	2022-11-15	South America	Colombia	BOL-UNIMOL-MPX-293633-L
713	OP314957	2022-07-27	North America	USA	MPXV22/human/USA-NE-83
714	OP536713	2022-06-25	North America	USA	MPXV-USA-IL-IDPH-052
715	OP959062	2022-11-11	South America	Colombia	BOL-UNIMOL-MPX-293614-L
716	OP959064	2022-11-17	South America	Colombia	BOL-UNIMOL-MPX-293772-L
717	OP225964	2022-06-17	North America	USA	MPXV_USA_2022_IL0024
718	OQ054222	2022-09-12	North America	USA	MPXV_USA_2022_IA0003
719	OQ148469	2022-11-11	South America	Colombia	LBMB-UTP_MP-013_VAC
720	OQ107058	2022-09-14	South America	Colombia	LBMB-UTP_MP-001_QUI
721	OP693656	2022-09-10	South America	Colombia	CUN_INS_MPX_0751_C
722	OQ330984	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00364/2022
723	OP890529	2022-10-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00324/2022
724	OP603011	2022-06-30	North America	USA	MPXV_USA_2022_IN0005
725	OP536726	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-065
726	OP536698	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-037
727	OP257259	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-085684/2022
728	OP390178	2022-08-20	South America	Colombia	MAG-UNIMOL-MPX-292982-L
729	OP642416	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-25390E
730	OP890531	2022-09-30	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00297/2022
731	OP890530	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00296/2022
732	OP526855	2022-08-01	North America	USA	MPXV_USA_2022_NY0493
733	OP615279	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00206/2022
734	OP442558	2022-08-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00075/2022
735	OP743988	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-095681/2022
736	OP715788	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-091072/2022
737	OP747055	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-095970/2022
738	OP743968	2022-09-25	North America	USA	MpxV/human/USA/WA-UW-099479/2022
739	OP580612	2022-09-20	North America	USA	hMPX/USA/CA-LACPHL-MA00179/2022
740	OP628456	2022-07-23	North America	USA	MpxV/human/USA/WA-UW-084166/2022
741	OP890566	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00309/2022
742	OP890564	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00336/2022
743	OP890558	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00330/2022
744	OP890561	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00333/2022
745	OP920686	2022-10-06	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00348/2022
746	OP890562	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00334/2022
747	OP890563	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00335/2022
748	OP890571	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00314/2022
749	OP890569	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00312/2022
750	OP890557	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00329/2022
751	OP890556	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00328/2022
752	OP890570	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00313/2022
753	OP890553	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00325/2022
754	OP890573	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00316/2022
755	OP890574	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00317/2022
756	OP890576	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00319/2022
757	OQ330999	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00391/2022
758	OQ331000	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00401/2022
759	OQ330998	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00400/2022
760	OP890572	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00315/2022
761	OP890559	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00331/2022
762	OP890554	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00326/2022
763	OP890575	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00318/2022
764	OP890568	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00311/2022
765	OP890565	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00308/2022
766	OP890560	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00332/2022
767	OP890555	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00327/2022
768	OP890577	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00320/2022
769	OP890567	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00310/2022
770	ON803417	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2836/2022
771	OP390177	2022-08-13	South America	Colombia	ATL-UNIMOL-MPX-292896-L
772	ON880532	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3253/2022
773	ON880519	2022-05-13	North America	Canada	MpxV/human/CAN/UN-NML-2833/2022
774	OP863227	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000052/2022
775	OP628490	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-093570/2022
776	OP442553	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00086/2022
777	OP442565	2022-08-03	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00097/2022
778	OP890538	2022-09-29	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00304/2022
779	OP890539	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00305/2022
780	OP279041	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4125/2022
781	OP863226	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000051/2022
782	OP279049	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4119/2022
783	OP279044	2022-07-02	North America	Canada	MpxV/human/CAN/UN-NML-4142/2022
784	OP013008	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3582/2022
785	OP484341	2022-08-17	North America	USA	MPXV22/human/USA-OK-180
786	OP279042	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-4138/2022
787	OP279040	2022-07-03	North America	Canada	MpxV/human/CAN/UN-NML-4122/2022
788	OP279047	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4152/2022
789	OP279038	2022-06-27	North America	Canada	MpxV/human/CAN/UN-NML-4114/2022
790	OP279034	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4097/2022
791	ON880515	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3467/2022
792	OP279035	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4103/2022
793	OP270029	2022-07-08	North America	Canada	MpxV/human/CAN/UN-NML-4057/2022
794	OP062236	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-3936/2022
795	ON880507	2022-05-27	North America	Canada	MpxV/human/CAN/UN-NML-3071/2022
796	ON880513	2022-06-04	North America	Canada	MpxV/human/CAN/UN-NML-3407/2022
797	ON983167	2022-06-16	North America	Canada	MpxV/human/CAN/UN-NML-3725/2022
798	ON803413	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2928/2022
799	OQ121037	2022-06-13	North America	USA	hMpxV/USA/CA-CDPH-1000083/2022
800	OP279048	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4155/2022
801	ON803414	2022-05-21	North America	Canada	MpxV/human/CAN/UN-NML-2930/2022
802	OP279033	2022-07-06	North America	Canada	MpxV/human/CAN/UN-NML-4094/2022
803	ON983159	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3293/2022
804	OP390191	2022-06-24	Western Europe	United Kingdom	hMpxV/UK/LMO-022a/2022
805	OP390189	2022-06-21	Western Europe	United Kingdom	hMpxV/UK/LMO-010a/2022
806	OP279045	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4144/2022
807	OP279037	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4113/2022
808	OQ159049	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI654
809	OP715831	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI551
810	OP743955	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089756/2022
811	OP382488	2022-07-19	Western Europe	France	hMPXV-IHU00011
812	OP628448	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082531/2022
813	ON929077	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI122
814	OP018605	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI182
815	ON694337	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI020
816	ON694332	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI023
817	OP523980	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI378
818	OP382479	2022-07-01	Western Europe	France	hMPXV-IHU00002
819	ON694333	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI022
820	ON694340	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI014
821	ON694338	2022-05-11	Western Europe	Germany	MPXV/Germany/2022/RKI017
822	OQ274890	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/ON/RKI671
823	OP626124	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI486
824	OP555635	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0564/2022
825	ON792321	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
826	ON929087	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI132
827	OP594201	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI437
828	OP524003	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI402
829	ON694334	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI021
830	OP715818	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI538
831	OP689686	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI532
832	ON637938	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI01
833	ON808413	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1a
834	OP019276	2022-06-21	Western Europe	Austria	hMPXV/Austria/MUW1527495/2022
835	ON755232	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI026
836	ON694331	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI015
837	ON929073	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI115
838	ON813251	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI051
839	OP484695	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI342
840	OP415188	2022-06-08	Western Europe	United Kingdom	MPX_dDDHx_9000207
841	OQ274891	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/ON/RKI672
842	OP536664	2022-06-06	North America	USA	MPXV-USA-IL-IDPH-003
843	ON694339	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI016
844	OP837336	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI574
845	ON853672	2022-06-29	Western Europe	Germany	MPXV/Germany/2022/RKI093
846	OP626132	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI494
847	OP215207	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI186
848	OP555641	2022-09-02	Southern Europe	Portugal	Monkeypox/PT0570/2022
849	OP245348	2022-07-15	Southern Europe	Portugal	MPX/PT0114/2022
850	OP018589	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI180
851	OP689668	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI515
852	ON853662	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI080
853	OP727821	2022-08-27	Western Europe	Belgium	PrEV_case_1
854	OP414383	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0356/2022
855	OP171924	2022-07-25	North America	USA	MPXV22/human/USA-NE-63
856	OP205116	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000158
857	ON792320	2022-06-01	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022
858	OQ274889	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI670
859	OP390204	2022-07-20	Western Europe	United Kingdom	hMpxV/UK/LMO-043a/2022
860	OP555633	2022-09-01	Southern Europe	Portugal	Monkeypox/PT0562/2022
861	OP415229	2022-08-01	Western Europe	United Kingdom	MPX_0MZd8B_9000260
862	ON782055	2022-05-31	Southern Europe	Spain	MPXV/Spain/HUNSC_ITER_0001b/2022
863	ON782054	2022-05-31	Southern Europe	Spain	MPXV/Spain/HUNSC_ITER_0001a/2022
864	OP597790	2022-07-18	North America	USA	MN-MDH-MPXV_0016
865	OP605564	2022-07-12	Central Europe	Slovenia	Slovenia-MPXV-22-2022
866	ON754984	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S3
867	ON754986	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S5
868	OP555589	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0518/2022
869	OX248696	2022-07-04	Central Europe	Slovakia	RNA_6b9udi
870	OP879736	2022-06-29	North America	USA	NJ-MPXV-017-rep2
871	OP605568	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-26-2022
872	OQ274888	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI669
873	ON622722	2022-05-22	Western Europe	France	MPXV_FR_HCL0001_2022
874	OP205067	2022-05-27	Western Europe	United Kingdom	MPXV_UK_2022_9000061
875	OP123049	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-073669/2022
876	OP605552	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-09-2022
877	ON755248	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI042
878	ON838178	2022-06-01	Central Europe	Slovenia	SI2022_S7
879	OP605551	2022-06-01	Central Europe	Slovenia	Slovenia-MPXV-08-2022
880	ON754985	2022-06-01	Central Europe	Slovenia	MPXV_SI2022_S4
881	ON754987	2022-05-23	Central Europe	Slovenia	MPXV_SI2022_S1_VEROE6
882	ON609725	2022-05-23	Central Europe	Slovenia	SLO
883	OP484692	2022-09-24	Western Europe	Germany	MPXV/Germany/2022/RKI371
884	OP605562	2022-07-22	Central Europe	Slovenia	Slovenia-MPXV-20-2022
885	OP605560	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-18-2022
886	OP605574	2022-07-14	Central Europe	Slovenia	Slovenia-MPXV-32-2022
887	ON950045	2022-05-27	Western Europe	Belgium	MPXV/ITM_pt_31/Belgium/27-May-2022
888	OP144214	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_25/Belgium/16-Jun-2022
889	OP144212	2022-06-10	Western Europe	Belgium	MPXV/ITM_pt_16/Belgium/10-Jun-2022
890	OP531890	2022-08-18	North America	USA	B1118356
891	OP820453	2022-08-19	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022
892	OP477448	2022-08-22	South America	Colombia	ANT-LDSP-ANT-MPX-23106-L
893	OP890550	2022-10-07	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00292/2022
894	OP890526	2022-10-31	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00322/2022
895	OP748966	2022-10-17	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022
896	OP748949	2022-09-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00263/2022
897	OP605570	2022-07-13	Central Europe	Slovenia	Slovenia-MPXV-28-2022
898	OP605578	2022-07-31	Central Europe	Slovenia	Slovenia-MPXV-36-2022
899	OP605585	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-44-2022
900	OP605581	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-40-2022
901	ON637939	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI02
902	OP205106	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000143
903	OP303790	2022-06-01	North America	USA	MPXV_USA_2022_IL0044
904	ON843170	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0031/2022
905	OP225967	2022-06-30	North America	USA	MPXV_USA_2022_FL0011
906	OP415181	2022-07-01	Western Europe	United Kingdom	MPX_dTfiMV_9000200
907	OP205070	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000064
908	OP450986	2022-06-30	North America	USA	MPXV_USA_2022_TX0015
909	OP205118	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000160
910	OP555500	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0404/2022
911	OP415219	2022-08-01	Western Europe	United Kingdom	MPX_AooXJI_9000248
912	OQ159026	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI631
913	ON959172	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI158
914	OP539901	2022-09-14	North America	USA	MPX/Human/USA/CA-LACPHL-MA00116/2022
915	OP440549	2022-08-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00034/2022
916	OP415272	2022-08-24	Western Europe	United Kingdom	MPX_bSkpM3_9000334
917	OP205071	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000065
918	OP484678	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI357
919	OP935994	2022-09-27	North America	USA	B1118431
920	OP881944	2022-09-01	North America	USA	MPXV_USA_2022_DE0001
921	OP523999	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI396
922	ON813259	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI055
923	OP415252	2022-08-31	Western Europe	United Kingdom	MPX_WOcPOH_9000297
924	OP727822	2022-10-02	Western Europe	Belgium	PrEV_case_2
925	OP415278	2022-08-01	Western Europe	United Kingdom	MPX_ev2D41_9000352
926	OP205100	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000134
927	OP205099	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000133
928	OP687936	2022-07-25	North America	USA	MPXV_USA_2022_NC0009
929	OP415214	2022-07-25	Western Europe	United Kingdom	MPX_42KDT6_9000240
930	OP279036	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-4112/2022
931	OP414346	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0313/2022
932	OP205076	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000070
933	OP555475	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0379/2022
934	OP204840	2022-06-10	Western Europe	France	PatientMPXV
935	OP205111	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000148
936	OP415218	2022-07-30	Western Europe	United Kingdom	MPX_V5dRAI_9000247
937	OP555568	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0493/2022
938	OP414310	2022-06-16	Southern Europe	Portugal	Monkeypox/PT0270/2022
939	OP415186	2022-06-01	Western Europe	United Kingdom	MPX_cmjxZM_9000205
940	OP205077	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000071
941	OP415221	2022-08-01	Western Europe	United Kingdom	MPX_diQWGf_9000250
942	OP205084	2022-05-30	Western Europe	United Kingdom	MPXV_UK_2022_9000093
943	OP415198	2022-07-23	Western Europe	United Kingdom	MPX_2v76E1_9000222
944	OP415197	2022-07-23	Western Europe	United Kingdom	MPX_2v76E1_9000221
945	OP415222	2022-08-21	Western Europe	United Kingdom	MPX_12DvO8_9000251
946	OP415200	2022-07-25	Western Europe	United Kingdom	MPX_K1dQNt_9000224
947	OP415199	2022-07-01	Western Europe	United Kingdom	MPX_K1dQNt_9000223
948	ON720848	2022-05-27	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6513479/2022
949	OP205091	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000103
950	OP205110	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000147
951	OP484683	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI362
952	OP382489	2022-07-19	Western Europe	France	hMPXV-IHU00012
953	OP863256	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI606
954	OP484694	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI373
955	OP431398	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22702-C
956	OP295382	2022-07-21	South America	Colombia	INS-MPXV-0015-L1
957	OQ148472	2022-11-11	South America	Colombia	LBMB-UTP_MP-019_VAC
958	OQ261707	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28354C
959	OQ148461	2022-09-17	South America	Colombia	LBMB-UTP_MP-002_TOL
960	OQ261711	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28772C
961	OQ261704	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28299E
962	OQ261699	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28209E
963	OP881934	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26255C
964	OQ261705	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28305C
965	OP881931	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26238E
966	OP459210	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23553-C
967	OP689664	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI511
968	OP642398	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-24939C
969	OQ261701	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28290C
970	OP477446	2022-08-19	South America	Colombia	ANT-LDSP-ANT-MPX-22980
971	OQ261709	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28766E
972	OQ261698	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28207C
973	OP642386	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24913-O
974	OP642423	2022-09-14	South America	Colombia	ANT-LDSP-ANT-MPX-25513O
975	OP459212	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23603-O
976	OP477444	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22815-L
977	OP642408	2022-09-13	South America	Colombia	ANT-LDSP-ANT-MPX-25285O
978	OP693650	2022-08-07	South America	Colombia	ANT_INS_MPX_0024_L
979	OP431397	2022-08-16	South America	Colombia	ANT-LDSP-ANT-MPX-22607-L
980	OP459216	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23651-L
981	OP431396	2022-08-11	South America	Colombia	ANT-LDSP-ANT-MPX-22395-C
982	OP459219	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23683-L
983	OP477456	2022-08-24	South America	Colombia	ANT-LDSP-ANT-MPX-23315-L
984	OP477457	2022-08-23	South America	Colombia	ANT-LDSP-ANT-MPX-23266
985	OQ261708	2022-10-18	South America	Colombia	ANT-LDSP-ANT-MPX-28603C
986	OQ261713	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28830C
987	OP459218	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23655-L
988	OP459217	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23654-O
989	OP642412	2022-09-13	South America	Colombia	ANT-LDSP-ANT-MPX-25340L
990	OP642381	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24728-L
991	OP642414	2022-09-04	South America	Colombia	ANT-LDSP-ANT-MPX-25342E
992	OP431401	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22769-L
993	OP642387	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24914-L
994	OP881930	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26237E
995	OP431399	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22748-C
996	OQ261696	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28205C
997	OP959057	2022-11-10	South America	Colombia	SUC-UNIMOL-MPX-293401-L
998	OP819958	2022-10-15	South America	Colombia	QUI_INS_MPX_0967_L
999	OQ261703	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28297C
1000	OP642390	2022-09-06	South America	Colombia	ANT-LDSP-ANT-MPX-24387-C
1001	OP459213	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23628-C
1002	OP642388	2022-09-09	South America	Colombia	ANT-LDSP-ANT-MPX-24915-L
1003	OP642377	2022-09-07	South America	Colombia	ANT-LDSP-ANT-MPX-24593-O
1004	OP459209	2022-08-29	South America	Colombia	ANT-LDSP-ANT-MPX-23551-O
1005	OP881936	2022-09-26	South America	Colombia	ANT-LDSP-ANT-MPX-26261O
1006	OP477445	2022-08-18	South America	Colombia	ANT-LDSP-ANT-MPX-22816-L
1007	OP459220	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23697-L
1008	OQ261712	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28828C
