accession	strain_region_coarse_date
OP314961	MPXV22/human/USA-NE-152_NorthAmerica_2022-08-11	accession
ON755248	MPXV/Germany/2022/RKI042_WesternEurope_2022-06-01	accession
OP431827	MPXV22/human/USA-NE-176_NorthAmerica_2022-08-15	accession
OP415244	MPX_z0MIuQ_9000282_WesternEurope_2022-08-01	accession
OP431829	MPXV22/human/USA-NE-199_NorthAmerica_2022-08-20	accession
OP743951	MpxV/human/USA/WA-UW-077466/2022_NorthAmerica_2022-07-01	accession
OP604565	MPXV22/human/USA-NE-211_NorthAmerica_2022-08-24	accession
OP605551	Slovenia-MPXV-08-2022_CentralEurope_2022-06-01	accession
ON754986	MPXV_SI2022_S5_CentralEurope_2022-06-01	accession
OX248696	RNA_734jvr_CentralEurope_2022-07-04	accession
OP628466	MpxV/human/USA/WA-UW-085850/2022_NorthAmerica_2022-08-01	accession
OP392540	MpxV/human/USA/WA-UW-082770/2022_NorthAmerica_2022-08-24	accession
OP257258	MpxV/human/USA/WA-UW-086040/2022_NorthAmerica_2022-08-24	accession
OP523994	MPXV/Germany/2022/RKI392_WesternEurope_2022-09-01	accession
OP215250	MPXV/Germany/2022/RKI220_WesternEurope_2022-08-23	accession
ON754987	MPXV_SI2022_S1_VEROE6_CentralEurope_2022-05-23	accession
ON609725	SLO_CentralEurope_2022-05-23	accession
OP484692	MPXV/Germany/2022/RKI371_WesternEurope_2022-09-11	accession
OP594203	MPXV/Germany/2022/RKI439_WesternEurope_2022-09-30	accession
ON950045	MPXV/ITM_pt_31/Belgium/27-May-2022_WesternEurope_2022-05-27	accession
OP144212	MPXV/ITM_pt_16/Belgium/10-Jun-2022_WesternEurope_2022-06-10	accession
OP144214	MPXV/ITM_pt_25/Belgium/16-Jun-2022_WesternEurope_2022-06-16	accession
OP184762	MpxV/human/USA/WA-UW-074949/2022_NorthAmerica_2022-07-25	accession
OP392539	MpxV/human/USA/WA-UW-082215/2022_NorthAmerica_2022-08-25	accession
OP310065	MpxV/human/USA/WA-UW-088973/2022_NorthAmerica_2022-08-25	accession
OP215288	MPXV/Germany/2022/RKI270_WesternEurope_2022-08-31	accession
ON853669	MPXV/Germany/2022/RKI089_WesternEurope_2022-06-25	accession
OP524007	MPXV/Germany/2022/RKI405_WesternEurope_2022-09-01	accession
ON755256	MPXV/Germany/2022/RKI050_WesternEurope_2022-06-25	accession
OP879755	NJ-MPXV-041_NorthAmerica_2022-07-18	accession
OP588945	hMpxV/USA/NY-URMC-2207A101/2022_NorthAmerica_2022-07-15	accession
OP879760	NJ-MPXV-046_NorthAmerica_2022-07-22	accession
OP588946	hMpxV/USA/NY-URMC-2207A102/2022_NorthAmerica_2022-07-15	accession
OP605570	Slovenia-MPXV-28-2022_CentralEurope_2022-07-14	accession
OP605578	Slovenia-MPXV-36-2022_CentralEurope_2022-07-31	accession
OP605585	Slovenia-MPXV-44-2022_CentralEurope_2022-08-01	accession
OP605581	Slovenia-MPXV-40-2022_CentralEurope_2022-08-01	accession
OP879754	NJ-MPXV-039_NorthAmerica_2022-07-18	accession
OP615254	MPX/Human/USA/CA-LACPHL-MA00181/2022_NorthAmerica_2022-07-29	accession
OP480420	hMPXV/USA/NC-UNC-0021/2022_NorthAmerica_2022-08-30	accession
OP392534	MpxV/human/USA/OH-UW-089384/2022_NorthAmerica_2022-08-25	accession
OP392532	MpxV/human/USA/OH-UW-080114/2022_NorthAmerica_2022-08-25	accession
OQ099605	MPXV_USA_2022_NY0017_NorthAmerica_2022-07-24	accession
OP480405	hMPXV/USA/NC-UNC-0004/2022_NorthAmerica_2022-08-02	accession
OP820458	hMpxV/Human/USA/IL-RIPHL-MPXV_10009/2022_NorthAmerica_2022-08-19	accession
OP820453	hMpxV/Human/USA/IL-RIPHL-MPXV_10004/2022_NorthAmerica_2022-08-19	accession
OP597775	MN-MDH-MPXV_0001_NorthAmerica_2022-06-24	accession
OP536699	MPXV-USA-IL-IDPH-038_NorthAmerica_2022-06-18	accession
OP440558	hMPX/Human/USA/CA-LACPHL-MA00037/2022_NorthAmerica_2022-07-25	accession
OQ261700	ANT-LDSP-ANT-MPX-28220C_SouthAmerica_2022-10-13	accession
OP580589	hMPX/USA/CA-LACPHL-MA00156/2022_NorthAmerica_2022-06-16	accession
OP555545	Monkeypox/PT0466/2022_SouthernEurope_2022-08-05	accession
OP536713	MPXV-USA-IL-IDPH-052_NorthAmerica_2022-06-25	accession
OP536711	MPXV-USA-IL-IDPH-050_NorthAmerica_2022-06-24	accession
OP536678	MPXV-USA-IL-IDPH-017_NorthAmerica_2022-07-06	accession
OP536736	MPXV-USA-IL-IDPH-075_NorthAmerica_2022-07-01	accession
OP536725	MPXV-USA-IL-IDPH-064_NorthAmerica_2022-06-27	accession
OP536709	MPXV-USA-IL-IDPH-048_NorthAmerica_2022-06-23	accession
OP597786	MN-MDH-MPXV_0012_NorthAmerica_2022-07-13	accession
OP310038	MpxV/human/USA/OH-UW-086011/2022_NorthAmerica_2022-08-01	accession
OP536702	MPXV-USA-IL-IDPH-041_NorthAmerica_2022-06-21	accession
OQ099608	MPXV_USA_2022_IL0026_NorthAmerica_2022-06-11	accession
OP603012	MPXV_USA_2022_CA0034_NorthAmerica_2022-07-01	accession
OP225964	MPXV_USA_2022_IL0024_NorthAmerica_2022-06-11	accession
OP819960	SAN_INS_MPX_0973_L_SouthAmerica_2022-10-17	accession
OP536703	MPXV-USA-IL-IDPH-042_NorthAmerica_2022-06-23	accession
OQ148462	LBMB-UTP_MP-003_TOL_SouthAmerica_2022-09-17	accession
OP603002	MPXV_USA_2022_WI0001_NorthAmerica_2022-07-01	accession
OP959063	BOL-UNIMOL-MPX-293633-L_SouthAmerica_2022-11-15	accession
OP536671	MPXV-USA-IL-IDPH-010_NorthAmerica_2022-07-05	accession
OP580611	hMPX/USA/CA-LACPHL-MA00178/2022_NorthAmerica_2022-08-07	accession
OP314958	MPXV22/human/USA-NE-99_NorthAmerica_2022-08-01	accession
OP123055	MpxV/human/USA/OH-UW-070822/2022_NorthAmerica_2022-07-05	accession
OP536723	MPXV-USA-IL-IDPH-062_NorthAmerica_2022-06-22	accession
OP450987	MPXV_USA_2022_WA0009_NorthAmerica_2022-07-01	accession
OP536700	MPXV-USA-IL-IDPH-039_NorthAmerica_2022-06-19	accession
OP536726	MPXV-USA-IL-IDPH-065_NorthAmerica_2022-06-27	accession
OP536698	MPXV-USA-IL-IDPH-037_NorthAmerica_2022-06-17	accession
OP693656	CUN_INS_MPX_0751_C_SouthAmerica_2022-09-10	accession
OP603011	MPXV_USA_2022_IN0005_NorthAmerica_2022-06-30	accession
OP524006	MPXV/Germany/2022/RKI404_WesternEurope_2022-09-01	accession
OP440557	hMPX/Human/USA/CA-LACPHL-MA00036/2022_NorthAmerica_2022-07-25	accession
OP310067	MpxV/human/USA/WA-UW-082625/2022_NorthAmerica_2022-08-01	accession
OP169336	MpxV/human/USA/WA-UW-070499/2022_NorthAmerica_2022-07-01	accession
OP879748	NJ-MPXV-033_NorthAmerica_2022-07-12	accession
OP879738	NJ-MPXV-020-rep2_NorthAmerica_2022-07-06	accession
OP431825	MPXV22/human/USA-NE-127_NorthAmerica_2022-08-07	accession
OP642421	ANT-LDSP-ANT-MPX-25510E_SouthAmerica_2022-09-03	accession
OP536719	MPXV-USA-IL-IDPH-058_NorthAmerica_2022-07-05	accession
OQ121956	hMpxV/Human/USA/IL-RIPHL-MPXV_10012/2022_NorthAmerica_2022-08-28	accession
OP536680	MPXV-USA-IL-IDPH-019_NorthAmerica_2022-07-06	accession
OP536668	MPXV-USA-IL-IDPH-007_NorthAmerica_2022-07-02	accession
OP314960	MPXV22/human/USA-NE-115_NorthAmerica_2022-08-04	accession
OP303782	MPXV_USA_2022_IL0027_NorthAmerica_2022-06-30	accession
OP055809	MpxV/human/USA/WA-UW-076082/2022_NorthAmerica_2022-07-05	accession
OQ148469	LBMB-UTP_MP-013_VAC_SouthAmerica_2022-11-11	accession
OP536712	MPXV-USA-IL-IDPH-051_NorthAmerica_2022-06-24	accession
OP314957	MPXV22/human/USA-NE-83_NorthAmerica_2022-07-27	accession
OQ121958	hMpxV/Human/USA/IL-RIPHL-MPXV_10014/2022_NorthAmerica_2022-08-27	accession
OP597789	MN-MDH-MPXV_0015_NorthAmerica_2022-07-18	accession
OP890530	MPXV/Human/USA/CA-LACPHL-MA00296/2022_NorthAmerica_2022-10-04	accession
OP890531	MPXV/Human/USA/CA-LACPHL-MA00297/2022_NorthAmerica_2022-09-30	accession
OP440583	hMPX/Human/USA/CA-LACPHL-MA00010/2022_NorthAmerica_2022-07-22	accession
OP440582	hMPX/Human/USA/CA-LACPHL-MA00009/2022_NorthAmerica_2022-07-22	accession
OP536724	MPXV-USA-IL-IDPH-063_NorthAmerica_2022-06-27	accession
OP536692	MPXV-USA-IL-IDPH-031_NorthAmerica_2022-06-14	accession
OP442561	hMPX/Human/USA/CA-LACPHL-MA00076/2022_NorthAmerica_2022-08-17	accession
OP440591	hMPX/Human/USA/CA-LACPHL-MA00022/2022_NorthAmerica_2022-07-25	accession
OQ054222	MPXV_USA_2022_IA0003_NorthAmerica_2022-09-01	accession
OP881950	MPXV_USA_2022_MO0001_NorthAmerica_2022-08-23	accession
OQ148467	LBMB-UTP_MP-010_TOL_SouthAmerica_2022-09-13	accession
OQ107058	LBMB-UTP_MP-001_QUI_SouthAmerica_2022-09-14	accession
OP920682	MPXV/Human/USA/CA-LACPHL-MA00344/2022_NorthAmerica_2022-11-09	accession
OP890529	MPXV/Human/USA/CA-LACPHL-MA00324/2022_NorthAmerica_2022-10-26	accession
OP536676	MPXV-USA-IL-IDPH-015_NorthAmerica_2022-07-06	accession
OP752113	MPXV_USA_2022_NY0035_NorthAmerica_2022-07-21	accession
OP378706	MPXV_USA_2022_IL0053_NorthAmerica_2022-06-20	accession
OP752123	MPXV_USA_2022_WA0011_NorthAmerica_2022-07-31	accession
OP257259	MpxV/human/USA/WA-UW-085684/2022_NorthAmerica_2022-08-01	accession
OP257250	MpxV/human/USA/WA-UW-087527/2022_NorthAmerica_2022-08-01	accession
OP526855	MPXV_USA_2022_NY0493_NorthAmerica_2022-08-01	accession
OP442555	hMPX/Human/USA/CA-LACPHL-MA00073/2022_NorthAmerica_2022-08-05	accession
OP442570	hMPX/Human/USA/CA-LACPHL-MA00082/2022_NorthAmerica_2022-07-13	accession
OP587262	MPXV/Human/USA/CA-CDPH-MPX000041/2022_NorthAmerica_2022-07-28	accession
OP587263	MPXV/Human/USA/CA-CDPH-MPX000042/2022_NorthAmerica_2022-07-28	accession
OP440606	hMPX/Human/USA/CA-LACPHL-MA00064/2022_NorthAmerica_2022-08-04	accession
OP440595	hMPX/Human/USA/CA-LACPHL-MA00015/2022_NorthAmerica_2022-07-18	accession
OP580604	hMPX/USA/CA-LACPHL-MA00171/2022_NorthAmerica_2022-08-01	accession
OP442558	hMPX/Human/USA/CA-LACPHL-MA00075/2022_NorthAmerica_2022-08-16	accession
OP442557	hMPX/Human/USA/CA-LACPHL-MA00074/2022_NorthAmerica_2022-08-19	accession
OP615279	MPX/Human/USA/CA-LACPHL-MA00206/2022_NorthAmerica_2022-09-13	accession
OP440607	hMPX/Human/USA/CA-LACPHL-MA00065/2022_NorthAmerica_2022-08-01	accession
OP440604	hMPX/Human/USA/CA-LACPHL-MA00062/2022_NorthAmerica_2022-08-08	accession
OP440605	hMPX/Human/USA/CA-LACPHL-MA00063/2022_NorthAmerica_2022-08-08	accession
OP392550	MpxV/human/USA/WA-UW-087336/2022_NorthAmerica_2022-08-01	accession
OP392538	MpxV/human/USA/WA-UW-081714/2022_NorthAmerica_2022-08-01	accession
OP310052	MpxV/human/USA/WA-UW-081935/2022_NorthAmerica_2022-08-09	accession
OP743983	MpxV/human/USA/WA-UW-099493/2022_NorthAmerica_2022-09-01	accession
OP743965	MpxV/human/USA/WA-UW-090263/2022_NorthAmerica_2022-09-12	accession
OP628478	MpxV/human/USA/WA-UW-087628/2022_NorthAmerica_2022-08-01	accession
OP743989	MpxV/human/USA/WA-UW-090611/2022_NorthAmerica_2022-09-11	accession
OP628477	MpxV/human/USA/WA-UW-087577/2022_NorthAmerica_2022-08-31	accession
OP743968	MpxV/human/USA/WA-UW-099479/2022_NorthAmerica_2022-09-01	accession
OP628441	MpxV/human/USA/WA-UW-081326/2022_NorthAmerica_2022-08-01	accession
OP747055	MpxV/human/USA/WA-UW-095970/2022_NorthAmerica_2022-09-01	accession
OP743988	MpxV/human/USA/WA-UW-095681/2022_NorthAmerica_2022-09-01	accession
OP743974	MpxV/human/USA/WA-UW-092407/2022_NorthAmerica_2022-09-01	accession
OP743981	MpxV/human/USA/WA-UW-093226/2022_NorthAmerica_2022-09-01	accession
OP628471	MpxV/human/USA/WA-UW-086901/2022_NorthAmerica_2022-08-01	accession
OP328307	MpxV/human/USA/WA-UW-083953/2022_NorthAmerica_2022-08-01	accession
OP628481	MpxV/human/USA/WA-UW-087818/2022_NorthAmerica_2022-08-01	accession
OP310045	MpxV/human/USA/WA-UW-080043/2022_NorthAmerica_2022-08-01	accession
OP743975	MpxV/human/USA/WA-UW-098297/2022_NorthAmerica_2022-09-12	accession
OP392543	MpxV/human/USA/WA-UW-083584/2022_NorthAmerica_2022-08-01	accession
OP743990	MpxV/human/USA/WA-UW-098408/2022_NorthAmerica_2022-09-01	accession
OP715788	MpxV/human/USA/WA-UW-091072/2022_NorthAmerica_2022-09-01	accession
OP747052	MpxV/human/USA/WA-UW-096615/2022_NorthAmerica_2022-09-01	accession
OQ330984	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00364/2022_NorthAmerica_2022-10-11	accession
OP539933	MPX/Human/USA/CA-LACPHL-MA00148/2022_NorthAmerica_2022-09-12	accession
OP539892	MPX/Human/USA/CA-LACPHL-MA00107/2022_NorthAmerica_2022-08-22	accession
OP628457	MpxV/human/USA/WA-UW-084263/2022_NorthAmerica_2022-08-08	accession
OP680493	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00215/2022_NorthAmerica_2022-07-14	accession
OP879733	NJ-MPXV-013-rep2_NorthAmerica_2022-08-17	accession
OP879730	NJ-MPXV-010_NorthAmerica_2022-08-12	accession
OP743993	MpxV/human/USA/WA-UW-094603/2022_NorthAmerica_2022-09-23	accession
OP747058	MpxV/human/USA/WA-UW-109000/2022_NorthAmerica_2022-10-01	accession
OP715789	MpxV/human/USA/WA-UW-095695/2022_NorthAmerica_2022-09-23	accession
OP743986	MpxV/human/USA/WA-UW-098348/2022_NorthAmerica_2022-09-01	accession
OP743980	MpxV/human/USA/WA-UW-091162/2022_NorthAmerica_2022-09-01	accession
OP628465	MpxV/human/USA/WA-UW-085769/2022_NorthAmerica_2022-08-31	accession
OP628438	MpxV/human/USA/WA-UW-080597/2022_NorthAmerica_2022-08-31	accession
OP205122	MPXV_UK_2022_9000165_WesternEurope_2022-07-04	accession
OP205090	MPXV_UK_2022_9000102_WesternEurope_2022-06-13	accession
OP205103	MPXV_UK_2022_9000138_WesternEurope_2022-07-06	accession
OP415181	MPX_dTfiMV_9000200_WesternEurope_2022-07-01	accession
OP205106	MPXV_UK_2022_9000143_WesternEurope_2022-06-16	accession
OP018607	MPXV/Germany/2022/RKI185_WesternEurope_2022-07-01	accession
OP580152	MPXV/Human/USA/CA-CDPH-MPX000004/2022_NorthAmerica_2022-06-04	accession
OP303790	MPXV_USA_2022_IL0044_NorthAmerica_2022-06-01	accession
OP604567	MPXV22/human/USA-OK-288_NorthAmerica_2022-09-12	accession
OP536706	MPXV-USA-IL-IDPH-045_NorthAmerica_2022-06-23	accession
OP205137	MPXV_UK_2022_9000192_WesternEurope_2022-07-05	accession
OP205101	MPXV_UK_2022_9000136_WesternEurope_2022-07-07	accession
ON929088	MPXV/Germany/2022/RKI133_WesternEurope_2022-07-01	accession
OP415241	MPX_lBTTWI_9000279_WesternEurope_2022-07-01	accession
OP205081	MPXV_UK_2022_9000078_WesternEurope_2022-06-14	accession
OP205070	MPXV_UK_2022_9000064_WesternEurope_2022-06-06	accession
ON843170	Monkeypox/PT0031/2022_SouthernEurope_2022-05-26	accession
OP225963	MPXV_USA_2022_CO0006_NorthAmerica_2022-06-18	accession
OP536710	MPXV-USA-IL-IDPH-049_NorthAmerica_2022-06-23	accession
OP415219	MPX_AooXJI_9000248_WesternEurope_2022-08-01	accession
OP415182	MPX_Yob5K4_9000201_WesternEurope_2022-07-24	accession
OP415183	MPX_Yob5K4_9000202_WesternEurope_2022-07-24	accession
OP415262	MPX_Gb1XpC_9000323_WesternEurope_2022-08-24	accession
OP415238	MPX_GGr0lD_9000276_WesternEurope_2022-08-01	accession
OP450986	MPXV_USA_2022_TX0015_NorthAmerica_2022-06-30	accession
OP205118	MPXV_UK_2022_9000160_WesternEurope_2022-07-05	accession
OP440549	hMPX/Human/USA/CA-LACPHL-MA00034/2022_NorthAmerica_2022-08-13	accession
OP539900	MPX/Human/USA/CA-LACPHL-MA00115/2022_NorthAmerica_2022-09-14	accession
OP539901	MPX/Human/USA/CA-LACPHL-MA00116/2022_NorthAmerica_2022-09-14	accession
OP536688	MPXV-USA-IL-IDPH-027_NorthAmerica_2022-06-12	accession
OP604521	MPXV_USA_2022_TX0020_NorthAmerica_2022-07-31	accession
OP524012	MPXV/Germany/2022/RKI410_WesternEurope_2022-09-01	accession
OP415272	MPX_bSkpM3_9000334_WesternEurope_2022-08-25	accession
OQ159037	MPXV/Germany/2022/ON/RKI642_WesternEurope_2022-08-25	accession
OP263628	MPXV/Germany/2022/RKI274_WesternEurope_2022-08-25	accession
OP415278	MPX_ev2D41_9000352_WesternEurope_2022-08-25	accession
OP390200	hMpxV/UK/LMO-036a/2022_WesternEurope_2022-07-15	accession
OP440550	hMPX/Human/USA/CA-LACPHL-MA00035/2022_NorthAmerica_2022-08-13	accession
OP390206	hMpxV/UK/LMO-047a/2022_WesternEurope_2022-07-27	accession
OP245347	MPX/PT0113/2022_SouthernEurope_2022-07-15	accession
OP414329	Monkeypox/PT0295/2022_SouthernEurope_2022-06-08	accession
OP390190	hMpxV/UK/LMO-012a/2022_WesternEurope_2022-06-21	accession
OP615340	MPXV/Germany/2022/ON/RKI458_WesternEurope_2022-09-01	accession
OP536685	MPXV-USA-IL-IDPH-024_NorthAmerica_2022-06-09	accession
OP415260	MPX_PZ8OdF_9000319_WesternEurope_2022-08-25	accession
OP205119	MPXV_UK_2022_9000161_WesternEurope_2022-07-05	accession
OP185712	MPXV_USA_2022_IL0005_NorthAmerica_2022-06-09	accession
ON853665	MPXV/Germany/2022/RKI083_WesternEurope_2022-06-30	accession
OP263633	MPXV/Germany/2022/RKI278_WesternEurope_2022-08-01	accession
OP355576	MPXV/Germany/2022/ON/RKI319_WesternEurope_2022-08-01	accession
OP523999	MPXV/Germany/2022/RKI396_WesternEurope_2022-09-01	accession
ON813259	MPXV/Germany/2022/RKI055_WesternEurope_2022-06-21	accession
OP355575	MPXV/Germany/2022/ON/RKI318_WesternEurope_2022-08-01	accession
OP415252	MPX_WOcPOH_9000297_WesternEurope_2022-08-25	accession
OP415243	MPX_vSkiJH_9000281_WesternEurope_2022-08-18	accession
OP440598	hMPX/Human/USA/CA-LACPHL-MA00025/2022_NorthAmerica_2022-07-25	accession
OP215214	MPXV/Germany/2022/RKI212_WesternEurope_2022-08-01	accession
ON959172	MPXV/Germany/2022/RKI158_WesternEurope_2022-07-01	accession
ON755249	MPXV/Germany/2022/RKI043_WesternEurope_2022-06-01	accession
OP626133	MPXV/Germany/2022/RKI495_WesternEurope_2022-07-24	accession
OP215243	MPXV/Germany/2022/RKI206_WesternEurope_2022-08-01	accession
OQ159026	MPXV/Germany/2022/RKI631_WesternEurope_2022-10-01	accession
OP680487	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00209/2022_NorthAmerica_2022-07-14	accession
OP523983	MPXV/Germany/2022/RKI381_WesternEurope_2022-09-01	accession
ON755255	MPXV/Germany/2022/RKI049_WesternEurope_2022-06-25	accession
OP484682	MPXV/Germany/2022/RKI361_WesternEurope_2022-09-01	accession
OP484678	MPXV/Germany/2022/RKI357_WesternEurope_2022-09-01	accession
OP205071	MPXV_UK_2022_9000065_WesternEurope_2022-06-06	accession
OP881944	MPXV_USA_2022_DE0001_NorthAmerica_2022-09-01	accession
OP245314	MPX/PT0058/2022_SouthernEurope_2022-07-28	accession
OP715824	MPXV/Germany/2022/RKI544_WesternEurope_2022-06-01	accession
OP531888	B1118313_NorthAmerica_2022-08-05	accession
OP215210	MPXV/Germany/2022/RKI202_WesternEurope_2022-08-01	accession
OP715817	MPXV/Germany/2022/RKI537_WesternEurope_2022-06-30	accession
ON959153	MPXV/Germany/2022/RKI165_WesternEurope_2022-07-01	accession
OP603017	MPXV_USA_2022_CA0033_NorthAmerica_2022-06-27	accession
OP215230	MPXV/Germany/2022/RKI187_WesternEurope_2022-08-01	accession
ON959171	MPXV/Germany/2022/RKI157_WesternEurope_2022-07-24	accession
OP415186	MPX_cmjxZM_9000205_WesternEurope_2022-06-01	accession
OP205077	MPXV_UK_2022_9000071_WesternEurope_2022-06-09	accession
OP415221	MPX_diQWGf_9000250_WesternEurope_2022-08-01	accession
OP205084	MPXV_UK_2022_9000093_WesternEurope_2022-05-30	accession
OP205097	MPXV_UK_2022_9000130_WesternEurope_2022-07-05	accession
OP415201	MPX_K1dQNt_9000225_WesternEurope_2022-07-01	accession
OP415222	MPX_12DvO8_9000251_WesternEurope_2022-08-01	accession
OP415199	MPX_K1dQNt_9000223_WesternEurope_2022-07-01	accession
OP415200	MPX_K1dQNt_9000224_WesternEurope_2022-07-06	accession
OP415198	MPX_2v76E1_9000222_WesternEurope_2022-07-24	accession
OP415197	MPX_2v76E1_9000221_WesternEurope_2022-07-24	accession
OP415249	MPX_nKUAZz_9000294_WesternEurope_2022-08-17	accession
OP415230	MPX_dlHLXa_9000261_WesternEurope_2022-08-17	accession
OP555476	Monkeypox/PT0380/2022_SouthernEurope_2022-07-13	accession
OP205100	MPXV_UK_2022_9000134_WesternEurope_2022-07-04	accession
OP727822	PrEV_case_2_WesternEurope_2022-10-02	accession
OP205099	MPXV_UK_2022_9000133_WesternEurope_2022-07-05	accession
OP743366	MPXV/Human/USA/UT-UPHL-82200236/2022_NorthAmerica_2022-08-05	accession
OP687936	MPXV_USA_2022_NC0009_NorthAmerica_2022-07-19	accession
OP604527	MPXV_USA_2022_MD0002_NorthAmerica_2022-06-22	accession
OP881948	MPXV_USA_2022_MD0006_NorthAmerica_2022-08-19	accession
OP378696	MPXV_USA_2022_DC0008_NorthAmerica_2022-06-22	accession
OP604532	MPXV_USA_2022_DC0012_NorthAmerica_2022-06-22	accession
OP480404	hMPXV/USA/NC-UNC-0003/2022_NorthAmerica_2022-08-04	accession
OP378695	MPXV_USA_2022_DC0010_NorthAmerica_2022-06-22	accession
OP279036	MpxV/human/CAN/UN-NML-4112/2022_NorthAmerica_2022-06-30	accession
OP920699	MPXV/Human/USA/CA-LACPHL-MA00361/2022_NorthAmerica_2022-10-31	accession
OP743961	MpxV/human/USA/WA-UW-086295/2022_NorthAmerica_2022-08-24	accession
OP415214	MPX_42KDT6_9000240_WesternEurope_2022-07-31	accession
OP415215	MPX_42KDT6_9000241_WesternEurope_2022-08-01	accession
OP480419	hMPXV/USA/NC-UNC-0020/2022_NorthAmerica_2022-08-30	accession
OP480410	hMPXV/USA/NC-UNC-0009/2022_NorthAmerica_2022-08-09	accession
OP480408	hMPXV/USA/NC-UNC-0007/2022_NorthAmerica_2022-08-05	accession
OP331338	MPXV_UK_2022_9000194_WesternEurope_2022-07-04	accession
OP205076	MPXV_UK_2022_9000070_WesternEurope_2022-06-09	accession
OP205111	MPXV_UK_2022_9000148_WesternEurope_2022-06-14	accession
OP414346	Monkeypox/PT0313/2022_SouthernEurope_2022-06-03	accession
OP555475	Monkeypox/PT0379/2022_SouthernEurope_2022-07-06	accession
OP205098	MPXV_UK_2022_9000131_WesternEurope_2022-07-05	accession
OP204840	PatientMPXV_WesternEurope_2022-06-10	accession
OP415190	MPX_KJ3uDD_9000210_WesternEurope_2022-06-30	accession
OP414303	Monkeypox/PT0263/2022_SouthernEurope_2022-06-17	accession
OP245357	MPX/PT0124/2022_SouthernEurope_2022-07-14	accession
OP555558	Monkeypox/PT0479/2022_SouthernEurope_2022-08-09	accession
OP245307	MPX/PT0050/2022_SouthernEurope_2022-08-01	accession
OP324503	Monkeypox/PT0189/2022_SouthernEurope_2022-06-27	accession
OP324535	Monkeypox/PT0225/2022_SouthernEurope_2022-06-22	accession
OP324526	Monkeypox/PT0216/2022_SouthernEurope_2022-06-24	accession
OP415218	MPX_V5dRAI_9000247_WesternEurope_2022-07-16	accession
OP414335	Monkeypox/PT0301/2022_SouthernEurope_2022-06-07	accession
OP414322	Monkeypox/PT0287/2022_SouthernEurope_2022-06-10	accession
OP324531	Monkeypox/PT0221/2022_SouthernEurope_2022-06-24	accession
OP245337	MPX/PT0086/2022_SouthernEurope_2022-07-21	accession
OP324494	Monkeypox/PT0179/2022_SouthernEurope_2022-06-30	accession
OP324545	Monkeypox/PT0237/2022_SouthernEurope_2022-06-22	accession
OP414387	Monkeypox/PT0364/2022_SouthernEurope_2022-06-26	accession
OP414310	Monkeypox/PT0270/2022_SouthernEurope_2022-06-16	accession
OP555568	Monkeypox/PT0493/2022_SouthernEurope_2022-08-11	accession
OP245331	MPX/PT0077/2022_SouthernEurope_2022-07-28	accession
ON792321	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022_WesternEurope_2022-06-02	accession
OP837337	MPXV/Germany/2022/RKI575_WesternEurope_2022-06-01	accession
OP752124	MPXV_USA_2022_WA0012_NorthAmerica_2022-07-01	accession
OP215223	MPXV/Germany/2022/RKI234_WesternEurope_2022-08-01	accession
OP303785	MPXV_USA_2022_IL0042_NorthAmerica_2022-06-01	accession
OP484669	MPXV/Germany/2022/RKI348_WesternEurope_2022-09-01	accession
ON755238	MPXV/Germany/2022/RKI032_WesternEurope_2022-06-01	accession
OP743359	MPXV/Human/USA/UT-UPHL-82200049/2023_NorthAmerica_2022-07-07	accession
ON694338	MPXV/Germany/2022/RKI017_WesternEurope_2022-05-15	accession
ON929087	MPXV/Germany/2022/RKI132_WesternEurope_2022-07-01	accession
ON755252	MPXV/Germany/2022/RKI046_WesternEurope_2022-06-08	accession
OP715835	MPXV/Germany/2022/RKI555_WesternEurope_2022-07-01	accession
OP270471	MPXV/Germany/2022/RKI282_WesternEurope_2022-08-01	accession
OP185709	MPXV_USA_2022_TX0001_NorthAmerica_2022-06-01	accession
ON694333	MPXV/Germany/2022/RKI022_WesternEurope_2022-05-15	accession
ON694337	MPXV/Germany/2022/RKI020_WesternEurope_2022-05-31	accession
OP355571	MPXV/Germany/2022/ON/RKI313_WesternEurope_2022-08-01	accession
OP355565	MPXV/Germany/2022/ON/RKI304_WesternEurope_2022-08-01	accession
OP536689	MPXV-USA-IL-IDPH-028_NorthAmerica_2022-06-13	accession
ON853653	MPXV/Germany/2022/RKI076_WesternEurope_2022-06-01	accession
OP752114	MPXV_USA_2022_OR0003_NorthAmerica_2022-06-01	accession
OP715831	MPXV/Germany/2022/RKI551_WesternEurope_2022-06-01	accession
OP689676	MPXV/Germany/2022/RKI523_WesternEurope_2022-06-01	accession
OP837335	MPXV/Germany/2022/RKI573_WesternEurope_2022-06-01	accession
OP055801	MpxV/human/USA/WA-UW-078327/2022_NorthAmerica_2022-07-01	accession
OP594201	MPXV/Germany/2022/RKI437_WesternEurope_2022-09-01	accession
OP355580	MPXV/Germany/2022/ON/RKI324_WesternEurope_2022-08-01	accession
OP355564	MPXV/Germany/2022/ON/RKI303_WesternEurope_2022-08-01	accession
OP536707	MPXV-USA-IL-IDPH-046_NorthAmerica_2022-06-23	accession
